,SYMBOL,NAME OF COMPANY,cm01JUN2023bhav.csv
454,DTIL,Dhunseri Tea & Industries Limited,0.12648621300278268
455,DUCON,Ducon Infratechnologies Limited,3.7037037037037033
456,DVL,Dhunseri Ventures Limited,2.188841201716736
457,DWARKESH,Dwarikesh Sugar Industries Limited,-0.7270693512304314
458,DYCL,Dynamic Cables Limited,-4.070939137444577
459,DYNAMATECH,Dynamatic Technologies Limited,-3.215309633027526
460,DYNPRO,Dynemic Products Limited,-1.9120746763023253
461,E2E,E2E Networks Limited,-1.3657957244655647
462,EASEMYTRIP,Easy Trip Planners Limited,-0.3264417845484346
463,EASTSILK,Eastern Silk Industries Limited,
464,ECLERX,eClerx Services Limited,-1.3376695097257136
465,EDELWEISS,Edelweiss Financial Services Limited,-1.6272189349112343
466,EDUCOMP,Educomp Solutions Limited,
467,EICHERMOT,Eicher Motors Limited,1.2009967455983979
468,EIDPARRY,EID Parry India Limited,3.2679045092838153
469,EIFFL,Euro India Fresh Foods Limited,0.5392652510953901
470,EIHAHOTELS,EIH Associated Hotels Limited,2.7235729938432667
471,EIHOTEL,EIH Limited,3.4961685823754705
472,EIMCOELECO,Eimco Elecon (India) Limited,
473,EKC,Everest Kanto Cylinder Limited,1.7883755588673593
474,ELDEHSG,Eldeco Housing And Industries Limited,-0.7229120598741282
475,ELECON,Elecon Engineering Company Limited,2.694780635400908
476,ELECTCAST,Electrosteel Castings Limited,0.21367521367521675
477,ELECTHERM,Electrotherm (India) Limited,0.0
478,ELGIEQUIP,Elgi Equipments Limited,1.160071101131992
479,ELGIRUBCO,Elgi Rubber Company Limited,-1.9875776397515457
480,ELIN,Elin Electronics Limited,0.6326758466691436
481,EMAMILTD,Emami Limited,-1.0979190603855369
482,EMAMIPAP,Emami Paper Mills Limited,0.8023648648648553
483,EMAMIREAL,Emami Realty Limited,-0.4441154700222016
484,EMIL,Electronics Mart India Limited,-0.5438477226376499
485,EMKAY,Emkay Global Financial Services Limited,0.4814305364511613
486,EMMBI,Emmbi Industries Limited,2.784222737819016
487,EMUDHRA,eMudhra Limited,0.6485985638174685
488,ENDURANCE,Endurance Technologies Limited,1.8826482585503606
489,ENERGYDEV,Energy Development Company Limited,0.0
490,ENGINERSIN,Engineers India Limited,-0.8570139828597102
491,ENIL,Entertainment Network (India) Limited,0.5035669324380985
492,EPL,EPL Limited,10.173697270471473
493,EQUIPPP,Equippp Social Impact Technologies Limited,
494,EQUITASBNK,Equitas Small Finance Bank Limited,1.5046296296296262
495,ERIS,Eris Lifesciences Limited,-0.17921146953406433
496,EROSMEDIA,Eros International Media Limited,0.8350730688935253
497,ESABINDIA,Esab India Limited,1.8256391677880064
498,ESCORTS,Escorts Kubota Limited,0.9304783347884023
499,ESSARSHPNG,Essar Shipping Limited,1.0752688172042972
500,ESSENTIA,Integra Essentia Limited,-0.740740740740738
501,ESTER,Ester Industries Limited,-0.7989347536617893
502,ETHOSLTD,Ethos Limited,2.0560214966207964
503,EUROTEXIND,Eurotex Industries and Exports Limited,-1.4760147601476092
504,EVEREADY,Eveready Industries India Limited,-0.8687837028160678
505,EVERESTIND,Everest Industries Limited,1.7410027683789575
506,EXCEL,Excel Realty N Infra Limited,14.285714285714299
507,EXCELINDUS,Excel Industries Limited,-0.011920371915606479
508,EXIDEIND,Exide Industries Limited,0.09469696969697777
509,EXPLEOSOL,Expleo Solutions Limited,1.9671052631579005
510,EXXARO,Exxaro Tiles Limited,0.48266783677051084
511,FACT,Fertilizers and Chemicals Travancore Limited,0.4990850108135086
512,FAIRCHEMOR,Fairchem Organics Limited,7.7459082806676305
513,FAZE3Q,Faze Three Limited,0.5929997107318518
514,FCL,Fineotex Chemical Limited,0.5423728813559399
515,FCONSUMER,Future Consumer Limited,
516,FCSSOFT,FCS Software Solutions Limited,0.0
517,FDC,FDC Limited,-0.6374769334004475
518,FEDERALBNK,The Federal Bank  Limited,0.19960079840319359
519,FEL,Future Enterprises Limited,
520,FELDVR,Future Enterprises Limited,
521,FIBERWEB,Fiberweb (India) Limited,2.5974025974025996
522,FIEMIND,Fiem Industries Limited,0.8894319570344743
523,FILATEX,Filatex India Limited,-0.2713704206241558
524,FINCABLES,Finolex Cables Limited,-1.4357949934452836
525,FINEORG,Fine Organic Industries Limited,0.18456954157818484
526,FINOPB,Fino Payments Bank Limited,0.4097372860930455
527,FINPIPE,Finolex Industries Limited,-2.7816802472604603
528,FIVESTAR,Five-Star Business Finance Limited,-0.1284403669724854
529,FLEXITUFF,Flexituff Ventures International Limited,-4.11985018726591
530,FLFL,Future Lifestyle Fashions Limited,
531,FLUOROCHEM,Gujarat Fluorochemicals Limited,-1.6783052637755949
532,FMGOETZE,Federal-Mogul Goetze (India) Limited.,-0.28041751051564956
533,FMNL,Future Market Networks Limited,1.098901098901095
534,FOCUS,Focus Lighting and Fixtures Limited,3.8880679719246523
535,FOODSIN,Foods & Inns Limited,5.368098159509203
536,FORCEMOT,FORCE MOTORS LTD,2.9235026132647617
537,FORTIS,Fortis Healthcare Limited,1.5107389879869073
538,FOSECOIND,Foseco India Limited,4.0131721791995405
539,FRETAIL,Future Retail Limited,
540,FSC,Future Supply Chain Solutions Limited,
541,FSL,Firstsource Solutions Limited,-0.37147102526002973
542,FUSION,Fusion Micro Finance Limited,-1.0395610742131274
543,GABRIEL,Gabriel India Limited,0.25231286795627533
544,GAEL,Gujarat Ambuja Exports Limited,4.214005370791154
545,GAIL,GAIL (India) Limited,0.5248091603053409
546,GAL,Gyscoal Alloys Limited,-3.2258064516129057
547,GALAXYSURF,Galaxy Surfactants Limited,-0.02637398308007916
548,GALLANTT,Gallantt Ispat Limited,-0.5581395348837157
549,GANDHITUBE,Gandhi Special Tubes Limited,1.2068325287783142
550,GANECOS,Ganesha Ecosphere Limited,-1.6233766233766231
551,GANESHBE,Ganesh Benzoplast Limited,-0.25881591717891017
552,GANESHHOUC,Ganesh Housing Corporation Limited,-1.1679032701291563
553,GANGAFORGE,Ganga Forging Limited,5.479452054794526
554,GANGESSECU,Ganges Securities Limited,-0.9134615384615411
555,GANGOTRI,Gangotri Textiles Limited,
556,GARFIBRES,Garware Technical Fibres Limited,0.9746524399294221
557,GATEWAY,Gateway Distriparks Limited,-0.7518796992481203
558,GATI,GATI Limited,0.17391304347826333
559,GAYAHWS,Gayatri Highways Limited,
560,GAYAPROJ,Gayatri Projects Limited,
561,GEECEE,GeeCee Ventures Limited,0.0343997248022094
562,GEEKAYWIRE,Geekay Wires Limited,5.000000000000003
563,GENCON,Generic Engineering Construction and Projects Limited,-0.8403361344537815
564,GENESYS,Genesys International Corporation Limited,-0.25648762824380383
565,GENUSPAPER,Genus Paper & Boards Limited,0.0
566,GENUSPOWER,Genus Power Infrastructures Limited,-0.4364429896344852
567,GEOJITFSL,Geojit Financial Services Limited,1.51869158878506
568,GEPIL,GE Power India Limited,4.73914774990044
569,GESHIP,The Great Eastern Shipping Company Limited,-0.5311795095685043
570,GET&D,GE T&D India Limited,
571,GFLLIMITED,GFL Limited,1.178603807796915
572,GFSTEELS,Grand Foundry Limited,
573,GHCL,GHCL Limited,0.06193868070609157
574,GICHSGFIN,GIC Housing Finance Limited,0.4476275738585497
575,GICRE,General Insurance Corporation of India,0.7047980482515649
576,GILLANDERS,Gillanders Arbuthnot & Company Limited,0.3748125937031484
577,GILLETTE,Gillette India Limited,1.0072090158324714
578,GINNIFILA,Ginni Filaments Limited,0.9174311926605472
579,GIPCL,Gujarat Industries Power Company Limited,-1.639344262295079
580,GISOLUTION,GI Engineering Solutions Limited,
581,GKWLIMITED,GKW Limited,-2.2316488380671378
582,GLAND,Gland Pharma Limited,0.9090417185217349
583,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,1.6738805684299334
584,GLENMARK,Glenmark Pharmaceuticals Limited,1.9824341279799287
585,GLFL,Gujarat Lease Financing Limited,0.0
586,GLOBAL,Global Education Limited,-1.8040591330493725
587,GLOBALVECT,Global Vectra Helicorp Limited,0.3427592116538059
588,GLOBE,Globe Textiles (India) Limited,1.7241379310344922
589,GLOBUSSPR,Globus Spirits Limited,-0.079133488303088
590,GLS,Glenmark Life Sciences Limited,0.4440333024976831
591,GMBREW,GM Breweries Limited,-0.3119151590767312
592,GMDCLTD,Gujarat Mineral Development Corporation Limited,1.1624441132637786
593,GMMPFAUDLR,GMM Pfaudler Limited,-1.5973897970975086
594,GMRINFRA,GMR Airports Infrastructure Limited,0.7407407407407337
595,GMRP&UI,GMR Power and Urban Infra Limited,0.5934718100890081
596,GNA,GNA Axles Limited,0.907416251620383
597,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,-0.9091681536239311
598,GOACARBON,Goa Carbon Limited,-0.13784328279080355
599,GOCLCORP,GOCL Corporation Limited,5.531914893617025
600,GOCOLORS,Go Fashion (India) Limited,0.9824821577532586
601,GODFRYPHLP,Godfrey Phillips India Limited,-1.363688562241617
602,GODHA,Godha Cabcon & Insulation Limited,
603,GODREJAGRO,Godrej Agrovet Limited,0.1279069767441887
604,GODREJCP,Godrej Consumer Products Limited,-0.3921198091368512
605,GODREJIND,Godrej Industries Limited,0.30220925385577085
606,GODREJPROP,Godrej Properties Limited,0.89189383586277
607,GOENKA,Goenka Diamond and Jewels Limited,
608,GOKEX,Gokaldas Exports Limited,3.3622065192614543
609,GOKUL,Gokul Refoils and Solvent Limited,0.8389261744966443
610,GOKULAGRO,Gokul Agro Resources Limited,-0.5499999999999972
611,GOLDENTOBC,Golden Tobacco Limited,
612,GOLDIAM,Goldiam International Limited,1.6362252663622572
613,GOLDTECH,Goldstone Technologies Limited,4.996034892942118
614,GOODLUCK,Goodluck India Limited,-3.0654166227746664
615,GOODYEAR,Goodyear India Limited,0.0987573039256066
616,GOYALALUM,Goyal Aluminiums Limited,-4.964539007092194
617,GPIL,Godawari Power And Ispat limited,0.2919911012235691
618,GPPL,Gujarat Pipavav Port Limited,2.511627906976747
619,GPTINFRA,GPT Infraprojects Limited,-2.200704225352113
620,GRANULES,Granules India Limited,2.1635041674055766
621,GRAPHITE,Graphite India Limited,3.166794773251349
622,GRASIM,Grasim Industries Limited,-0.9253062530916206
623,GRAUWEIL,Grauer & Weil (India) Limited,1.2693935119887245
624,GRAVITA,Gravita India Limited,-1.36552060473055
625,GREAVESCOT,Greaves Cotton Limited,-0.805214723926389
626,GREENLAM,Greenlam Industries Limited,-3.734329154441184
627,GREENPANEL,Greenpanel Industries Limited,-0.1845585973546671
628,GREENPLY,Greenply Industries Limited,3.8720000000000074
629,GREENPOWER,Orient Green Power Company Limited,-1.1049723756906233
630,GRINDWELL,Grindwell Norton Limited,1.432644162813523
631,GRINFRA,G R Infraprojects Limited,0.6468767362488977
632,GRMOVER,GRM Overseas Limited,3.032104637336518
633,GROBTEA,The Grob Tea Company Limited,-2.133144293355683
634,GRPLTD,GRP Limited,4.696387500172155
635,GRSE,Garden Reach Shipbuilders & Engineers Limited,0.3518029903254103
636,GRWRHITECH,Garware Hi-Tech Films Limited,8.307372793354102
637,GSFC,Gujarat State Fertilizers & Chemicals Limited,0.9532888465204957
638,GSLSU,Global Surfaces Limited,8.897485493230187
639,GSPL,Gujarat State Petronet Limited,1.2645590682196377
640,GSS,GSS Infotech Limited,-0.9932885906040239
641,GTL,GTL Limited,1.7857142857142954
642,GTLINFRA,GTL Infrastructure Limited,0.0
643,GTPL,GTPL Hathway Limited,2.0283018867924585
644,GUFICBIO,Gufic Biosciences Limited,0.5032712632108707
645,GUJALKALI,Gujarat Alkalies and Chemicals Limited,0.09251406984812625
646,GUJAPOLLO,Gujarat Apollo Industries Limited,0.3302845528455169
647,GUJGASLTD,Gujarat Gas Limited,-3.622187129885516
648,GUJRAFFIA,Gujarat Raffia Industries Limited,
649,GULFOILLUB,Gulf Oil Lubricants India Limited,-0.02196836555359532
650,GULFPETRO,GP Petroleums Limited,-0.41265474552956966
651,GULPOLY,Gulshan Polyols Limited,-0.7798791187365959
652,GVKPIL,GVK Power & Infrastructure Limited,0.0
653,HAL,Hindustan Aeronautics Limited,-1.1645626473749275
654,HAPPSTMNDS,Happiest Minds Technologies Limited,-0.17925040738728704
655,HARDWYN,Hardwyn India Limited,19.99075037576598
656,HARIOMPIPE,Hariom Pipe Industries Limited,5.0082944940358525
657,HARRMALAYA,Harrisons  Malayalam Limited,-0.12610340479193416
658,HARSHA,Harsha Engineers International Limited,0.9158154279675889
659,HATHWAY,Hathway Cable & Datacom Limited,1.8248175182481754
660,HATSUN,Hatsun Agro Product Limited,-0.8681343622333285
661,HAVELLS,Havells India Limited,1.8311097519018344
662,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,
663,HBLPOWER,HBL Power Systems Limited,1.0722610722610775
664,HBSL,HB Stockholdings Limited,0.3188097768331683
665,HCC,Hindustan Construction Company Limited,1.1049723756906038
666,HCG,Healthcare Global Enterprises Limited,1.5852885225110973
667,HCL-INSYS,HCL Infosystems Limited,1.8315018315018317
668,HCLTECH,HCL Technologies Limited,-0.2794515762815316
669,HDFC,Housing Development Finance Corporation Limited,0.23860021208906707
670,HDFCAMC,HDFC Asset Management Company Limited,-0.6647818445785871
671,HDFCBANK,HDFC Bank Limited,-0.4252413322159052
672,HDFCLIFE,HDFC Life Insurance Company Limited,-1.7135139697813753
673,HDIL,Housing Development and Infrastructure Limited,
674,HEADSUP,Heads UP Ventures Limited,3.968253968253968
675,HECPROJECT,HEC Infra Projects Limited,3.5087719298245488
676,HEG,HEG Limited,2.784864864864869
677,HEIDELBERG,HeidelbergCement India Limited,-1.397786837507267
678,HEMIPROP,Hemisphere Properties India Limited,0.3657262277951873
679,HERANBA,Heranba Industries Limited,1.5863237332512041
680,HERCULES,Hercules Hoists Limited,-1.4061358655953333
681,HERITGFOOD,Heritage Foods Limited,-2.989571263035916
682,HEROMOTOCO,Hero MotoCorp Limited,1.4674444726258198
683,HESTERBIO,Hester Biosciences Limited,0.11221302277620532
684,HEUBACHIND,Heubach Colorants India Limited,-0.5897354160025393
685,HEXATRADEX,Hexa Tradex Limited,-0.20491803278689302
686,HFCL,HFCL Limited,-0.23183925811438283
687,HGINFRA,H.G. Infra Engineering Limited,2.7994036773231765
688,HGS,Hinduja Global Solutions Limited,0.5227484162494895
689,HIKAL,Hikal Limited,1.6871416871416796
690,HIL,HIL Limited,0.5937355565826528
691,HILTON,Hilton Metal Forging Limited,0.09101941747571436
692,HIMATSEIDE,Himatsingka Seide Limited,9.893617021276594
693,HINDALCO,Hindalco Industries Limited,0.11086474501109768
694,HINDCOMPOS,Hindustan Composites Limited,0.317208564631245
695,HINDCON,Hindcon Chemicals Limited,1.4882655981683015
696,HINDCOPPER,Hindustan Copper Limited,-1.456953642384111
697,HINDMOTORS,Hindustan Motors Limited,2.4390243902439
698,HINDNATGLS,Hindusthan National Glass & Industries Limited,
699,HINDOILEXP,Hindustan Oil Exploration Company Limited,1.0740842743045929
700,HINDPETRO,Hindustan Petroleum Corporation Limited,-0.2491376006132531
701,HINDUNILVR,Hindustan Unilever Limited,1.1377481209349367
702,HINDWAREAP,Hindware Home Innovation Limited,4.710356933879456
703,HINDZINC,Hindustan Zinc Limited,-0.11437908496732768
704,HIRECT,Hind Rectifiers Limited,-1.1480466072652578
705,HISARMETAL,Hisar Metal Industries Limited,0.6437768240343185
706,HITECH,Hi-Tech Pipes Limited,0.4629629629629743
707,HITECHCORP,Hitech Corporation Limited,0.1543209876543122
708,HITECHGEAR,The Hi-Tech Gears Limited,1.281581838154522
709,HLEGLAS,HLE Glascoat Limited,-0.22662889518413226
710,HLVLTD,HLV LIMITED,-1.7094017094017033
711,HMT,HMT Limited,
712,HMVL,Hindustan Media Ventures Limited,-1.8684603886397606
713,HNDFDS,Hindustan Foods Limited,-0.4931748128577639
714,HOMEFIRST,Home First Finance Company India Limited,1.1860174781523192
715,HONAUT,Honeywell Automation India Limited,0.3818537696045008
716,HONDAPOWER,Honda India Power Products Limited,-1.9265434880576835
717,HOVS,HOV Services Limited,0.22099447513812467
718,HPAL,HP Adhesives Limited,-0.21344717182496795
719,HPIL,Hindprakash Industries Limited,2.3613399231191714
720,HPL,HPL Electric & Power Limited,0.9100642398286877
721,HSCL,Himadri Speciality Chemical Limited,-1.9163081736409768
722,HTMEDIA,HT Media Limited,0.0
723,HUBTOWN,Hubtown Limited,4.987834549878339
724,HUDCO,Housing & Urban Development Corporation Limited,2.0997375328084043
725,HUHTAMAKI,Huhtamaki India Limited,-1.3499298737727792
726,HYBRIDFIN,Hybrid Financial Services Limited,
727,IBREALEST,Indiabulls Real Estate Limited,-0.14869888475835585
728,IBULHSGFIN,Indiabulls Housing Finance Limited,-0.4776378636561106
729,ICDSLTD,ICDS Limited,
730,ICEMAKE,Ice Make Refrigeration Limited,1.3502454991816661
731,ICICIBANK,ICICI Bank Limited,-1.3749143970921303
732,ICICIGI,ICICI Lombard General Insurance Company Limited,3.65028339395991
733,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,2.575107296137339
734,ICIL,Indo Count Industries Limited,10.11853136744724
735,ICRA,ICRA Limited,-1.5042196421582859
736,IDBI,IDBI Bank Limited,0.4541326067211626
737,IDEA,Vodafone Idea Limited,-0.694444444444442
738,IDFC,IDFC Limited,0.2016129032258093
739,IDFCFIRSTB,IDFC First Bank Limited,1.3258897418004028
740,IEL,Indiabulls Enterprises Limited,2.614379084967311
741,IEX,Indian Energy Exchange Limited,0.2941176470588161
742,IFBAGRO,IFB Agro Industries Limited,-2.659416707859612
743,IFBIND,IFB Industries Limited,-1.7589657529989546
744,IFCI,IFCI Limited,2.7149321266968225
745,IFGLEXPOR,IFGL Refractories Limited,-0.15313935681471685
746,IGARASHI,Igarashi Motors India Limited,-0.5218163650494111
747,IGL,Indraprastha Gas Limited,-1.841448189762801
748,IGPL,IG Petrochemicals Limited,-0.15158077089648953
749,IIFL,IIFL Finance Limited,-0.6393001345895071
750,IIFLSEC,IIFL Securities Limited,0.5110732538330445
751,IITL,Industrial Investment Trust Limited,1.5433741351782893
752,IL&FSENGG,IL&FS Engineering and Construction Company Limited,
753,IL&FSTRANS,IL&FS Transportation Networks Limited,
754,IMAGICAA,Imagicaaworld Entertainment Limited,0.0
755,IMFA,Indian Metals & Ferro Alloys Limited,0.05111603339582011
756,IMPAL,India Motor Parts and Accessories Limited,-0.24604335682936865
757,IMPEXFERRO,Impex Ferro Tech Limited,-3.2786885245901525
758,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,4.914004914004914
759,INDBANK,Indbank Merchant Banking Services Limited,0.5870841487279788
760,INDHOTEL,The Indian Hotels Company Limited,1.539645881447267
761,INDIACEM,The India Cements Limited,4.225352112676061
762,INDIAGLYCO,India Glycols Limited,-1.1485943775100365
763,INDIAMART,Indiamart Intermesh Limited,0.3673473044771573
764,INDIANB,Indian Bank,1.8525379770285293
765,INDIANCARD,Indian Card Clothing Company Limited,0.8360836083608386
766,INDIANHUME,Indian Hume Pipe Company Limited,1.037938439513255
767,INDIGO,InterGlobe Aviation Limited,-1.2096944151738596
768,INDIGOPNTS,Indigo Paints Limited,1.1776824034334827
769,INDLMETER,IMP Powers Limited,
770,INDNIPPON,India Nippon Electricals Limited,1.7576814705487755
771,INDOAMIN,Indo Amines Limited,6.064572425828973
772,INDOBORAX,Indo Borax & Chemicals Limited,0.0
773,INDOCO,Indoco Remedies Limited,-2.229163708646874
774,INDORAMA,Indo Rama Synthetics (India) Limited,2.8014616321559216
775,INDOSTAR,IndoStar Capital Finance Limited,
776,INDOTECH,Indo Tech Transformers Limited,4.990507187415252
777,INDOTHAI,Indo Thai Securities Limited,0.7125890736342089
778,INDOWIND,Indowind Energy Limited,-0.9132420091324169
779,INDRAMEDCO,Indraprastha Medical Corporation Limited,
780,INDSWFTLAB,Ind-Swift Laboratories Limited,0.8516678495386718
781,INDSWFTLTD,Ind-Swift Limited,2.5906735751295336
782,INDTERRAIN,Indian Terrain Fashions Limited,1.4044943820224718
783,INDUSINDBK,IndusInd Bank Limited,0.2759210321778472
784,INDUSTOWER,Indus Towers Limited,3.0549236269093383
785,INFIBEAM,Infibeam Avenues Limited,0.33222591362125536
786,INFOBEAN,InfoBeans Technologies Limited,0.30621172353456566
787,INFOMEDIA,Infomedia Press Limited,
788,INFY,Infosys Limited,0.09102632177805094
789,INGERRAND,Ingersoll Rand (India) Limited,-0.7049455767404551
790,INOXGREEN,Inox Green Energy Services Limited,2.2540983606557408
791,INOXWIND,Inox Wind Limited,-0.2142857142857224
792,INSECTICID,Insecticides (India) Limited,-0.5848610954898262
793,INSPIRISYS,Inspirisys Solutions Limited,4.943820224719097
794,INTELLECT,Intellect Design Arena Limited,2.8156996587030716
795,INTENTECH,Intense Technologies Limited,1.5723270440251462
796,INTLCONV,International Conveyors Limited,-0.4694835680751174
797,INVENTURE,Inventure Growth & Securities Limited,0.0
798,IOB,Indian Overseas Bank,2.4539877300613555
799,IOC,Indian Oil Corporation Limited,0.5555555555555556
800,IOLCP,IOL Chemicals and Pharmaceuticals Limited,-0.5762411347517654
801,IONEXCHANG,ION Exchange (India) Limited,1.0640946677325183
802,IPCALAB,IPCA Laboratories Limited,0.649119052714167
803,IPL,India Pesticides Limited,0.11470520761642578
804,IRB,IRB Infrastructure Developers Limited,1.7482517482517481
805,IRCON,Ircon International Limited,1.971657424522482
806,IRCTC,Indian Railway Catering And Tourism Corporation Limited,0.0
807,IRFC,Indian Railway Finance Corporation Limited,-0.1552795031056033
808,IRIS,Iris Business Services Limited,0.9968847352024887
809,IRISDOREME,Iris Clothings Limited,-1.914460285132386
810,ISEC,ICICI Securities Limited,-1.2297147464973335
811,ISFT,Intrasoft Technologies Limited,3.1423290203327174
812,ISGEC,Isgec Heavy Engineering Limited,4.562802137223321
813,ISMTLTD,ISMT Limited,-0.20505809979494966
814,ITC,ITC Limited,-1.3019079685746378
815,ITDC,India Tourism Development Corporation Limited,1.522211867039464
816,ITDCEM,ITD Cementation India Limited,0.6734006734006699
817,ITI,ITI Limited,0.4748338081671415
818,IVC,IL&FS Investment Managers Limited,5.6737588652482325
819,IVP,IVP Limited,
820,IWEL,Inox Wind Energy Limited,0.7435285478244962
821,IZMO,IZMO Limited,7.097149505526462
822,J&KBANK,The Jammu & Kashmir Bank Limited,0.26086956521738885
823,JAGRAN,Jagran Prakashan Limited,-0.2900652646845582
824,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,-1.2620027434842311
825,JAIBALAJI,Jai Balaji Industries Limited,
826,JAICORPLTD,Jai Corp Limited,0.3076923076923077
827,JAIPURKURT,Nandani Creation Limited,-0.29036004645760743
828,JAMNAAUTO,Jamna Auto Industries Limited,0.8105369807497438
829,JASH,Jash Engineering Limited,2.5400565504241324
830,JAYAGROGN,Jayant Agro Organics Limited,4.868913857677899
831,JAYBARMARU,Jay Bharat Maruti Limited,1.7517366354575519
832,JAYNECOIND,Jayaswal Neco Industries Limited,-0.2298850574712676
833,JAYSREETEA,Jayshree Tea & Industries Limited,0.056850483229104215
834,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,0.5820860061772393
835,JBFIND,JBF Industries Limited,
836,JBMA,JBM Auto Limited,-0.3589997524139611
837,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,-0.3566608829766768
838,JETAIRWAYS,Jet Airways (India) Limited,
839,JETFREIGHT,Jet Freight Logistics Limited,0.913242009132433
840,JHS,JHS Svendgaard Laboratories Limited,0.0
841,JINDALPHOT,Jindal Photo Limited,-2.6354515050167286
842,JINDALPOLY,Jindal Poly Films Limited,-1.2163656468853667
843,JINDALSAW,Jindal Saw Limited,1.2952302631578971
844,JINDALSTEL,Jindal Steel & Power Limited,-1.4306428226196186
845,JINDRILL,Jindal Drilling And Industries Limited,0.11627906976744941
846,JINDWORLD,Jindal Worldwide Limited,0.7463778720913249
847,JISLDVREQS,Jain Irrigation Systems Limited,4.250000000000007
848,JISLJALEQS,Jain Irrigation Systems Limited,5.089058524173028
849,JITFINFRA,JITF Infralogistics Limited,
850,JKCEMENT,JK Cement Limited,0.05454602125736371
851,JKIL,J.Kumar Infraprojects Limited,1.792673421667952
852,JKLAKSHMI,JK Lakshmi Cement Limited,1.0633484162895859
853,JKPAPER,JK Paper Limited,0.0
854,JKTYRE,JK Tyre & Industries Limited,1.650432900432891
855,JMA,Jullundur Motor Agency (Delhi) Limited,-0.5661712668082175
856,JMFINANCIL,JM Financial Limited,-0.21367521367522177
857,JOCIL,Jocil Limited,0.22390148334733034
858,JPASSOCIAT,Jaiprakash Associates Limited,0.6993006993006968
859,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,-1.7005356687356519
860,JPPOWER,Jaiprakash Power Ventures Limited,0.0
861,JSL,Jindal Stainless Limited,-0.39162268006128975
862,JSWENERGY,JSW Energy Limited,-0.23617398149971375
863,JSWHL,JSW Holdings Limited,-0.18545279383429233
864,JSWISPL,JSW Ispat Special Products Limited,-0.7923930269413629
865,JSWSTEEL,JSW Steel Limited,-0.3518598305328065
866,JTEKTINDIA,Jtekt India Limited,1.0088781275221952
867,JTLIND,JTL INDUSTRIES LIMITED,0.31910044066251675
868,JUBLFOOD,Jubilant Foodworks Limited,1.6966687357748786
869,JUBLINDS,Jubilant Industries Limited,-1.0050794336971745
870,JUBLINGREA,Jubilant Ingrevia Limited,0.752167261601221
871,JUBLPHARMA,Jubilant Pharmova Limited,0.15146925174189638
872,JUSTDIAL,Just Dial Limited,1.4614227380184728
873,JWL,Jupiter Wagons Limited,-2.9322162985529387
874,JYOTHYLAB,Jyothy Labs Limited,-0.6929510155316553
875,JYOTISTRUC,Jyoti Structures Limited,
876,KABRAEXTRU,Kabra Extrusion Technik Limited,6.003270263957016
877,KAJARIACER,Kajaria Ceramics Limited,-0.6496047585505169
878,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,-0.5973120955699437
879,KALPATPOWR,Kalpataru Power Transmission Limited,0.33513312232358117
880,KALYANI,Kalyani Commercials Limited,
881,KALYANIFRG,Kalyani Forge Limited,
882,KALYANKJIL,Kalyan Jewellers India Limited,2.8868906767628935
883,KAMATHOTEL,Kamat Hotels (I) Limited,
884,KAMDHENU,Kamdhenu Limited,-0.31918289179699966
885,KAMOPAINTS,Kamdhenu Ventures Limited,0.5180127148575439
886,KANANIIND,Kanani Industries Limited,0.621118012422347
887,KANORICHEM,Kanoria Chemicals & Industries Limited,1.8987341772151975
888,KANPRPLA,Kanpur Plastipack Limited,9.662090813093972
889,KANSAINER,Kansai Nerolac Paints Limited,-2.30237042077805
890,KAPSTON,Kapston Services Limited,-1.4819587628865871
891,KARMAENG,Karma Energy Limited,4.797601199400304
892,KARURVYSYA,Karur Vysya Bank Limited,1.649387370405278
893,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,19.79166666666667
894,KAVVERITEL,Kavveri Telecom Products Limited,4.301075268817189
895,KAYA,Kaya Limited,2.158720298182944
896,KAYNES,Kaynes Technology India Limited,-0.18172922345705853
897,KBCGLOBAL,KBC Global Limited,0.0
898,KCP,KCP Limited,-0.5859375000000083
899,KCPSUGIND,KCP Sugar and Industries Corporation Limited,-0.4149377593361055
900,KDDL,KDDL Limited,0.2541065432434844
901,KEC,KEC International Limited,1.7990430622009526
902,KECL,Kirloskar Electric Company Limited,
903,KEEPLEARN,DSJ Keep Learning Limited,
904,KEERTI,Keerti Knowledge and Skills Limited,
905,KEI,KEI Industries Limited,3.046841749493023
906,KELLTONTEC,Kellton Tech Solutions Limited,-4.654895666131619
907,KENNAMET,Kennametal India Limited,1.5301243226012113
908,KERNEX,Kernex Microsystems (India) Limited,
909,KESORAMIND,Kesoram Industries Limited,-1.2315270935960592
910,KEYFINSERV,Keynote Financial Services Limited,1.483836777954431
911,KFINTECH,Kfin Technologies Limited,-2.1425383127510753
