,SYMBOL,NAME OF COMPANY,cm01NOV2023bhav.csv
459,DYNAMATECH,Dynamatic Technologies Limited,-0.2591868014105766
460,DYNPRO,Dynemic Products Limited,-3.0451866404714982
461,E2E,E2E Networks Limited,
462,EASEMYTRIP,Easy Trip Planners Limited,3.160556257901391
463,EASTSILK,Eastern Silk Industries Limited,
464,ECLERX,eClerx Services Limited,1.1440245148110362
465,EDELWEISS,Edelweiss Financial Services Limited,-3.4677419354838688
466,EDUCOMP,Educomp Solutions Limited,
467,EICHERMOT,Eicher Motors Limited,-0.40357451715192244
468,EIDPARRY,EID Parry India Limited,0.0974975625609335
469,EIFFL,Euro India Fresh Foods Limited,-0.3877335213253316
470,EIHAHOTELS,EIH Associated Hotels Limited,0.011181930001120735
471,EIHOTEL,EIH Limited,0.44454323182929545
472,EIMCOELECO,Eimco Elecon (India) Limited,-0.2347985221504688
473,EKC,Everest Kanto Cylinder Limited,-0.08745080891997754
474,ELDEHSG,Eldeco Housing And Industries Limited,-0.04139358399447458
475,ELECON,Elecon Engineering Company Limited,2.742890995260661
476,ELECTCAST,Electrosteel Castings Limited,-2.003535651149073
477,ELECTHERM,Electrotherm (India) Limited,
478,ELGIEQUIP,Elgi Equipments Limited,-1.2268724646284843
479,ELGIRUBCO,Elgi Rubber Company Limited,
480,ELIN,Elin Electronics Limited,-0.06151953245156735
481,EMAMILTD,Emami Limited,0.33339870562856355
482,EMAMIPAP,Emami Paper Mills Limited,-0.714554343738239
483,EMAMIREAL,Emami Realty Limited,-4.5711060948081235
484,EMIL,Electronics Mart India Limited,-7.568988173455981
485,EMKAY,Emkay Global Financial Services Limited,0.244140625
486,EMMBI,Emmbi Industries Limited,-1.7281644091545953
487,EMUDHRA,eMudhra Limited,-0.7779969318430882
488,ENDURANCE,Endurance Technologies Limited,-0.804961318006697
489,ENERGYDEV,Energy Development Company Limited,0.0
490,ENGINERSIN,Engineers India Limited,-0.12126111560226813
491,ENIL,Entertainment Network (India) Limited,-0.9875108916642561
492,EPL,EPL Limited,3.1293270562171016
493,EQUIPPP,Equippp Social Impact Technologies Limited,
494,EQUITASBNK,Equitas Small Finance Bank Limited,1.9946091644204789
495,ERIS,Eris Lifesciences Limited,0.5759162303664974
496,EROSMEDIA,Eros International Media Limited,0.0
497,ESABINDIA,Esab India Limited,-0.060418267031477915
498,ESCORTS,Escorts Kubota Limited,-2.368715083798877
499,ESSARSHPNG,Essar Shipping Limited,
500,ESSENTIA,Integra Essentia Limited,
501,ESTER,Ester Industries Limited,-0.3825136612021796
502,ETHOSLTD,Ethos Limited,0.7081252837040427
503,EUROTEXIND,Eurotex Industries and Exports Limited,
504,EVEREADY,Eveready Industries India Limited,0.8553000560852367
505,EVERESTIND,Everest Industries Limited,0.9010157677759282
506,EXCEL,Excel Realty N Infra Limited,
507,EXCELINDUS,Excel Industries Limited,-0.2930660570892679
508,EXIDEIND,Exide Industries Limited,-1.1550509005481664
509,EXPLEOSOL,Expleo Solutions Limited,0.007558293337374735
510,EXXARO,Exxaro Tiles Limited,-0.7072691552062913
511,FACT,Fertilizers and Chemicals Travancore Limited,-1.507836783281526
512,FAIRCHEMOR,Fairchem Organics Limited,-0.5142332415059604
513,FAZE3Q,Faze Three Limited,6.351101943328628
514,FCL,Fineotex Chemical Limited,-1.3937867338371042
515,FCONSUMER,Future Consumer Limited,
516,FCSSOFT,FCS Software Solutions Limited,-1.886792452830182
517,FDC,FDC Limited,0.6624344465912164
518,FEDERALBNK,The Federal Bank  Limited,-0.10664770707430195
519,FEL,Future Enterprises Limited,
520,FELDVR,Future Enterprises Limited,
521,FIBERWEB,Fiberweb (India) Limited,0.7836990595611286
522,FIEMIND,Fiem Industries Limited,-2.4516202258668534
523,FILATEX,Filatex India Limited,3.549060542797501
524,FINCABLES,Finolex Cables Limited,2.9111594445373963
525,FINEORG,Fine Organic Industries Limited,-2.651763694368392
526,FINOPB,Fino Payments Bank Limited,1.9259755484843408
527,FINPIPE,Finolex Industries Limited,-0.6248372819578323
528,FIVESTAR,Five-Star Business Finance Limited,0.35187440790364366
529,FLEXITUFF,Flexituff Ventures International Limited,
530,FLFL,Future Lifestyle Fashions Limited,
531,FLUOROCHEM,Gujarat Fluorochemicals Limited,-1.5863859244303433
532,FMGOETZE,Federal-Mogul Goetze (India) Limited.,0.32395817994403353
533,FMNL,Future Market Networks Limited,
534,FOCUS,Focus Lighting and Fixtures Limited,2.3030992323002626
535,FOODSIN,Foods & Inns Limited,0.8956948858711256
536,FORCEMOT,FORCE MOTORS LTD,
537,FORTIS,Fortis Healthcare Limited,1.3469577333952696
538,FOSECOIND,Foseco India Limited,2.2870579777434936
539,FRETAIL,Future Retail Limited,
540,FSC,Future Supply Chain Solutions Limited,
541,FSL,Firstsource Solutions Limited,-0.09612303748798826
542,FUSION,Fusion Micro Finance Limited,1.9577930333078994
543,GABRIEL,Gabriel India Limited,-2.822580645161287
544,GAEL,Gujarat Ambuja Exports Limited,-3.9833897262380944
545,GAIL,GAIL (India) Limited,-1.5899581589958207
546,GAL,Gyscoal Alloys Limited,
547,GALAXYSURF,Galaxy Surfactants Limited,2.538694019598871
548,GALLANTT,Gallantt Ispat Limited,-0.1182033096926647
549,GANDHITUBE,Gandhi Special Tubes Limited,1.138365632199482
550,GANECOS,Ganesha Ecosphere Limited,-1.8678737179854414
551,GANESHBE,Ganesh Benzoplast Limited,0.03528581510233689
552,GANESHHOUC,Ganesh Housing Corporation Limited,-3.71398361089083
553,GANGAFORGE,Ganga Forging Limited,
554,GANGESSECU,Ganges Securities Limited,-2.1894736842105216
555,GANGOTRI,Gangotri Textiles Limited,
556,GARFIBRES,Garware Technical Fibres Limited,1.1307029335020162
557,GATEWAY,Gateway Distriparks Limited,-0.5714285714285714
558,GATI,GATI Limited,-0.312934631432557
559,GAYAHWS,Gayatri Highways Limited,
560,GAYAPROJ,Gayatri Projects Limited,
561,GEECEE,GeeCee Ventures Limited,1.056072416394264
562,GEEKAYWIRE,Geekay Wires Limited,
563,GENCON,Generic Engineering Construction and Projects Limited,3.432282003710578
564,GENESYS,Genesys International Corporation Limited,-1.430160495788972
565,GENUSPAPER,Genus Paper & Boards Limited,1.6901408450704265
566,GENUSPOWER,Genus Power Infrastructures Limited,-0.04058441558441328
567,GEOJITFSL,Geojit Financial Services Limited,7.673060884070049
568,GEPIL,GE Power India Limited,-1.6871604232198962
569,GESHIP,The Great Eastern Shipping Company Limited,0.5476864966949981
570,GET&D,GE T&D India Limited,
571,GFLLIMITED,GFL Limited,11.455451023796357
572,GFSTEELS,Grand Foundry Limited,
573,GHCL,GHCL Limited,-1.0579735076552517
574,GICHSGFIN,GIC Housing Finance Limited,0.8078767987881819
575,GICRE,General Insurance Corporation of India,0.17540013155008868
576,GILLANDERS,Gillanders Arbuthnot & Company Limited,
577,GILLETTE,Gillette India Limited,2.7227601521806575
578,GINNIFILA,Ginni Filaments Limited,-3.3333333333333277
579,GIPCL,Gujarat Industries Power Company Limited,-1.41935483870967
580,GISOLUTION,GI Engineering Solutions Limited,
581,GKWLIMITED,GKW Limited,-0.2848449537127009
582,GLAND,Gland Pharma Limited,-0.7794307891332442
583,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,-1.1592370112762147
584,GLENMARK,Glenmark Pharmaceuticals Limited,-0.2206619859578706
585,GLFL,Gujarat Lease Financing Limited,-4.8780487804877986
586,GLOBAL,Global Education Limited,-0.5501702908042877
587,GLOBALVECT,Global Vectra Helicorp Limited,1.192327630896829
588,GLOBE,Globe Textiles (India) Limited,
589,GLOBUSSPR,Globus Spirits Limited,-0.7065823726292357
590,GLS,Glenmark Life Sciences Limited,-0.8800704056324505
591,GMBREW,GM Breweries Limited,1.1359185272228751
592,GMDCLTD,Gujarat Mineral Development Corporation Limited,-1.6214705060106267
593,GMMPFAUDLR,GMM Pfaudler Limited,0.8155384571049877
594,GMRINFRA,GMR Airports Infrastructure Limited,-0.6410256410256436
595,GMRP&UI,GMR Power and Urban Infra Limited,-0.9708737864077579
596,GNA,GNA Axles Limited,-0.5997192803368694
597,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,0.10846771277749656
598,GOACARBON,Goa Carbon Limited,-0.33141631737987043
599,GOCLCORP,GOCL Corporation Limited,0.43556870479947035
600,GOCOLORS,Go Fashion (India) Limited,0.08875978374890152
601,GODFRYPHLP,Godfrey Phillips India Limited,4.273409893992933
602,GODHA,Godha Cabcon & Insulation Limited,
603,GODREJAGRO,Godrej Agrovet Limited,-0.35525890838625845
604,GODREJCP,Godrej Consumer Products Limited,-1.7341331854615158
605,GODREJIND,Godrej Industries Limited,0.015904572564615943
606,GODREJPROP,Godrej Properties Limited,0.27716687253336
607,GOENKA,Goenka Diamond and Jewels Limited,
608,GOKEX,Gokaldas Exports Limited,-4.6529732319300585
609,GOKUL,Gokul Refoils and Solvent Limited,1.2000000000000077
610,GOKULAGRO,Gokul Agro Resources Limited,-0.3218390804597649
611,GOLDENTOBC,Golden Tobacco Limited,
612,GOLDIAM,Goldiam International Limited,2.147117296222655
613,GOLDTECH,Goldstone Technologies Limited,
614,GOODLUCK,Goodluck India Limited,0.6526724289998181
615,GOODYEAR,Goodyear India Limited,
616,GOYALALUM,Goyal Aluminiums Limited,
617,GPIL,Godawari Power And Ispat limited,-2.6706713207240917
618,GPPL,Gujarat Pipavav Port Limited,-0.697578990562162
619,GPTINFRA,GPT Infraprojects Limited,
620,GRANULES,Granules India Limited,3.528689782141761
621,GRAPHITE,Graphite India Limited,-1.1358765537934015
622,GRASIM,Grasim Industries Limited,-0.9619971378597599
623,GRAUWEIL,Grauer & Weil (India) Limited,
624,GRAVITA,Gravita India Limited,6.7577752097673836
625,GREAVESCOT,Greaves Cotton Limited,-1.55131264916468
626,GREENLAM,Greenlam Industries Limited,11.458659159628816
627,GREENPANEL,Greenpanel Industries Limited,-2.414913147860475
628,GREENPLY,Greenply Industries Limited,-1.3613861386138544
629,GREENPOWER,Orient Green Power Company Limited,
630,GRINDWELL,Grindwell Norton Limited,-0.18886401790711535
631,GRINFRA,G R Infraprojects Limited,-1.0757487836450637
632,GRMOVER,GRM Overseas Limited,-2.5006251562890722
633,GROBTEA,The Grob Tea Company Limited,-0.6871860021943806
634,GRPLTD,GRP Limited,-2.6380306707027312
635,GRSE,Garden Reach Shipbuilders & Engineers Limited,-1.056598694393973
636,GRWRHITECH,Garware Hi-Tech Films Limited,1.5499133272152514
637,GSFC,Gujarat State Fertilizers & Chemicals Limited,-0.8741258741258742
638,GSLSU,Global Surfaces Limited,-0.04868549172346364
639,GSPL,Gujarat State Petronet Limited,-3.1028037383177614
640,GSS,GSS Infotech Limited,0.2874314084139072
641,GTL,GTL Limited,
642,GTLINFRA,GTL Infrastructure Limited,-5.263157894736835
643,GTPL,GTPL Hathway Limited,0.12527403695583378
644,GUFICBIO,Gufic Biosciences Limited,1.4765100671141027
645,GUJALKALI,Gujarat Alkalies and Chemicals Limited,0.22964509394571708
646,GUJAPOLLO,Gujarat Apollo Industries Limited,
647,GUJGASLTD,Gujarat Gas Limited,-1.014545899034356
648,GUJRAFFIA,Gujarat Raffia Industries Limited,
649,GULFOILLUB,Gulf Oil Lubricants India Limited,-1.6577240329943177
650,GULFPETRO,GP Petroleums Limited,
651,GULPOLY,Gulshan Polyols Limited,-0.7622326038849191
652,GVKPIL,GVK Power & Infrastructure Limited,
653,HAL,Hindustan Aeronautics Limited,-0.019198595759848003
654,HAPPSTMNDS,Happiest Minds Technologies Limited,-0.9520322226290682
655,HARDWYN,Hardwyn India Limited,-0.5524861878453117
656,HARIOMPIPE,Hariom Pipe Industries Limited,-2.4560845719736006
657,HARRMALAYA,Harrisons  Malayalam Limited,-0.8919382504288244
658,HARSHA,Harsha Engineers International Limited,-1.2830482115085506
659,HATHWAY,Hathway Cable & Datacom Limited,-0.8287292817679676
660,HATSUN,Hatsun Agro Product Limited,-0.29198371969562503
661,HAVELLS,Havells India Limited,-0.43333467078602816
662,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,
663,HBLPOWER,HBL Power Systems Limited,-1.7273497036409897
664,HBSL,HB Stockholdings Limited,-0.09380863039399093
665,HCC,Hindustan Construction Company Limited,1.7647058823529385
666,HCG,Healthcare Global Enterprises Limited,0.06748549061951681
667,HCL-INSYS,HCL Infosystems Limited,
668,HCLTECH,HCL Technologies Limited,-1.3362068965517206
669,HDFC,Housing Development Finance Corporation Limited,
670,HDFCAMC,HDFC Asset Management Company Limited,-0.39868324798829885
671,HDFCBANK,HDFC Bank Limited,-0.13545546901456146
672,HDFCLIFE,HDFC Life Insurance Company Limited,0.27492520417238325
673,HDIL,Housing Development and Infrastructure Limited,
674,HEADSUP,Heads UP Ventures Limited,-0.8403361344537785
675,HECPROJECT,HEC Infra Projects Limited,3.5259549461312525
676,HEG,HEG Limited,1.191606677898609
677,HEIDELBERG,HeidelbergCement India Limited,-1.175213675213669
678,HEMIPROP,Hemisphere Properties India Limited,1.471129091577786
679,HERANBA,Heranba Industries Limited,-0.33798056611744504
680,HERCULES,Hercules Hoists Limited,0.48661800486618007
681,HERITGFOOD,Heritage Foods Limited,-1.6280107047279113
682,HEROMOTOCO,Hero MotoCorp Limited,0.13275697378858967
683,HESTERBIO,Hester Biosciences Limited,0.13563613346595535
684,HEUBACHIND,Heubach Colorants India Limited,1.0668808076172942
685,HEXATRADEX,Hexa Tradex Limited,-0.5163511187607573
686,HFCL,HFCL Limited,-1.1503067484662577
687,HGINFRA,H.G. Infra Engineering Limited,-0.9452958943953387
688,HGS,Hinduja Global Solutions Limited,-0.06967520634580097
689,HIKAL,Hikal Limited,2.1869874248223073
690,HIL,HIL Limited,1.531069597332275
691,HILTON,Hilton Metal Forging Limited,-1.9614590502408964
692,HIMATSEIDE,Himatsingka Seide Limited,1.1695906432748426
693,HINDALCO,Hindalco Industries Limited,0.6964091403699648
694,HINDCOMPOS,Hindustan Composites Limited,-0.4915553314847464
695,HINDCON,Hindcon Chemicals Limited,
696,HINDCOPPER,Hindustan Copper Limited,-1.6759776536312692
697,HINDMOTORS,Hindustan Motors Limited,-0.6349206349206327
698,HINDNATGLS,Hindusthan National Glass & Industries Limited,
699,HINDOILEXP,Hindustan Oil Exploration Company Limited,0.24353120243531548
700,HINDPETRO,Hindustan Petroleum Corporation Limited,1.7157852240613645
701,HINDUNILVR,Hindustan Unilever Limited,-0.47302737520128824
702,HINDWAREAP,Hindware Home Innovation Limited,-1.5542492776726136
703,HINDZINC,Hindustan Zinc Limited,-1.0319742852309293
704,HIRECT,Hind Rectifiers Limited,2.9949183695534702
705,HISARMETAL,Hisar Metal Industries Limited,
706,HITECH,Hi-Tech Pipes Limited,-2.488038277511956
707,HITECHCORP,Hitech Corporation Limited,1.3083735909822864
708,HITECHGEAR,The Hi-Tech Gears Limited,-0.025994281258114347
709,HLEGLAS,HLE Glascoat Limited,-0.9250429143619893
710,HLVLTD,HLV LIMITED,-1.4705882352941038
711,HMT,HMT Limited,
712,HMVL,Hindustan Media Ventures Limited,2.747909199522099
713,HNDFDS,Hindustan Foods Limited,-0.01936858415648055
714,HOMEFIRST,Home First Finance Company India Limited,1.1748406760875614
715,HONAUT,Honeywell Automation India Limited,-0.24848947843599442
716,HONDAPOWER,Honda India Power Products Limited,1.095690284879474
717,HOVS,HOV Services Limited,3.3653846153846154
718,HPAL,HP Adhesives Limited,-1.1413333333333382
719,HPIL,Hindprakash Industries Limited,
720,HPL,HPL Electric & Power Limited,-2.484157160963248
721,HSCL,Himadri Speciality Chemical Limited,1.8219895287958092
722,HTMEDIA,HT Media Limited,-0.7936507936507908
723,HUBTOWN,Hubtown Limited,-1.2068965517241428
724,HUDCO,Housing & Urban Development Corporation Limited,-1.3953488372092986
725,HUHTAMAKI,Huhtamaki India Limited,-3.014718921794645
726,HYBRIDFIN,Hybrid Financial Services Limited,
727,IBREALEST,Indiabulls Real Estate Limited,0.2049180327868736
728,IBULHSGFIN,Indiabulls Housing Finance Limited,-0.46324891908585547
729,ICDSLTD,ICDS Limited,
730,ICEMAKE,Ice Make Refrigeration Limited,-2.879681396951837
731,ICICIBANK,ICICI Bank Limited,-0.14202217730923342
732,ICICIGI,ICICI Lombard General Insurance Company Limited,-1.1646527878876112
733,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,-1.8848167539266973
734,ICIL,Indo Count Industries Limited,-2.9163738580463847
735,ICRA,ICRA Limited,1.6433838684560036
736,IDBI,IDBI Bank Limited,-2.7485852869846448
737,IDEA,Vodafone Idea Limited,8.016877637130811
738,IDFC,IDFC Limited,-1.3973799126637505
739,IDFCFIRSTB,IDFC First Bank Limited,-1.934703748488523
740,IEL,Indiabulls Enterprises Limited,
741,IEX,Indian Energy Exchange Limited,-0.7945967421533572
742,IFBAGRO,IFB Agro Industries Limited,-4.124327555289897
743,IFBIND,IFB Industries Limited,0.08570449091532396
744,IFCI,IFCI Limited,-0.2304147465437821
745,IFGLEXPOR,IFGL Refractories Limited,1.670911869587364
746,IGARASHI,Igarashi Motors India Limited,-1.3033478149757374
747,IGL,Indraprastha Gas Limited,-0.3138485680659201
748,IGPL,IG Petrochemicals Limited,-1.4281311003801478
749,IIFL,IIFL Finance Limited,-1.8073261255446256
750,IIFLSEC,IIFL Securities Limited,3.7924151696606754
751,IITL,Industrial Investment Trust Limited,1.681260945709286
752,IL&FSENGG,IL&FS Engineering and Construction Company Limited,
753,IL&FSTRANS,IL&FS Transportation Networks Limited,
754,IMAGICAA,Imagicaaworld Entertainment Limited,-0.7345225603357848
755,IMFA,Indian Metals & Ferro Alloys Limited,-1.02157943067035
756,IMPAL,India Motor Parts and Accessories Limited,-1.8463484034144828
757,IMPEXFERRO,Impex Ferro Tech Limited,
758,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,
759,INDBANK,Indbank Merchant Banking Services Limited,
760,INDHOTEL,The Indian Hotels Company Limited,1.486697965571217
761,INDIACEM,The India Cements Limited,-4.51612903225806
762,INDIAGLYCO,India Glycols Limited,0.2845589336528347
763,INDIAMART,Indiamart Intermesh Limited,-3.7760416666666567
764,INDIANB,Indian Bank,2.6068325199381
765,INDIANCARD,Indian Card Clothing Company Limited,0.48554403001544666
766,INDIANHUME,Indian Hume Pipe Company Limited,3.610923042202663
767,INDIGO,InterGlobe Aviation Limited,-1.428367667135307
768,INDIGOPNTS,Indigo Paints Limited,1.6607142857142858
769,INDLMETER,IMP Powers Limited,
770,INDNIPPON,India Nippon Electricals Limited,-1.5751981539079005
771,INDOAMIN,Indo Amines Limited,-2.5217790004585057
772,INDOBORAX,Indo Borax & Chemicals Limited,
773,INDOCO,Indoco Remedies Limited,-0.23599748269351792
774,INDORAMA,Indo Rama Synthetics (India) Limited,2.256317689530686
775,INDOSTAR,IndoStar Capital Finance Limited,
776,INDOTECH,Indo Tech Transformers Limited,
777,INDOTHAI,Indo Thai Securities Limited,0.4335919671383008
778,INDOWIND,Indowind Energy Limited,
779,INDRAMEDCO,Indraprastha Medical Corporation Limited,
780,INDSWFTLAB,Ind-Swift Laboratories Limited,-1.1033681765388952
781,INDSWFTLTD,Ind-Swift Limited,
782,INDTERRAIN,Indian Terrain Fashions Limited,-1.0859728506787356
783,INDUSINDBK,IndusInd Bank Limited,-0.6036217303822969
784,INDUSTOWER,Indus Towers Limited,4.756380510440829
785,INFIBEAM,Infibeam Avenues Limited,-0.7853403141361367
786,INFOBEAN,InfoBeans Technologies Limited,-2.0388582393859442
787,INFOMEDIA,Infomedia Press Limited,
788,INFY,Infosys Limited,-1.0413621748026891
789,INGERRAND,Ingersoll Rand (India) Limited,-1.1431827489805697
790,INOXGREEN,Inox Green Energy Services Limited,-0.8730158730158686
791,INOXWIND,Inox Wind Limited,-2.468281430219144
792,INSECTICID,Insecticides (India) Limited,-0.5060334760607175
793,INSPIRISYS,Inspirisys Solutions Limited,
794,INTELLECT,Intellect Design Arena Limited,-2.200794935963482
795,INTENTECH,Intense Technologies Limited,-1.5615240474703311
796,INTLCONV,International Conveyors Limited,0.0
797,INVENTURE,Inventure Growth & Securities Limited,2.3809523809523725
798,IOB,Indian Overseas Bank,-0.508905852417292
799,IOC,Indian Oil Corporation Limited,3.0657748049052396
800,IOLCP,IOL Chemicals and Pharmaceuticals Limited,-1.7596005231244878
801,IONEXCHANG,ION Exchange (India) Limited,0.10339317605037213
802,IPCALAB,IPCA Laboratories Limited,-0.5082592121982211
803,IPL,India Pesticides Limited,1.5748031496063117
804,IRB,IRB Infrastructure Developers Limited,0.0
805,IRCON,Ircon International Limited,-0.7207207207207207
806,IRCTC,Indian Railway Catering And Tourism Corporation Limited,-1.8787104531449612
807,IRFC,Indian Railway Finance Corporation Limited,0.48209366391185754
808,IRIS,Iris Business Services Limited,
809,IRISDOREME,Iris Clothings Limited,-3.30623306233062
810,ISEC,ICICI Securities Limited,-1.901110937255512
811,ISFT,Intrasoft Technologies Limited,-1.02880658436214
812,ISGEC,Isgec Heavy Engineering Limited,4.076631766540422
813,ISMTLTD,ISMT Limited,-1.0378510378510482
814,ITC,ITC Limited,-0.07002801120447118
815,ITDC,India Tourism Development Corporation Limited,-1.6797961075069505
816,ITDCEM,ITD Cementation India Limited,-0.7012271475081421
817,ITI,ITI Limited,-1.500555761393092
818,IVC,IL&FS Investment Managers Limited,-1.2121212121212077
819,IVP,IVP Limited,2.55174369152254
820,IWEL,Inox Wind Energy Limited,-0.5898988496972432
821,IZMO,IZMO Limited,
822,J&KBANK,The Jammu & Kashmir Bank Limited,-1.4071294559099439
823,JAGRAN,Jagran Prakashan Limited,-1.4028056112224363
824,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,1.3214770902803423
825,JAIBALAJI,Jai Balaji Industries Limited,
826,JAICORPLTD,Jai Corp Limited,-4.998344918901034
827,JAIPURKURT,Nandani Creation Limited,-3.6600496277915493
828,JAMNAAUTO,Jamna Auto Industries Limited,-1.1595547309833025
829,JASH,Jash Engineering Limited,1.4885426214482094
830,JAYAGROGN,Jayant Agro Organics Limited,-3.101679104477615
831,JAYBARMARU,Jay Bharat Maruti Limited,-0.18752930145335475
832,JAYNECOIND,Jayaswal Neco Industries Limited,-0.14388489208632277
833,JAYSREETEA,Jayshree Tea & Industries Limited,-0.9738595592004131
834,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,0.1358841408904052
835,JBFIND,JBF Industries Limited,
836,JBMA,JBM Auto Limited,
837,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,-1.144809121543654
838,JETAIRWAYS,Jet Airways (India) Limited,
839,JETFREIGHT,Jet Freight Logistics Limited,14.220183486238522
840,JHS,JHS Svendgaard Laboratories Limited,-2.690582959641262
841,JINDALPHOT,Jindal Photo Limited,1.2318029115341642
842,JINDALPOLY,Jindal Poly Films Limited,-1.5044814340588952
843,JINDALSAW,Jindal Saw Limited,-1.8175660419959259
844,JINDALSTEL,Jindal Steel & Power Limited,-7.691700852003787
845,JINDRILL,Jindal Drilling And Industries Limited,-2.127191373872222
846,JINDWORLD,Jindal Worldwide Limited,-0.6534049658777406
847,JISLDVREQS,Jain Irrigation Systems Limited,
848,JISLJALEQS,Jain Irrigation Systems Limited,2.5892857142857193
849,JITFINFRA,JITF Infralogistics Limited,
850,JKCEMENT,JK Cement Limited,-2.094166138237165
851,JKIL,J.Kumar Infraprojects Limited,1.19195430841818
852,JKLAKSHMI,JK Lakshmi Cement Limited,-1.9954846697254291
853,JKPAPER,JK Paper Limited,-1.8627836809654903
854,JKTYRE,JK Tyre & Industries Limited,1.265198816956939
855,JMA,Jullundur Motor Agency (Delhi) Limited,0.06510416666666297
856,JMFINANCIL,JM Financial Limited,0.18348623853211704
857,JOCIL,Jocil Limited,-0.661440470357665
858,JPASSOCIAT,Jaiprakash Associates Limited,6.291390728476828
859,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,-0.05092390513602635
860,JPPOWER,Jaiprakash Power Ventures Limited,1.041666666666663
861,JSL,Jindal Stainless Limited,1.1750084736187976
862,JSWENERGY,JSW Energy Limited,-2.293934681181965
863,JSWHL,JSW Holdings Limited,0.49436034594263184
864,JSWISPL,JSW Ispat Special Products Limited,
865,JSWSTEEL,JSW Steel Limited,-1.6160793101106778
866,JTEKTINDIA,Jtekt India Limited,-0.18070112034694616
867,JTLIND,JTL INDUSTRIES LIMITED,-1.0899814471243017
868,JUBLFOOD,Jubilant Foodworks Limited,-0.43916558538776096
869,JUBLINDS,Jubilant Industries Limited,13.389571928565022
870,JUBLINGREA,Jubilant Ingrevia Limited,-1.9414006669842863
871,JUBLPHARMA,Jubilant Pharmova Limited,0.6407689227072426
872,JUSTDIAL,Just Dial Limited,-1.335149863760212
873,JWL,Jupiter Wagons Limited,-2.111324376199623
874,JYOTHYLAB,Jyothy Labs Limited,-0.28957528957529266
875,JYOTISTRUC,Jyoti Structures Limited,
876,KABRAEXTRU,Kabra Extrusion Technik Limited,0.16292330967067276
877,KAJARIACER,Kajaria Ceramics Limited,0.8601894795259156
878,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,1.303403330919618
879,KALPATPOWR,Kalpataru Power Transmission Limited,
880,KALYANI,Kalyani Commercials Limited,
881,KALYANIFRG,Kalyani Forge Limited,
882,KALYANKJIL,Kalyan Jewellers India Limited,2.9961898164184393
883,KAMATHOTEL,Kamat Hotels (I) Limited,-0.6344558321132315
884,KAMDHENU,Kamdhenu Limited,1.1572013530354281
885,KAMOPAINTS,Kamdhenu Ventures Limited,
886,KANANIIND,Kanani Industries Limited,-5.031446540880507
887,KANORICHEM,Kanoria Chemicals & Industries Limited,-4.382470119521913
888,KANPRPLA,Kanpur Plastipack Limited,-1.736254650682107
889,KANSAINER,Kansai Nerolac Paints Limited,-0.015867978419552956
890,KAPSTON,Kapston Services Limited,9.98712998712999
891,KARMAENG,Karma Energy Limited,
892,KARURVYSYA,Karur Vysya Bank Limited,3.3542976939203433
893,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,
894,KAVVERITEL,Kavveri Telecom Products Limited,1.1494252873563382
895,KAYA,Kaya Limited,-3.121964756486749
896,KAYNES,Kaynes Technology India Limited,-2.177561466812121
897,KBCGLOBAL,KBC Global Limited,-3.9215686274509665
898,KCP,KCP Limited,-0.991987790919505
899,KCPSUGIND,KCP Sugar and Industries Corporation Limited,
900,KDDL,KDDL Limited,2.0958017711622894
901,KEC,KEC International Limited,-1.090243514244773
902,KECL,Kirloskar Electric Company Limited,-2.1210782147591742
903,KEEPLEARN,DSJ Keep Learning Limited,
904,KEERTI,Keerti Knowledge and Skills Limited,
905,KEI,KEI Industries Limited,2.8180153180153105
906,KELLTONTEC,Kellton Tech Solutions Limited,-0.3752345215759814
907,KENNAMET,Kennametal India Limited,
908,KERNEX,Kernex Microsystems (India) Limited,
909,KESORAMIND,Kesoram Industries Limited,
910,KEYFINSERV,Keynote Financial Services Limited,
911,KFINTECH,Kfin Technologies Limited,0.2102700309871599
912,KHADIM,Khadim India Limited,3.864485379363648
913,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,0.0781860828772434
914,KHAITANLTD,Khaitan (India) Limited,
915,KHANDSE,Khandwala Securities Limited,-0.4219409282700332
916,KICL,Kalyani Investment Company Limited,-0.922146927460335
917,KILITCH,Kilitch Drugs (India) Limited,
918,KIMS,Krishna Institute of Medical Sciences Limited,-0.6093845216331505
919,KINGFA,Kingfa Science & Technology (India) Limited,-4.164573915955132
920,KIOCL,KIOCL Limited,-2.7111111111111046
921,KIRIINDUS,Kiri Industries Limited,-0.46176579239009974
922,KIRLFER,Kirloskar Ferrous Industries Ltd,
923,KIRLOSBROS,Kirloskar Brothers Limited,0.4254378694955422
924,KIRLOSENG,Kirloskar Oil Engines Limited,2.317454478572725
