,SYMBOL,NAME OF COMPANY,cm22AUG2023bhav.csv,cm21AUG2023bhav.csv,cm18AUG2023bhav.csv,cm17AUG2023bhav.csv,cm16AUG2023bhav.csv,cm14AUG2023bhav.csv,cm11AUG2023bhav.csv,cm10AUG2023bhav.csv,cm09AUG2023bhav.csv,cm08AUG2023bhav.csv,cm07AUG2023bhav.csv,cm04AUG2023bhav.csv,cm03AUG2023bhav.csv,cm02AUG2023bhav.csv,cm01AUG2023bhav.csv
20,AAVAS,Aavas Financiers Limited,0.29861177292798663,0.28672464876230525,-0.12409316533028161,-0.8486607565384623,-0.9932843979384721,-0.7748334108166743,0.7682938255410822,0.6760155955225757,0.14169211876948268,1.0499856820134272,0.7501202115723703,-0.6148846693003753,0.6251402558266278,0.25390499453622456,0.4455061983471133
21,ABAN,Aban Offshore Limited,3.6616161616161507,-0.9999999999999963,0.3764115432873239,-0.6234413965087281,0.375469336670835,-0.8684863523573061,-2.6570048309178778,3.2418952618453796,1.0075566750629685,-0.6257822277847309,-0.3740648379052333,0.7537688442211162,-0.7481296758104844,-2.7878787878787845,-0.7220216606498127
22,ABB,ABB India Limited,0.1644584452886214,0.8809440355181638,-0.7928228666805717,0.3221042594508984,-1.2595586377936359,-3.7986148697160114,0.4783467625579736,-0.3505900308563345,0.9895792612779687,-1.0892740750560697,1.9805995876567328,1.4886975611429438,-0.7951451905626175,-2.470324029515552,-0.72812335266211
23,ABBOTINDIA,Abbott India Limited,0.18049116638682403,0.15577189353664478,-1.0953664077772556,-1.0268070046268052,1.1270084356412249,-0.4002898941549249,-0.6486588314094074,0.5838115970710531,-0.10620689945256127,-0.794500255583728,0.4221840429098223,-2.817257022780766,1.9560135687801739,0.5909819907113502,-0.521010777527558
24,ABCAPITAL,Aditya Birla Capital Limited,1.7798466593647317,0.6337834114081046,0.41505257332595463,-0.659703133589894,-0.4106214070626881,-0.49032961046036816,-0.8105917319643339,-0.8572193945887995,0.5386479935362241,0.0538938291565585,-1.5649867374005244,-2.382185396167786,1.6583311397736278,-3.1608462911037556,0.17875383043922077
25,ABFRL,Aditya Birla Fashion and Retail Limited,0.9440478931614013,1.0705143123109198,0.3503035964502569,1.1575714623198623,-0.14154281670204433,0.30761949834357655,-0.9608624326224434,-1.2725590004627487,7.033184744923224,1.228378039608933,-4.933269780743576,-5.046390586105444,1.3067400275103138,-1.57942238267148,-0.6946000448129112
26,ABMINTLLTD,ABM International Limited,,,,,,,,,,,,,,,
27,ABSLAMC,Aditya Birla Sun Life AMC Limited,1.649136475782357,-1.4839452475374213,0.41104688503533016,-0.8532857870606272,-1.4681892332789475,-0.9323719542516161,0.09955201592831689,0.4751187796949323,-0.6336190831159179,0.2615844544095694,-1.5693967631191845,-0.5729611117883618,0.4162076141510561,-2.003358925143959,1.7453924081533099
28,ACC,ACC Limited,0.362585258246906,1.9569825758750912,1.749217455348923,0.45979441376211283,-0.9527050017012494,-2.21636424129195,-0.3722685433080881,-1.3184711773142463,-0.6896724056073342,-1.4819920730656513,-0.5727573124464592,0.7198678598722928,2.88649334178821,-1.9571272257037655,-0.3617622280588821
29,ACCELYA,Accelya Solutions India Limited,1.3689231573444731,4.944113008297342,1.1479105254031527,-0.7606002202643141,4.796941498954051,-1.5167122509146547,-1.040458364090123,0.056272640945377164,4.868513259322095,-1.0691089542435865,-0.35631180919139693,2.1504178272980536,-0.491536698943018,-1.2914052239894804,0.8981154299175367
30,ACCURACY,Accuracy Shipping Limited,,,,,,,,,,,,,,,
31,ACE,Action Construction Equipment Limited,1.5548069448043536,-2.439641006193916,-0.20184180648417088,1.1871330099566082,1.7072379097695525,1.149047931713723,-1.5513897866839044,-2.4405625275903415,5.25023231116422,3.050615595075233,0.980798452824979,-0.19990349486455444,1.4475524475524506,-1.3316773614848516,0.42963065622618296
32,ACEINTEG,Ace Integrated Solutions Limited,,,,,,,,,,,,,,,
33,ACI,Archean Chemical Industries Limited,4.210337722834364,-0.07161400053710094,-0.8432451624356472,2.876449639302347,1.5580079755170133,3.76250962278675,1.5637216575449568,-1.3307618129218857,-0.01928268414963801,0.24161592732192907,0.34914169333722594,1.3864306784660678,1.3654938702282513,-2.1361685524775744,-1.5272308135625652
34,ACL,Andhra Cements Limited,,,,,,,,,,,,,,4.988662131519274,5.0
35,ADANIENT,Adani Enterprises Limited,2.208542475613228,2.4191045239388496,3.9399927410573974,1.4150750480552907,-0.4438110749185705,-3.288048828509549,-0.5054066760695851,1.8068684934785282,1.3153906770927937,-2.9778474808860937,0.3422771264458186,0.3632630498302248,2.387257180974701,-0.30430051186972423,-0.4453896156006705
36,ADANIGREEN,Adani Green Energy Limited,-0.4852703298857832,2.5433526011560645,6.561328334226031,-1.58144438587243,-0.2890932982917214,-2.0692850156998013,-0.26183386384638613,0.267682487388039,-1.3207355481052525,1.9049591054974613,-4.6071798923509935,-2.2635135135135176,-1.5630196208846068,-3.1829262683409145,-0.5716637702368975
37,ADANIPORTS,Adani Ports and Special Economic Zone Limited,-0.42533356639281916,2.6618016509151814,3.242141666152041,4.322896533951805,-1.4037985136250974,-1.7352225204419172,-0.21798704534130545,1.4789533560864532,0.8798775822494233,-0.909780136467012,2.0831989680748118,0.24568436025085372,1.5628078009061626,-0.5095707846083462,-1.6069936363052002
38,ADANIPOWER,Adani Power Limited,6.941665384023381,6.64806303348654,6.2990752050253045,2.3758485173276296,-2.1670744494932,-0.6942034015966677,2.199361475700619,1.7138733537795419,-1.1061552185548698,2.5429930479326703,-1.8671454219030479,1.3279970893214397,2.670900261486752,-2.013177159590044,-0.03658982802781659
39,ADANITRANS,Adani Transmission Limited,3.9629689783985733,5.923844477577702,6.044757966431517,0.5011612272338373,1.2124211307682877,-2.8135144883972694,1.327972709551668,1.0899685941252428,-1.4145216124332172,-1.092830551218929,4.525199271951305,-0.00627588803816596,0.9375395920435945,-1.8222526276509845,-2.0409406604118434
40,ADFFOODS,ADF Foods Limited,-0.6100357765342505,-0.21054558769683102,-1.7890856783241809,1.343902327912168,0.8082663605051623,-0.059665871121726714,1.1983279145378625,-1.30191620060512,1.7064528161133863,-2.402621041135772,0.35161422896021816,2.017143389546268,0.13995148348572495,-1.9171814230153326,-0.38742023701002737
41,ADL,Archidply Decor Limited,,,,,,,,,,,,,,,
42,ADORWELD,Ador Welding Limited,5.081310176440788,-0.9536411753969745,-0.4496933908698656,0.782823658670569,-2.093137914033428,0.8908383829248359,-0.32902149907602324,0.7858635413827441,3.644067796610174,1.0899052877064437,-3.7605349945034776,1.421536746260332,-12.321290375137469,-3.0792309818009556,-0.7561510734994585
43,ADROITINFO,Adroit Infotech Limited,,,,,,,,,,,,,,,
44,ADSL,Allied Digital Services Limited,3.0349596619285353,1.5606710885680841,-1.8007662835248999,-2.6482655725475652,1.7457305502846385,-1.4216236438458703,-0.8531157270029714,-4.464918497519478,-0.6687785990848413,-1.4568158168574363,-0.6204756980351641,7.0874861572536165,0.22197558268589193,-0.14776505356482353,-7.862491490810082
45,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,2.2383545069570405,-1.3723150357995124,3.6487322201607957,-0.3082614056720099,2.076777847702947,-1.670792079207914,-10.02227171492205,-0.49861495844875664,-1.3121924548933874,1.2174875484228096,1.5739179314221377,-0.2243409983174457,0.620767494356672,-3.1693989071038313,0.6600660066006537
46,ADVENZYMES,Advanced Enzyme Technologies Limited,0.07603406326034062,-0.12150668286755081,-0.18192844147969153,0.3804595951909907,-1.4842578710644645,1.3677811550151975,-1.0377500375996358,1.0486322188449815,-1.6442451420029895,0.7378406866435743,-2.767203513909221,1.864280387770321,0.8119079837618368,3.100294527980158,-1.9008515815085159
47,AEGISCHEM,Aegis Logistics Limited,5.472210315759404,-1.5057697720236483,0.6943460393935067,-1.672007802703079,-1.5635715265395662,-1.7385444743935279,0.6920884787623861,-0.5398839249561345,1.2435091555069724,-2.763752325272398,-1.2595119391235925,-0.2747612194164476,0.3413417355914282,0.6873760740251217,-0.981675392670157
48,AETHER,Aether Industries Limited,-0.04266616099365179,0.3663700813627194,0.9898611311325698,-0.7487600152613636,-1.0803415577675917,-0.5115929785037122,1.129675337003974,-0.6835431103568566,1.604559823737906,0.6023225557750687,-0.17797017797016923,0.29911231184869824,-2.254079034235581,-3.013949233935518,5.383651436283006
49,AFFLE,Affle (India) Limited,0.7769610123755382,-0.7526434870942295,0.2685309505069553,-1.0898933003617588,2.271449981266392,-0.3267668751750537,-2.6538216849950054,-1.8553206672018514,0.8727730789994438,0.07653865201928202,0.10817145175102949,0.9463578870740128,-1.8005540166204865,-1.7342055582385743,6.0628637951105855
50,AGARIND,Agarwal Industrial Corporation Limited,-0.33677349266703127,12.051125989044431,-1.279817340623683,-3.091883079073025,6.327389796929175,-2.3162987602056218,-1.3895515267175547,0.06564420839051793,-1.4989419233482248,1.1475117426719754,-2.0214377257369116,-1.9925777904653206,6.551891957659086,-1.4390214654035256,-0.4951971839389031
51,AGI,AGI Greenpac Limited,1.1100386100386037,-2.297069720444588,-0.30891142300717944,8.211612528159291,1.3851027775731197,4.641122504047495,0.8631415241057473,1.7727128838240025,-1.4275684530774773,-1.437797939412565,-0.9368573387158337,-0.8308784651408716,3.924954863019075,-0.5309596314515463,3.7592157498177183
52,AGRITECH,Agri-Tech (India) Limited,,,,,,19.47029348604153,1.3052936910804807,-0.9339080459769993,3.1875463306152576,-4.427913567127169,-0.38814396612560553,19.98306519898391,-1.0058675607711676,0.42087542087542085,-2.941176470588242
53,AGROPHOS,Agro Phos India Limited,3.6656891495601167,0.7385524372230428,-0.7331378299120234,-0.2923976608187176,0.0,-0.29154518950435665,0.5865102639296063,0.5899705014749347,-0.14727540500737632,-1.3081395348837086,0.8797653958944197,0.2941176470588277,-2.158273381294964,-0.42979942693409334,0.1434720229555155
54,AGSTRA,AGS Transact Technologies Limited,-1.0703363914373132,6.688417618270813,2.9387069689336696,4.108391608391599,-0.26155187445509775,1.1463844797178107,-0.9606986899563269,0.5267778753292311,-0.9565217391304299,-0.6908462867012065,-5.777054515866565,2.2462562396006676,0.0,0.6700167504187581,0.5050505050505122
55,AHL,Abans Holdings Limited,-0.6396198830409356,-0.29154518950435665,-0.2544529262086679,-1.2385568120624624,0.4145638067772293,-0.17992083483267365,-1.1207970112079821,-1.0561520859003697,-0.12306610407875032,-0.22803017014560045,-0.24496937882764255,6.842400448682001,-0.5762081784386659,0.4106009705113933,-0.33482142857144126
56,AHLADA,Ahlada Engineers Limited,1.0921177587844308,-2.0009306654257846,-0.4631773969430292,1.7436380772855877,-3.6768043576940634,-0.4068716094032447,-3.194748358862149,0.9275618374558278,-1.2647187091146994,1.550044286979628,-0.1326846528084843,-1.5672616456247255,-0.6487889273356402,2.1652673442333086,-0.6148440931049527
57,AHLEAST,Asian Hotels (East) Limited,0.1577909270216985,5.099502487562194,-0.863131935881637,-0.6127450980392157,-0.6090133982947624,-1.1637239165328963,1.0133765707336846,-1.2014417300760913,0.7260992335619132,-1.6269841269841248,-3.3371691599539655,4.488977955911819,1.053057918185498,-1.5550239234449783,0.8849557522123963
58,AHLUCONT,Ahluwalia Contracts (India) Limited,2.9709990782103164,-2.6035911602209976,-2.9880745008709573,-2.5718015665796403,4.616225075116082,-1.3739224137930943,0.040425818622820985,-3.259027506192152,4.845212875008548,-2.4791736087970704,1.0846133117757955,5.2318162484049475,0.2060098032251093,-1.352487736510158,-1.1909707796704088
59,AIAENG,AIA Engineering Limited,-0.3407532586261876,-0.3808525024493156,2.518072118717198,-1.7908249742977098,-0.7008249868940234,0.6568258508880366,0.37074720894253926,-0.30846614514582416,1.0559276577221706,0.5804592831115929,3.7404949233000773,-0.1682073484671191,-1.3320633271276239,2.6122884179661554,-2.3710729104919976
60,AIRAN,Airan Limited,-0.2525252525252561,-0.5025125628140596,0.5050505050504942,-0.5025125628140596,-2.211302211302225,-3.0952380952380882,-0.943396226415091,1.4354066985645968,-1.6470588235294186,1.6746411483253658,2.955665024630531,0.9950248756218869,2.030456852791889,-3.1941031941032048,0.4938271604938342
61,AIROLAM,Airo Lam limited,,,,,,,,,,,,5.138662316476355,8.112874779541436,20.000000000000007,4.074889867841413
62,AJANTPHARM,Ajanta Pharma Limited,-0.9612429094363775,1.0989321430589196,-0.6539249529903659,0.5020731672918999,1.9584723340618992,0.7329296908948616,-1.1426771292743023,-0.1915106474203178,-0.057134695043565206,0.25776886724903336,-0.07155123068116771,1.4783189567540904,2.2267747394673556,-0.08899172376968942,-0.6864246995050725
63,AJMERA,Ajmera Realty & Infra India Limited,-1.2441892261416494,-0.3677973028197855,-0.4610169491525393,-0.08128979813033772,0.2580820429231156,-2.334836826744483,-0.5147155866438025,-2.7342747111681587,2.110368331367155,-0.8448141408890044,-2.521221335360443,-0.01266784899924281,-1.2015018773466863,1.8093781855249804,-0.1399669169105513
64,AJOONI,Ajooni Biotech Limited,,,,,,,,,,,,,,,
65,AJRINFRA,AJR INFRA AND TOLLING LIMITED,,,,,,,,,,,,,,,
66,AKASH,Akash Infra-Projects Limited,0.38314176245209913,-0.9487666034155597,-1.8621973929236497,1.1299435028248614,1.72413793103448,,,,,,,,,,
67,AKG,Akg Exim Limited,,,,,,,,,,,,,,,
68,AKI,AKI India Limited,,,,,,,,,,,,,,,
69,AKSHAR,Akshar Spintex Limited,,,,,,,,,,,,,,,
70,AKSHARCHEM,AksharChem India Limited,1.0465612985903534,-1.0566356720202874,1.024765157984631,-1.6998950682056713,0.7825719120135339,-1.0257483776428675,-1.8088386433710197,-5.313351498637594,-2.763058289174872,2.224801702456955,6.3361448261674465,0.3716704521990525,0.9799833194328583,-2.341681938505396,0.10191602119853241
71,AKSHOPTFBR,Aksh Optifibre Limited,0.46511627906977404,0.0,-1.8264840182648339,0.45871559633026543,0.0,-6.437768240343347,-1.271186440677969,-0.8403361344537785,0.0,-0.8333333333333304,20.0,4.1666666666666705,-0.518134715025914,-2.030456852791871,3.1413612565444913
72,AKZOINDIA,Akzo Nobel India Limited,0.19496664102886127,-1.1073178497514788,-0.7931911906642066,-0.8490943573504112,2.216017215928297,-0.273141661197931,0.1527666755484566,1.2864339690536164,-0.9710467706013363,-0.8374706266895111,0.25329460110527263,-2.6570339845164312,4.271767857463898,-1.475537605838369,1.7115883539925052
73,ALANKIT,Alankit Limited,-4.845814977973559,3.6529680365296837,4.784688995215311,1.4563106796116367,-0.9615384615384581,,,,,,,,,,
74,ALBERTDAVD,Albert David Limited,-0.36843125848360275,-0.19353590090961875,-2.705247301029383,-0.4623266275146735,2.7804533487446195,-3.09874929998133,-0.32252062271289744,-2.4149618690231263,2.915161330509527,-1.7202326293235328,2.568127590104238,1.1046216353478835,2.066999287241631,-0.9498748475707564,5.106583917970846
75,ALEMBICLTD,Alembic Limited,1.9682539682539646,-1.2539184952978055,-0.8701056556867655,0.7514088916718955,0.4402515723270369,-5.131264916467777,1.7607771706132396,0.5494505494505355,-0.4860267314702205,0.488400488400478,0.6760909649662095,1.433915211970064,-0.6195786864931846,-2.359346642468243,-0.18115942028984477
76,ALICON,Alicon Castalloy Limited,0.9991623788440719,-0.15531660692950472,2.2227650219833963,-0.4377431906614814,0.3599975593385724,-1.2234811957569887,-0.8663440282009919,-1.104939730560154,-1.0408139398900687,-0.11680878402055835,-0.6037385347730096,-0.531239173114681,-1.0230325198605525,3.5386709272738,0.49357754519506314
77,ALKALI,Alkali Metals Limited,-1.4794267221451765,0.27816411682893966,1.4104372355430184,2.0143884892086277,-0.8087535680304418,,,,,,,,,,
78,ALKEM,Alkem Laboratories Limited,-1.447777981219427,0.5734880172572469,0.3074162521604922,-0.13308034890767986,-0.01976050270718887,-0.6972606682190443,-7.7099531559376,-2.0308711337157814,2.3088931108341213,0.0,0.8014149792632439,1.8790078043445817,2.2335154364121483,-1.279317697228145,0.19478479421929
79,ALKYLAMINE,Alkyl Amines Chemicals Limited,-0.23616806578354127,-0.7669855338006264,1.413045826761438,-1.2186793016604656,0.2567723712928489,-0.4494621365427705,0.6129578430742272,0.3397776391905393,-0.34076296613801194,-1.7042701552592143,-2.0288120201436515,0.9269481533942967,-0.6169133630059038,-0.973759737597376,-0.34525730862733944
80,ALLCARGO,Allcargo Logistics Limited,-0.7635009310987007,1.1871113623516025,-2.997623834765121,-1.29893559444343,-2.514948997537824,-3.266417148690019,-0.3728813559322111,-1.58465387823186,-0.39873733178268433,-1.2955067235159032,0.7434330084255741,-0.7216663933081991,0.4448105436573386,-1.6047981844707373,-1.1536612722320214
81,ALLSEC,Allsec Technologies Limited,-0.016636167027120733,0.5015883631499749,-0.8947804473902199,2.0805142083897077,0.5100306018361102,-2.5029007127465457,-0.4948045522018803,1.438848920863294,0.24318658280923197,0.285930535699276,-1.6134370345854707,2.56279701289883,0.6147540983606596,-2.5380710659898478,2.185374149659868
82,ALMONDZ,Almondz Global Securities Limited,-2.9676735559088474,3.3406352683461087,-1.6693591814754951,-0.5356186395286556,7.670126874279114,-8.928571428571429,4.271631982475363,0.7170435741864218,-1.3601741022850924,0.05443658138270154,-5.843157355202464,0.670794633642922,-1.0214504596527068,-0.558659217877092,3.9050131926121403
83,ALOKINDS,Alok Industries Limited,0.2941176470588277,0.29498525073746734,5.279503105590049,1.8987341772151944,1.282051282051289,-1.8867924528301931,-3.0487804878048674,5.806451612903216,-0.3215434083601332,2.302631578947378,-0.6535947712418394,0.0,-0.9708737864077579,0.32467532467531773,5.479452054794526
84,ALPA,Alpa Laboratories Limited,0.7272727272727273,-0.936599423631132,-0.21567217828898846,-2.3174157303370864,-5.3820598006644484,-1.2467191601049905,-0.7812499999999927,-1.8530351437699717,0.2562459961563137,4.066666666666663,-2.4707412223667173,-0.1298701298701225,-1.028277634961436,2.032786885245898,8.618233618233614
85,ALPHAGEO,Alphageo (India) Limited,1.2780656303972326,-0.5325545438928058,-1.1379076086956408,2.506963788300832,-1.9125683060109366,-1.9095477386934636,-0.15052684395383464,-1.870999507631705,3.0964467005076064,-1.778294831311292,2.469346049046321,-0.4745762711864329,1.6540317022742976,-2.7642821243089295,1.255301102629343
86,ALPSINDUS,Alps Industries Limited,,,,,,,,,,,,,,,
87,AMARAJABAT,Amara Raja Batteries Limited,0.06371455877669496,0.02389866964071971,0.8597139643258915,0.9407948094079407,0.4889975550122249,-0.6879805746661272,-0.9936693645324216,-0.08007046200656577,-0.17584525617455185,-0.18350087761290743,0.08783837738562138,0.22408963585433808,-1.5599149137319748,-1.0600982149816927,1.0396156572418718
88,AMBER,Amber Enterprises India Limited,-0.8663732363737613,2.057810447072202,-0.7436909629211867,8.79042926436473,0.18824071761970135,5.086695868068872,-0.3800522823245453,-0.2607300441235459,-2.1566357267607223,0.3979746635931954,1.3417190775681305,3.9129442519554427,2.144658486447535,-2.5263375335674487,-0.5934413437647515
89,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,,,,,,,,,,,,,,,
90,AMBIKCO,Ambika Cotton Mills Limited,-2.6073370007486707,3.5457885334861237,-0.11446655220011752,4.104163745969451,-0.7306380905991233,0.7572039542873137,-4.824502869344719,-0.7352454129959685,0.3623067974073489,-0.3015641569459143,-1.1886440289465987,-1.7185337753033207,-1.9686405653531767,0.1959854591433481,1.9661563255439163
91,AMBUJACEM,Ambuja Cements Limited,-0.3116603976356773,2.6928595077805957,1.5807174887892401,2.012808783165602,-0.8504365574328157,-3.385188431200699,-0.17497812773403573,-1.1779963255160464,-0.7614757614757639,-1.6663151233916966,0.4981452040275618,-0.5481184779171546,2.918203514862236,-0.14082981258802602,-0.3131749460043172
92,AMDIND,AMD Industries Limited,,,,,,,,,,,,,,,
93,AMIORG,Ami Organics Limited,0.24700741022230668,2.788953556501703,-0.2610254012778663,-0.7923317744366714,-0.603150211294653,4.370489174017642,3.049334765721849,-0.12792473073908983,-0.8550855085508402,-0.9161666936922476,0.3743489583333445,2.9059542751863368,2.9440924177766163,0.5809668328636501,0.8173791415333429
94,AMJLAND,Amj Land Holdings Limited,-1.6129032258064515,6.896551724137931,-0.6849315068493127,0.34364261168384147,-1.1884550084889571,1.2027491408934634,-2.3489932885906017,-1.3245033112582734,-1.307189542483667,-3.924646781789639,0.0,5.289256198347112,0.3316749585406349,-1.309328968903444,0.825082508250825
95,AMRUTANJAN,Amrutanjan Health Care Limited,-0.27827795056472937,1.025301802546706,-1.3781293321373127,-0.7607024358663179,-0.16159004605316313,-1.260470682090144,-0.5000793776789931,0.9131688561358429,-1.5379761810868364,-1.4304594573583038,-0.9090208766658928,1.271649243251674,-1.0880469172004117,-0.12331406551059029,-1.390788873689007
96,ANANDRATHI,Anand Rathi Wealth Limited,-0.9525818130689975,2.191170659865656,-1.006329564042377,-1.2847514743049833,0.4371738823861265,-0.5679029657154813,10.330690388706243,0.3532060239093273,-0.8657508946092577,0.6311469062185465,0.24064586244371286,4.1811564900930085,0.11335114565622954,-1.6287682688861493,7.92074952724771
97,ANANTRAJ,Anant Raj Limited,-0.7164031620553444,2.8194056388112836,-1.6733266733266705,-1.7905322541084159,7.515822784810126,-0.7589636220884673,1.1917372881355932,-3.055198973042356,-0.2305327868852401,-1.039290240811159,1.2836970474967908,0.43837029396595883,-2.538326212616227,-2.379784102060855,1.0662038184973994
98,ANDHRAPAP,ANDHRA PAPER LIMITED,0.23086690522913542,-1.1185937678347297,-2.2318937618569357,2.177879133409353,5.675382576214004,0.6671518680252304,0.10928961748633605,0.3289473684210582,-0.26731470230863247,0.17039922103212965,-0.6769825918762116,-1.769386058662864,-2.331245650661102,-0.02319109461965814,1.5424467208289205
99,ANDHRSUGAR,The Andhra Sugars Limited,0.1899335232668593,-0.6603773584905688,0.09442870632671795,-0.1885014137605925,-1.1644154634373545,0.7035647279549719,-0.3738317757009399,-0.46511627906976744,-1.511681172698127,0.506445672191539,-0.458295142071494,0.27573529411764447,-0.2749770852428939,-0.8181818181818232,0.9637448370812273
100,ANDREWYU,Andrew Yule & Company Limited,4.690431519699813,0.37664783427494486,-3.8043478260869588,6.358381502890182,-1.704545454545452,-0.1890359168241993,0.9541984732824428,1.158301158301161,1.3698630136986218,-1.5414258188824608,1.7647058823529385,0.7905138339920921,0.7968127490039812,-3.4615384615384563,-0.9523809523809524
101,ANGELONE,Angel One Limited,-0.0056760131683453886,0.031227821149749015,-1.0422519384200448,0.3580591502438698,-0.11264749781745474,3.2478483368225253,-1.0302158273381348,0.19317821411065417,1.9488536155202876,12.355097592390763,0.6649157219322451,1.082098329804761,0.6221891590301841,-2.4572861006662707,-1.635195639478283
