,SYMBOL,NAME OF COMPANY,cm02JUL2024bhav.csv,cm01JUL2024bhav.csv
362,COSMOFIRST,COSMO FIRST LIMITED,4.578653409439645,3.5199186733591628
363,COUNCODOS,Country Condo's Limited,8.83882149046795,2.1238938053097205
364,CRAFTSMAN,Craftsman Automation Limited,2.13952654232425,0.6216672230693545
365,CREATIVE,Creative Newtech Limited,-0.39459604066346243,-0.2535023348899236
366,CREATIVEYE,Creative Eye Limited,,
367,CREDITACC,CREDITACCESS GRAMEEN LIMITED,-2.3828579743888243,3.9558278496331734
368,CREST,Crest Ventures Limited,2.1568129916264906,3.8608512320463917
369,CRISIL,CRISIL Limited,-1.7291521067700661,4.322773348385432
370,CROMPTON,Crompton Greaves Consumer Electricals Limited,-0.900360144057623,2.763385146804833
371,CROWN,Crown Lifters Limited,,
372,CSBBANK,CSB Bank Limited,1.8654230512991337,-0.7668914451937002
373,CSLFINANCE,CSL Finance Limited,2.11999152003392,4.185532854776365
374,CTE,Cambridge Technology Enterprises Limited,-0.530568933148319,-3.108193609617204
375,CUB,City Union Bank Limited,0.3853796591798728,-0.6045008379219651
376,CUBEXTUB,Cubex Tubings Limited,,
377,CUMMINSIND,Cummins India Limited,-1.2481810427015907,0.47770901344896516
378,CUPID,Cupid Limited,,
379,CYBERMEDIA,Cyber Media (India) Limited,,
380,CYBERTECH,Cybertech Systems And Software Limited,-2.167843652488082,1.5341003835250908
381,CYIENT,Cyient Limited,0.1410705081251261,0.32934131736526695
382,DAAWAT,LT Foods Limited,,
383,DABUR,Dabur India Limited,-1.3339880513953826,1.7063426002996502
384,DALBHARAT,Dalmia Bharat Limited,-0.5675829076461526,2.0127381510380764
385,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,0.16902088615237126,0.9629449049244244
386,DAMODARIND,Damodar Industries Limited,-1.6061980347694662,1.9064124783362255
387,DANGEE,Dangee Dums Limited,-2.267002518891695,1.6645326504481535
388,DATAMATICS,Datamatics Global Services Limited,0.2558933002481531,4.117552074923301
389,DATAPATTNS,Data Patterns (India) Limited,1.5296649852948334,1.3910175251549277
390,DBCORP,D.B.Corp Limited,0.4549457000293547,7.544191919191912
391,DBL,Dilip Buildcon Limited,2.918454935622309,-0.0381351892458853
392,DBOL,Dhampur Bio Organics Limited,2.600239588471565,-0.3161000280977922
393,DBREALTY,D B Realty Limited,-1.3095062275390128,9.18032786885245
394,DBSTOCKBRO,DB (International) Stock Brokers Limited,-1.913680781758953,4.979696516349644
395,DCAL,Dishman Carbogen Amcis Limited,-3.391086287472938,-1.8130945719082154
396,DCBBANK,DCB Bank Limited,-0.5282695602512915,1.5072463768116031
397,DCI,Dc Infotech And Communication Limited,,
398,DCM,DCM  Limited,3.560490045941815,1.607883817427379
399,DCMFINSERV,DCM Financial Services Limited,,
400,DCMNVL,DCM Nouvelle Limited,5.868877040986327,3.31353817023841
401,DCMSHRIRAM,DCM Shriram Limited,0.019886646117125564,0.03978911767632457
402,DCMSRIND,DCM Shriram Industries Limited,1.8207152810032454,0.9139910944457544
403,DCW,DCW Limited,-0.05349500713266965,1.502262443438911
404,DCXINDIA,DCX Systems Limited,13.37638376383764,5.024221453287191
405,DECCANCE,Deccan Cements Limited,-1.9683630377209937,0.5541960558514336
406,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,4.20975965040058,1.3733018310691012
407,DEEPAKNTR,Deepak Nitrite Limited,2.702599388379198,4.558444413357589
408,DEEPENR,DEEP ENERGY RESOURCES LIMITED,0.35228086935753733,-0.729061703514918
409,DEEPINDS,Deep Industries Limited,-0.5366106975939108,-0.5166178749784742
410,DELHIVERY,Delhivery Limited,-0.4501688133049922,-0.07497188554291004
411,DELPHIFX,DELPHI WORLD MONEY LIMITED,,
412,DELTACORP,Delta Corp Limited,0.0075171014056911265,2.4884437596301923
413,DELTAMAGNT,Delta Manufacturing Limited,1.169834969709635,-0.5815160955347896
414,DEN,Den Networks Limited,3.6872336483231463,1.2380416432189019
415,DENORA,De Nora India Limited,13.530028455893358,0.8122961710351518
416,DEVIT,Dev Information Technology Limited,-1.47741663149008,5.476402493321466
417,DEVYANI,Devyani International Limited,0.3715244487056595,1.3174670633234093
418,DGCONTENT,Digicontent Limited,,
419,DHAMPURSUG,Dhampur Sugar Mills Limited,0.08055853920515879,0.18383177151055757
420,DHANBANK,Dhanlaxmi Bank Limited,2.0561199806482686,-1.1241329825400594
421,DHANI,Dhani Services Limited,10.472201066260471,5.082032813125263
422,DHANUKA,Dhanuka Agritech Limited,0.610719494409345,-2.3904146153389987
423,DHARMAJ,Dharmaj Crop Guard Limited,18.690845462498995,0.8785654110001194
424,DHARSUGAR,Dharani Sugars&Chemicals Limited,,
425,DHRUV,Dhruv Consultancy Services Limited,,
426,DHUNINV,Dhunseri Investments Limited,0.22532831038973472,5.157349129951876
427,DIAMONDYD,Prataap Snacks Limited,0.6547916319849166,-1.9051766370910674
428,DICIND,DIC India Limited,-0.3536199516098972,0.92983939137784
429,DIGISPICE,DiGiSPICE Technologies Limited,-3.617850953206228,1.6964089006388985
430,DIGJAMLMTD,Digjam Limited,,
431,DIL,Debock Industries Limited,-0.6361323155216375,0.0
432,DISHTV,Dish TV India Limited,-1.5084852294154631,2.645161290322582
433,DIVGIITTS,Divgi Torqtransfer Systems Limited,3.766895634832705,1.8659243096832583
434,DIVISLAB,Divi's Laboratories Limited,-0.6660003042089598,0.12292094986349347
435,DIXON,Dixon Technologies (India) Limited,0.5700420601858274,3.9690760401961485
436,DJML,DJ Mediaprint & Logistics Limited,,
437,DLF,DLF Limited,0.605766900896535,0.07881176113973655
438,DLINKINDIA,D-Link (India) Limited,-1.3762417218543,3.4246575342465753
439,DMART,Avenue Supermarts Limited,0.8013260415127164,0.405999893994798
440,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,-2.6625386996904097,2.7190332326284024
441,DNAMEDIA,Diligent Media Corporation Limited,4.907975460122705,-2.2000000000000064
442,DODLA,Dodla Dairy Limited,-2.348849397303358,3.3991822257254047
443,DOLATALGO,Dolat Algotech Limited,-1.9955654101995508,2.9452912156689495
444,DOLLAR,Dollar Industries Limited,-2.134481495053129,0.896570847582939
445,DONEAR,Donear Industries Limited,-3.1342620035566227,-0.5746279652276418
446,DPABHUSHAN,D. P. Abhushan Limited,1.0273590173087626,-2.28066346573548
447,DPSCLTD,DPSC Limited,-0.4563605248146141,1.2709416522241619
448,DPWIRES,D P Wires Limited,0.7990367775831824,2.767154105736785
449,DRCSYSTEMS,DRC Systems India Limited,,
450,DREAMFOLKS,Dreamfolks Services Limited,-0.950725822940101,2.40787269681742
451,DREDGECORP,Dredging Corporation of India Limited,4.997192588433457,4.997505782050713
452,DRREDDY,Dr. Reddy's Laboratories Limited,0.26047814659175256,-0.759877232578671
453,DSSL,Dynacons Systems & Solutions Limited,4.868651488616455,0.7232316105133221
454,DTIL,Dhunseri Tea & Industries Limited,1.5270383861025547,-0.8151922186197403
455,DUCON,Ducon Infratechnologies Limited,,
456,DVL,Dhunseri Ventures Limited,-1.5576323987538943,1.2757201646090472
457,DWARKESH,Dwarikesh Sugar Industries Limited,2.167434299647804,0.027100271002704637
458,DYCL,Dynamic Cables Limited,-1.3346935305619354,1.6681071737251474
459,DYNAMATECH,Dynamatic Technologies Limited,-2.1425134034174502,0.4165390505359927
460,DYNPRO,Dynemic Products Limited,-0.6460162332284397,4.482519903080666
461,E2E,E2E Networks Limited,,
462,EASEMYTRIP,Easy Trip Planners Limited,0.6999758629012772,0.5582524271844584
463,EASTSILK,Eastern Silk Industries Limited,,
464,ECLERX,eClerx Services Limited,0.5051434648342397,1.0644454549212516
465,EDELWEISS,Edelweiss Financial Services Limited,-0.4244353494012447,1.1809815950920184
466,EDUCOMP,Educomp Solutions Limited,,
467,EICHERMOT,Eicher Motors Limited,-0.21140964934042739,-0.800350956034189
468,EIDPARRY,EID Parry India Limited,-0.8260162601626045,0.6546644844517185
469,EIFFL,Euro India Fresh Foods Limited,-7.085006465663919,3.705533596837945
470,EIHAHOTELS,EIH Associated Hotels Limited,2.334775872201744,1.7504756727371593
471,EIHOTEL,EIH Limited,-1.2367285030918238,-0.17470300489168414
472,EIMCOELECO,Eimco Elecon (India) Limited,,
473,EKC,Everest Kanto Cylinder Limited,2.366358910699055,2.3423852628235577
474,ELDEHSG,Eldeco Housing And Industries Limited,-0.10821978454424935,0.2515040931058357
475,ELECON,Elecon Engineering Company Limited,1.3929149568949288,0.45760532486197586
476,ELECTCAST,Electrosteel Castings Limited,0.22278803309992973,8.694649446494472
477,ELECTHERM,Electrotherm (India) Limited,,
478,ELGIEQUIP,Elgi Equipments Limited,-1.7891286533733983,1.9138422993945297
479,ELGIRUBCO,Elgi Rubber Company Limited,,
480,ELIN,Elin Electronics Limited,-1.5242603550295852,1.7827029631414062
481,EMAMILTD,Emami Limited,0.31202329773956455,4.61337588858263
482,EMAMIPAP,Emami Paper Mills Limited,8.290378006872846,-0.38510911424902755
483,EMAMIREAL,Emami Realty Limited,0.1274759756815017,-0.4684755026351647
484,EMIL,Electronics Mart India Limited,0.21355415123120902,0.017436031559213656
485,EMKAY,Emkay Global Financial Services Limited,,
486,EMMBI,Emmbi Industries Limited,0.6574910142894714,3.60581289736603
487,EMUDHRA,eMudhra Limited,-1.8210168736425933,4.833907408488526
488,ENDURANCE,Endurance Technologies Limited,0.6284425714391335,1.0062916565539577
489,ENERGYDEV,Energy Development Company Limited,0.5501481168006879,-0.12679628064243928
490,ENGINERSIN,Engineers India Limited,0.5853658536585366,2.1567533088821547
491,ENIL,Entertainment Network (India) Limited,1.4983579638752076,0.020529665366447524
492,EPL,EPL Limited,9.009900990099004,1.9944458470083255
493,EQUIPPP,Equippp Social Impact Technologies Limited,,
494,EQUITASBNK,Equitas Small Finance Bank Limited,-2.491953068217221,-0.8748456154796155
495,ERIS,Eris Lifesciences Limited,-0.9570061419797344,2.6088230983438416
496,EROSMEDIA,Eros International Media Limited,2.4053224155578428,-0.912778904665313
497,ESABINDIA,Esab India Limited,-0.9682752750131047,0.5497580406228487
498,ESCORTS,Escorts Kubota Limited,-0.3814812579223802,-0.11455444350657182
499,ESSARSHPNG,Essar Shipping Limited,-1.7785771382893698,1.234068379526602
500,ESSENTIA,Integra Essentia Limited,,
501,ESTER,Ester Industries Limited,3.017902813299238,2.151005834712182
502,ETHOSLTD,Ethos Limited,0.2984864978754785,1.2821652766169234
503,EUROTEXIND,Eurotex Industries and Exports Limited,-1.4184397163120517,-1.3296011196640973
504,EVEREADY,Eveready Industries India Limited,0.5041048538095924,-0.37308078633950675
505,EVERESTIND,Everest Industries Limited,-2.0777703604806486,1.8614534636634161
506,EXCEL,Excel Realty N Infra Limited,,
507,EXCELINDUS,Excel Industries Limited,0.42314925628312916,-0.26005030481305835
508,EXIDEIND,Exide Industries Limited,-0.8605549701440073,0.8680248007085877
509,EXPLEOSOL,Expleo Solutions Limited,-0.532140515944942,3.744449333920085
510,EXXARO,Exxaro Tiles Limited,-1.6354637400473382,0.6824829379265469
511,FACT,Fertilizers and Chemicals Travancore Limited,-1.844873990702229,3.5469977197871803
512,FAIRCHEMOR,Fairchem Organics Limited,6.007482629609831,1.9174201982786865
513,FAZE3Q,Faze Three Limited,-0.8448199199644312,6.587677725118486
514,FCL,Fineotex Chemical Limited,1.6274864376130083,1.0573032241221803
515,FCONSUMER,Future Consumer Limited,,
516,FCSSOFT,FCS Software Solutions Limited,-2.1686746987951984,3.750000000000009
517,FDC,FDC Limited,-0.29661016949152064,2.1534465966886676
518,FEDERALBNK,The Federal Bank  Limited,-1.5303251941037463,0.2764456981664367
519,FEL,Future Enterprises Limited,,
520,FELDVR,Future Enterprises Limited,,
521,FIBERWEB,Fiberweb (India) Limited,-1.765363128491618,1.3131084446456833
522,FIEMIND,Fiem Industries Limited,1.132249865208353,1.6003443283640526
523,FILATEX,Filatex India Limited,-1.5802888700084956,1.887119113573413
524,FINCABLES,Finolex Cables Limited,0.0699662336872122,5.402718994485058
525,FINEORG,Fine Organic Industries Limited,2.226673180263797,4.651281684236354
526,FINOPB,Fino Payments Bank Limited,0.0316756414317462,7.545562936467374
527,FINPIPE,Finolex Industries Limited,-2.3601924233313354,2.1969580580734474
528,FIVESTAR,Five-Star Business Finance Limited,0.6990031607099441,3.6999684840844655
529,FLEXITUFF,Flexituff Ventures International Limited,,
530,FLFL,Future Lifestyle Fashions Limited,,
531,FLUOROCHEM,Gujarat Fluorochemicals Limited,-1.5837724240855235,2.848998386768377
532,FMGOETZE,Federal-Mogul Goetze (India) Limited.,-1.256309590577683,0.9169119311750082
533,FMNL,Future Market Networks Limited,-1.6691957511380795,0.3044140030441335
534,FOCUS,Focus Lighting and Fixtures Limited,3.636741479634247,-3.8945476333133575
535,FOODSIN,Foods & Inns Limited,-0.21321961620470523,1.9911654774040142
536,FORCEMOT,FORCE MOTORS LTD,3.138844958892723,-0.5543534030829512
537,FORTIS,Fortis Healthcare Limited,-2.555402396352457,-0.7994109603450114
538,FOSECOIND,Foseco India Limited,2.2963537626066675,-0.34967114261586885
539,FRETAIL,Future Retail Limited,,
540,FSC,Future Supply Chain Solutions Limited,,
541,FSL,Firstsource Solutions Limited,5.824062821351784,1.8955991617450894
542,FUSION,Fusion Micro Finance Limited,1.4214876033057826,1.1142061281337048
543,GABRIEL,Gabriel India Limited,-1.081643265730627,-0.692005783928945
544,GAEL,Gujarat Ambuja Exports Limited,-0.19040644452582886,0.22018348623854045
545,GAIL,GAIL (India) Limited,-0.3954167602785998,1.3664313368253245
546,GAL,Gyscoal Alloys Limited,,
547,GALAXYSURF,Galaxy Surfactants Limited,-0.2279703459046082,1.492075059209321
548,GALLANTT,Gallantt Ispat Limited,,
549,GANDHITUBE,Gandhi Special Tubes Limited,-1.5535866003155667,3.7853498771808223
550,GANECOS,Ganesha Ecosphere Limited,2.7785693929894557,0.21061649948237018
551,GANESHBE,Ganesh Benzoplast Limited,0.2657333592585369,3.57814178302899
552,GANESHHOUC,Ganesh Housing Corporation Limited,5.796948974224095,-0.015778677746802427
553,GANGAFORGE,Ganga Forging Limited,,
554,GANGESSECU,Ganges Securities Limited,-0.8600253597221312,6.274900398406362
555,GANGOTRI,Gangotri Textiles Limited,,
556,GARFIBRES,Garware Technical Fibres Limited,2.80145701059874,2.7859027859027883
557,GATEWAY,Gateway Distriparks Limited,-1.518518518518519,5.335023895445234
558,GATI,GATI Limited,,
559,GAYAHWS,Gayatri Highways Limited,,
560,GAYAPROJ,Gayatri Projects Limited,,
561,GEECEE,GeeCee Ventures Limited,-1.0870955365136208,2.517372492460985
562,GEEKAYWIRE,Geekay Wires Limited,0.42894852617685936,-0.2960850970501108
563,GENCON,Generic Engineering Construction and Projects Limited,-2.3369449755683056,-0.27542372881356475
564,GENESYS,Genesys International Corporation Limited,-0.6331716141764508,2.6071549105636063
565,GENUSPAPER,Genus Paper & Boards Limited,11.12199902008819,1.4917951268025893
566,GENUSPOWER,Genus Power Infrastructures Limited,4.996915484268967,4.563780035478141
567,GEOJITFSL,Geojit Financial Services Limited,-7.247909256945118,0.057708954506109716
568,GEPIL,GE Power India Limited,-0.4270896888346553,-0.9906971124803727
569,GESHIP,The Great Eastern Shipping Company Limited,-0.3118332512719477,-0.5224489795918442
570,GET&D,GE T&D India Limited,,
571,GFLLIMITED,GFL Limited,-2.97482837528604,4.112852664576804
572,GFSTEELS,Grand Foundry Limited,,
573,GHCL,GHCL Limited,-0.6104033970276088,0.3016858917480116
574,GICHSGFIN,GIC Housing Finance Limited,-0.9583212854723421,-1.3287140819237786
575,GICRE,General Insurance Corporation of India,-0.27390113473327543,1.2145214521452206
576,GILLANDERS,Gillanders Arbuthnot & Company Limited,1.195065535851961,9.624933967247754
577,GILLETTE,Gillette India Limited,0.12930592139020722,0.8751043844938078
578,GINNIFILA,Ginni Filaments Limited,2.298136645962717,1.577287066246068
579,GIPCL,Gujarat Industries Power Company Limited,-2.1268763548611465,3.522886056654114
580,GISOLUTION,GI Engineering Solutions Limited,,
581,GKWLIMITED,GKW Limited,,
582,GLAND,Gland Pharma Limited,-0.40425707449881126,-0.36715346466831894
583,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,0.5201136189160211,-1.7276499434175852
584,GLENMARK,Glenmark Pharmaceuticals Limited,-1.4596236537930491,3.002844372206424
585,GLFL,Gujarat Lease Financing Limited,,
586,GLOBAL,Global Education Limited,,
587,GLOBALVECT,Global Vectra Helicorp Limited,,
588,GLOBE,Globe Textiles (India) Limited,3.892215568862286,0.6024096385542175
589,GLOBUSSPR,Globus Spirits Limited,5.715954064750544,0.5545407098121086
590,GLS,Glenmark Life Sciences Limited,-0.2986251972053164,2.1115010643806484
591,GMBREW,GM Breweries Limited,19.9939731806539,4.5443805623375635
592,GMDCLTD,Gujarat Mineral Development Corporation Limited,-0.9877168545017181,0.48352207660008506
593,GMMPFAUDLR,GMM Pfaudler Limited,1.7175641817059342,4.357876387888893
594,GMRINFRA,GMR Airports Infrastructure Limited,-1.7926654374103665,1.0872941907424785
595,GMRP&UI,GMR Power and Urban Infra Limited,-2.6823910278644854,3.0992966980569725
596,GNA,GNA Axles Limited,1.2718204488778113,1.429113443783983
597,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,-1.2497410757439695,1.921182266009849
598,GOACARBON,Goa Carbon Limited,0.5498918751930857,0.39699770485702446
599,GOCLCORP,GOCL Corporation Limited,-1.5991471215351813,0.6761833208114151
600,GOCOLORS,Go Fashion (India) Limited,-2.4116896013618954,4.01357532831636
601,GODFRYPHLP,Godfrey Phillips India Limited,-0.8171315863623598,3.256152260880111
602,GODHA,Godha Cabcon & Insulation Limited,4.301075268817196,4.494382022471914
603,GODREJAGRO,Godrej Agrovet Limited,8.091908091908092,11.172812083518444
604,GODREJCP,Godrej Consumer Products Limited,-1.9241085798075794,1.6135479885161934
605,GODREJIND,Godrej Industries Limited,1.3203182305478809,3.534291389180979
606,GODREJPROP,Godrej Properties Limited,4.410671642971228,-1.441753171856978
607,GOENKA,Goenka Diamond and Jewels Limited,,
608,GOKEX,Gokaldas Exports Limited,0.01555129334923964,2.6062443487048563
609,GOKUL,Gokul Refoils and Solvent Limited,,
610,GOKULAGRO,Gokul Agro Resources Limited,0.42286874154262516,5.665773011617527
611,GOLDENTOBC,Golden Tobacco Limited,,
612,GOLDIAM,Goldiam International Limited,0.8660150934059172,0.5786100914577285
613,GOLDTECH,Goldstone Technologies Limited,-4.436652956644874,4.998230088495577
614,GOODLUCK,Goodluck India Limited,0.648815087700003,-1.173721675813721
615,GOODYEAR,Goodyear India Limited,,
616,GOYALALUM,Goyal Aluminiums Limited,,
617,GPIL,Godawari Power And Ispat limited,-0.27961129446277544,2.5091626726811436
618,GPPL,Gujarat Pipavav Port Limited,0.09872596492876665,1.6729601835476313
619,GPTINFRA,GPT Infraprojects Limited,,
620,GRANULES,Granules India Limited,-0.6974628525219829,0.3754058441558372
621,GRAPHITE,Graphite India Limited,0.8285365428222571,2.119700748129672
622,GRASIM,Grasim Industries Limited,0.6070275821596144,2.095152502387249
623,GRAUWEIL,Grauer & Weil (India) Limited,,
624,GRAVITA,Gravita India Limited,-2.5596749619095958,0.03725782414306696
625,GREAVESCOT,Greaves Cotton Limited,3.1507548683538715,4.3375694391598945
626,GREENLAM,Greenlam Industries Limited,0.0,0.5920078934385828
627,GREENPANEL,Greenpanel Industries Limited,1.0451378370190816,1.0407101316192329
628,GREENPLY,Greenply Industries Limited,2.1534728541098036,3.64665199622759
629,GREENPOWER,Orient Green Power Company Limited,3.525954946131238,0.9891196834817154
630,GRINDWELL,Grindwell Norton Limited,0.7554363174244435,3.628914252268081
631,GRINFRA,G R Infraprojects Limited,-0.15963313403378418,-0.997097784546416
632,GRMOVER,GRM Overseas Limited,3.4728856420342833,-1.7610687865739196
633,GROBTEA,The Grob Tea Company Limited,1.7860997194042687,0.8544217687074855
634,GRPLTD,GRP Limited,3.4800302269968926,18.766900817455625
635,GRSE,Garden Reach Shipbuilders & Engineers Limited,4.294385432473453,9.880424944023634
636,GRWRHITECH,Garware Hi-Tech Films Limited,1.178781925343815,5.843659820064497
637,GSFC,Gujarat State Fertilizers & Chemicals Limited,-1.2981199641897931,1.3778877887788792
638,GSLSU,Global Surfaces Limited,1.885562642581131,0.7930549038010314
639,GSPL,Gujarat State Petronet Limited,-0.4784688995215274,2.1918732085651658
640,GSS,GSS Infotech Limited,,
641,GTL,GTL Limited,,
642,GTLINFRA,GTL Infrastructure Limited,4.970760233918127,4.907975460122705
643,GTPL,GTPL Hathway Limited,-0.11229015776768124,1.3255205370349372
644,GUFICBIO,Gufic Biosciences Limited,0.5634596422031273,2.4830373899234774
645,GUJALKALI,Gujarat Alkalies and Chemicals Limited,0.443958306524248,0.8827729456056171
646,GUJAPOLLO,Gujarat Apollo Industries Limited,1.1982341812066404,-1.1347576689666714
647,GUJGASLTD,Gujarat Gas Limited,0.6028286575469475,2.9437504972551514
648,GUJRAFFIA,Gujarat Raffia Industries Limited,-1.4954915328788205,2.8500339289753405
649,GULFOILLUB,Gulf Oil Lubricants India Limited,5.520220808832353,2.6821654481229027
650,GULFPETRO,GP Petroleums Limited,6.027315914489314,2.324168312319613
651,GULPOLY,Gulshan Polyols Limited,-0.9891245509571474,1.6354906471941635
652,GVKPIL,GVK Power & Infrastructure Limited,-0.7194244604316554,0.9990917347865524
653,HAL,Hindustan Aeronautics Limited,-0.9269472845079301,2.4656883696632983
654,HAPPSTMNDS,Happiest Minds Technologies Limited,-0.287994240115195,1.9637831885476655
655,HARDWYN,Hardwyn India Limited,-1.6759776536312825,4.644365053588826
656,HARIOMPIPE,Hariom Pipe Industries Limited,-0.017009695526453945,-0.11892626571526425
657,HARRMALAYA,Harrisons  Malayalam Limited,5.786514153890527,3.035555115380804
658,HARSHA,Harsha Engineers International Limited,-0.6128430588862324,2.5316455696202698
659,HATHWAY,Hathway Cable & Datacom Limited,7.594361073215106,0.964187327823679
660,HATSUN,Hatsun Agro Product Limited,5.591448931116381,2.582846003898635
661,HAVELLS,Havells India Limited,-0.50441361916772,0.08230904302019314
662,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,2.371541501976287,1.6064257028112285
663,HBLPOWER,HBL Power Systems Limited,0.42909889232611065,0.189962007598478
664,HBSL,HB Stockholdings Limited,-2.3532569792412397,2.8434710591699672
665,HCC,Hindustan Construction Company Limited,-2.8979507348375195,1.3638271086865417
666,HCG,Healthcare Global Enterprises Limited,-0.7810431559438679,-0.6052631578947398
667,HCL-INSYS,HCL Infosystems Limited,,
668,HCLTECH,HCL Technologies Limited,0.8135616298464817,0.633735269936969
669,HDFC,Housing Development Finance Corporation Limited,,
670,HDFCAMC,HDFC Asset Management Company Limited,-0.334574299827238,2.9148824280670027
671,HDFCBANK,HDFC Bank Limited,1.4895613417780826,1.2709347903551544
672,HDFCLIFE,HDFC Life Insurance Company Limited,-1.8227215980025044,0.9579026972523395
673,HDIL,Housing Development and Infrastructure Limited,,
674,HEADSUP,Heads UP Ventures Limited,,
675,HECPROJECT,HEC Infra Projects Limited,,
676,HEG,HEG Limited,-0.2141906973598178,2.509996070908553
677,HEIDELBERG,HeidelbergCement India Limited,0.5058280184737214,3.8412350415638974
678,HEMIPROP,Hemisphere Properties India Limited,0.06338139755980358,0.5203079373506866
679,HERANBA,Heranba Industries Limited,1.2547220723151584,5.523917995444201
680,HERCULES,Hercules Hoists Limited,-1.942252666262019,2.9824091436735296
681,HERITGFOOD,Heritage Foods Limited,0.5720926074908254,-0.3207698476343143
682,HEROMOTOCO,Hero MotoCorp Limited,-0.6425014723992075,0.42117714531507633
683,HESTERBIO,Hester Biosciences Limited,0.2826812006833268,2.4224624549563663
684,HEUBACHIND,Heubach Colorants India Limited,1.4016736401673617,2.806753414345631
685,HEXATRADEX,Hexa Tradex Limited,-3.9933357630030657,-3.796644127222646
686,HFCL,HFCL Limited,-1.6413480006984542,1.2105681717769767
687,HGINFRA,H.G. Infra Engineering Limited,0.23451750195430987,-2.0642527008251266
688,HGS,Hinduja Global Solutions Limited,0.3403356413566456,1.5250804241630012
689,HIKAL,Hikal Limited,-0.057828538383705504,3.594428635614797
690,HIL,HIL Limited,-0.11991434689507495,1.5835726094144262
691,HILTON,Hilton Metal Forging Limited,-10.009954651034175,-4.881641241451868
692,HIMATSEIDE,Himatsingka Seide Limited,-1.9076235063936957,3.1646482122260773
693,HINDALCO,Hindalco Industries Limited,0.7102993404363234,-0.5334871314252659
694,HINDCOMPOS,Hindustan Composites Limited,-1.3225776193602767,3.0845097660026943
695,HINDCON,Hindcon Chemicals Limited,,
696,HINDCOPPER,Hindustan Copper Limited,-1.4432029795158217,1.098211484154377
697,HINDMOTORS,Hindustan Motors Limited,-1.0736653742916773,1.207364926048894
698,HINDNATGLS,Hindusthan National Glass & Industries Limited,,
699,HINDOILEXP,Hindustan Oil Exploration Company Limited,2.9623252987644433,0.7705261009338118
700,HINDPETRO,Hindustan Petroleum Corporation Limited,-0.9055236945366738,-0.2408912978018703
701,HINDUNILVR,Hindustan Unilever Limited,-0.7963753941958333,1.2959705626655234
702,HINDWAREAP,Hindware Home Innovation Limited,-1.139537481845609,1.2327527708663173
703,HINDZINC,Hindustan Zinc Limited,-0.6471259992386753,-1.926379451952509
704,HIRECT,Hind Rectifiers Limited,-0.13867600905042432,1.7980533472026015
705,HISARMETAL,Hisar Metal Industries Limited,-0.03062318174858484,0.3688335638543101
706,HITECH,Hi-Tech Pipes Limited,1.7917563826515017,0.40148239654106066
707,HITECHCORP,Hitech Corporation Limited,2.3636204174706257,3.9759255881816524
708,HITECHGEAR,The Hi-Tech Gears Limited,,
709,HLEGLAS,HLE Glascoat Limited,-0.39883268482490497,5.837537321116034
710,HLVLTD,HLV LIMITED,,
711,HMT,HMT Limited,,
712,HMVL,Hindustan Media Ventures Limited,1.5853533803825277,0.24607812980620825
713,HNDFDS,Hindustan Foods Limited,-1.0787282361846957,-1.4271056804402533
714,HOMEFIRST,Home First Finance Company India Limited,-2.4682589008257088,8.768710767745045
715,HONAUT,Honeywell Automation India Limited,0.20424494218059486,-0.06885765069332977
716,HONDAPOWER,Honda India Power Products Limited,0.812713739690208,-0.21144761318469793
717,HOVS,HOV Services Limited,,
718,HPAL,HP Adhesives Limited,0.9656434234600558,2.6288337158355892
719,HPIL,Hindprakash Industries Limited,-1.4199924934317592,-1.454814449512998
720,HPL,HPL Electric & Power Limited,-1.172136637642331,2.073837739288962
721,HSCL,Himadri Speciality Chemical Limited,1.096132039813523,0.6722475900558179
722,HTMEDIA,HT Media Limited,-1.9808984789529491,4.975863349424433
723,HUBTOWN,Hubtown Limited,,
724,HUDCO,Housing & Urban Development Corporation Limited,-1.0311111111111029,0.01778093883357446
725,HUHTAMAKI,Huhtamaki India Limited,4.0127300401273,0.2496878901373378
726,HYBRIDFIN,Hybrid Financial Services Limited,-0.2654867256637269,-0.3527336860670119
727,IBREALEST,Indiabulls Real Estate Limited,2.6255707762557248,2.660967875361909
728,IBULHSGFIN,Indiabulls Housing Finance Limited,-1.0860583166095945,1.7415325486427917
729,ICDSLTD,ICDS Limited,,
730,ICEMAKE,Ice Make Refrigeration Limited,1.3397017707362535,0.22183304144774985
731,ICICIBANK,ICICI Bank Limited,-1.7535173495069525,1.0211737245748582
732,ICICIGI,ICICI Lombard General Insurance Company Limited,0.03873609650822011,0.9806934704255234
733,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,0.59185989946489,1.8160805679379228
734,ICIL,Indo Count Industries Limited,-3.4235846945625323,14.692672911587323
735,ICRA,ICRA Limited,1.167388600591846,-0.09083819660471128
736,IDBI,IDBI Bank Limited,-0.8413319113638983,0.5001786352268688
737,IDEA,Vodafone Idea Limited,-3.405221339387068,-1.5092230296254865
