,SYMBOL,NAME OF COMPANY,cm29MAY2024bhav.csv,cm28MAY2024bhav.csv,cm27MAY2024bhav.csv,cm24MAY2024bhav.csv,cm23MAY2024bhav.csv,cm22MAY2024bhav.csv,cm21MAY2024bhav.csv,cm18MAY2024bhav.csv,cm17MAY2024bhav.csv,cm16MAY2024bhav.csv,cm15MAY2024bhav.csv,cm14MAY2024bhav.csv,cm13MAY2024bhav.csv,cm10MAY2024bhav.csv,cm09MAY2024bhav.csv,cm08MAY2024bhav.csv,cm07MAY2024bhav.csv,cm06MAY2024bhav.csv,cm03MAY2024bhav.csv,cm02MAY2024bhav.csv
29,ACCELYA,Accelya Solutions India Limited,0.44443072744668655,-0.3322156941154813,-0.48366853399454274,-0.747425029623564,-1.0343687043329115,1.815454322801853,-2.3964620809179413,-0.06271090273837338,-0.9758405535677324,0.09175398093884772,-0.1477716042085353,1.5791053737616305,-0.3589590188453485,3.370439084724799,-3.606557377049181,2.5962508791780095,1.7328272772523585,-3.107761868877164,-1.388145770168237,-0.3524777109682797
30,ACCURACY,Accuracy Shipping Limited,2.8089887640449436,1.1363636363636322,0.5714285714285796,-2.7777777777777777,-1.6393442622950858,-1.0810810810810774,1.092896174863384,4.571428571428576,,,,,,,,,,,,
31,ACE,Action Construction Equipment Limited,3.396294950962586,-3.6334360123214844,-1.6050148102224948,-3.2393521295740793,-1.5648066135222998,-2.9358382423180966,6.176888227736825,4.2580190341910535,2.087081684059014,-0.23693279724296057,1.008049894843706,2.5013937929752905,-3.8832523578165126,0.5568128749506054,-2.9765431668467497,2.1032028469750856,-1.8512050296891371,-2.8997795489231812,-0.7907133243607,-2.159599683961019
32,ACEINTEG,Ace Integrated Solutions Limited,-1.5037593984962405,-0.29985007496252297,0.6033182503770825,0.0,0.7598784194528876,-0.6042296072507639,-2.7900146842877995,-2.4355300859598894,3.5608308605341117,2.4316109422492533,0.15220700152206135,0.305343511450386,0.6144393241167523,-2.8358208955223967,-1.9033674963396738,1.185185185185181,1.0479041916167708,-3.468208092485557,1.3177159590044007,-0.7267441860465116
33,ACI,Archean Chemical Industries Limited,0.4474090946066867,0.016272068993576236,-1.67986561075114,1.8743378697742648,-0.4785077047850844,-0.49229279315631586,-0.36185268575104534,0.12076322357298125,-0.9410638806922547,1.6785598443074965,-4.52152369154536,1.86923258932091,0.746920937624163,1.5083077915792906,-1.525019857029392,0.0794912559618442,-0.6162110917996488,-3.770716131975075,2.797749296655219,-1.9087773093139204
34,ACL,Andhra Cements Limited,-0.2310803004043938,-0.6884681583476862,-3.1666666666666607,0.05558643690939095,-1.478641840087617,-0.2730748225013654,-0.5971769815417993,0.0,1.3201320132013075,-1.24932102118413,0.32697547683923395,1.437258153676061,-1.8980477223427332,2.3307436182020074,-2.383531960996753,-2.328042328042331,1.1235955056179743,-2.40208877284595,-0.5711318795430915,0.051948051948048996
35,ADANIENT,Adani Enterprises Limited,0.45467856537352996,-1.3681762210972772,-2.8331289974741027,-0.0693767897735767,7.843168468138632,0.7522052927024802,1.8874091020508212,-0.024505799705930403,0.6197294231749185,-0.26559554061808044,0.4016394791855218,5.485136824558976,2.9439628206273984,1.1060307592214378,-3.2825855167712534,0.8674341931275362,-1.3462508479293227,-3.962248392215816,-1.5248716936438975,-0.494320227845612
36,ADANIGREEN,Adani Green Energy Limited,-0.7419533704750182,-1.8579942990411977,0.14792515506189027,2.0039178314273687,1.197460419512974,0.38185387366553564,1.4956740085700955,-0.05728314238952289,-0.6180871828236875,0.28545795612103414,2.814736135957074,4.294085065446163,0.023327015599946987,0.1518558537511263,-3.4320360970107116,2.72305909617613,-2.3009651034443768,-1.841871319035441,0.7247390659540558,-0.6007843573554463
37,ADANIPORTS,Adani Ports and Special Economic Zone Limited,0.6783291681542306,-2.1758111270212757,1.0980862933408786,-1.887968961097447,4.727180380206056,-0.52688560086611,3.380092523503951,0.3369019989518604,-0.6951414445559577,0.5381769256643156,0.4957746478873171,1.9021739130434712,3.1300572330767786,1.7837772688923745,-2.5601879036993576,-0.8076728924785531,-0.17830148455366135,-2.2987199878815354,-1.381834478637586,1.0491357838327318
38,ADANIPOWER,Adani Power Limited,0.05155398438651094,-3.681634390295814,-0.3041018387553009,-0.6115133197441516,2.878009979029572,1.6763473274024103,7.1451079250039236,-0.19655633304505069,-0.6871242289372964,0.09378663540445842,1.8629090040601937,5.572365103378715,-1.3596418504394039,-1.5828981723237485,5.536898303625244,0.01722504521574761,-1.4430014430014433,-2.5880601951381,-0.559118566025321,-0.7102620622091635
39,ADANITRANS,Adani Transmission Limited,,,,,,,,,,,,,,,,,,,,
40,ADFFOODS,ADF Foods Limited,4.282352941176468,-2.745995423340961,-1.3989169675090227,-0.7390817469204952,-0.6010685663401577,-0.9700176366843107,-3.2423208191126256,0.3424657534246624,0.5379814934366258,-0.5138086062941627,-1.4972585407001193,3.131796433231835,0.3491924923614192,-2.177625960717333,9.133271202236717,0.8932769158439144,-2.1394064872325766,-3.550033281562015,1.5776425512733832,-2.397712274527064
41,ADL,Archidply Decor Limited,-1.941176470588242,1.4925373134328357,-0.47534165181224675,-2.264808362369325,1.2345679012345645,1.06951871657753,-0.2371072910491863,-4.038680318543812,3.2295948326482673,-0.699708454810489,2.3880597014925375,-1.412595644496766,1.4934289127837514,-0.6528189910979195,-0.648584905660374,-2.247838616714701,-3.3964365256124696,-3.440860215053766,1.7505470459518537,-0.5440696409140369
42,ADORWELD,Ador Welding Limited,-2.098373661245541,-7.506604050484294,-1.9215545160129577,-0.34425876784049014,2.6050482007505966,-0.08822880670537595,-0.4719915114704948,-0.13519438760597313,-1.0019895098571103,2.2714660944841145,0.8393643214205776,1.7769002961500389,1.432642686590167,-1.6513900462086173,-1.208606173994394,0.2400510108398069,-0.5594718585655142,-2.0996129409187176,-2.381122121622591,-5.6659605232186685
43,ADROITINFO,Adroit Infotech Limited,-2.035623409669204,-0.7575757575757683,-0.25188916876574663,-0.2512562814070209,-2.689486552567241,0.7389162561576285,-0.24570024570024918,2.261306532663331,-4.784688995215311,2.7027027027026884,0.7425742574257531,2.2784810126582244,-2.948402948402955,2.7777777777777812,-3.178484107579455,2.2499999999999964,1.5228426395939123,0.254452926208655,-2.2388059701492677,-1.951219512195115
44,ADSL,Allied Digital Services Limited,-1.3568521031207597,0.0,-2.545454545454542,0.36496350364964264,1.618341200269708,5.102763997165143,-1.4664804469273705,1.3446567586694813,0.14174344436571018,-0.17686593562079944,2.6879767526334826,2.3039762170196907,-2.781791907514447,1.5034836817015118,-2.7113806635747495,2.5237746891002324,-2.4964336661911557,-3.0763912893190577,0.5211952744961779,5.69225119353654
45,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,-3.787878787878788,0.5540166204986031,-4.56047587574356,-0.26367831245878526,-1.1082138200782379,-1.223438506117196,-1.7088607594936638,0.8296107211231726,1.1620400258231005,-1.08556832694763,0.7073954983922793,3.185136031851368,-3.4593209481101894,1.4294996751137028,-3.5109717868338524,2.1780909673286395,-1.9472361809045193,-4.21179302045728,-2.9205607476635516,2.5149700598802327
46,ADVENZYMES,Advanced Enzyme Technologies Limited,-3.454277681081799,-0.09363295880150421,0.026759432700032847,0.013381506757663955,-0.013379716350016424,0.6328261747677301,-1.1051930758987956,0.46822742474916385,-1.9543546694648448,0.3289906566653507,-0.7445141065830779,0.10460251046025996,-2.8948704926358646,2.913889977786498,-2.695486331849974,1.562500000000003,-2.8721936535808323,0.9368274465122138,-0.13906447534766406,0.10124019235635971
47,AEGISCHEM,Aegis Logistics Limited,-2.6704658405672226,1.3294836500369271,4.843365012319603,12.720203142358352,-0.662147248935824,-2.848828304487674,3.4870819464257417,4.913943626839603,0.6780512305374299,0.5809547865622517,-0.6939799331103641,0.15072852118572722,-0.2505846976277982,3.4030057004664096,-2.4353248504255576,-1.420501744475819,-0.49594974375929907,-3.6169534735500393,-3.0434110922292494,-5.806169965075682
48,AETHER,Aether Industries Limited,-0.012400793650796473,-1.012704842570429,-0.5675576711827143,-1.050724637681165,1.8074511250461143,-3.0284964826517333,0.8598400577235394,-0.13210832882964305,-0.8159618820726651,0.9439066915168668,1.6128046917954588,0.1958743955438603,-0.4933609453039292,-0.3883023904865969,-0.5370828555910847,-0.1386043148125938,0.5331394644371854,-0.5842317653436154,-0.258320317193317,-0.1439712057588537
49,AFFLE,Affle (India) Limited,-1.1149913745950268,-5.121756487025955,2.0117282945105104,3.380625605186702,-0.7230627768954162,-1.445812909338053,-1.6209425781091704,4.98617315464794,7.431783902372133,0.35317860746721735,-0.24707174231332774,1.2555015056752332,-0.03241941459799084,2.2058127425920624,-2.5463603653473688,0.3007449220376625,-0.7257360709200187,-1.813015830063603,-1.422664829057929,0.4151785714285795
50,AGARIND,Agarwal Industrial Corporation Limited,0.18732782369146506,2.513414289748659,-4.33349543416005,-0.07558987095728435,-1.6671091053889082,1.5309147754838064,1.8502251015702107,0.23112480739599633,0.4366329519703803,1.7432379238598663,5.318329878590462,1.735253359040788,2.7932614889136715,-1.132814891923336,-0.6630170316301759,2.25152382137082,-4.7624689017888935,-2.8485929677159465,-1.188445354259062,-0.34002040122407345
51,AGI,AGI Greenpac Limited,-1.2592759163480964,-2.8897947299461384,0.021842009464867456,-0.7228044813877845,-0.1010903314318789,3.1275597587311044,-1.899335232668566,1.3474494706448543,-3.63156392694063,0.1715265866209165,1.5384615384615419,-2.0471993176002243,-0.18447566340287613,-0.9835604889700715,-0.231303006939087,-2.899339821683789,-0.37293192297260647,-4.277276562601421,-5.193526552212163,-2.5251919385796624
52,AGRITECH,Agri-Tech (India) Limited,0.4421326397919346,-2.460679857940129,1.7552916881775973,-1.1482521051288594,-0.9102402022756062,2.727272727272727,-2.7777777777777777,0.12642225031605564,0.12658227848101267,-0.12642225031605564,-1.2977289742949811,5.697705091005003,0.10562450488514237,-1.559656875487393,-2.459432048681539,0.7150153217568831,-3.5942885278188,-1.143830615721584,-1.486454087748752,-0.7377439314612009
53,AGROPHOS,Agro Phos India Limited,1.3745704467353985,-1.7997750281214944,-1.3318534961154147,3.325688073394485,-1.1337868480725624,-0.11325028312570139,-1.670378619153675,1.3544018058690777,0.7963594994311589,0.4571428571428637,3.7959667852906325,-0.589622641509434,0.3550295857988132,1.684717208182919,-5.136986301369864,1.271676300578028,-2.149321266968332,0.22675736961451567,-3.1833150384193107,0.8859357696566967
54,AGSTRA,AGS Transact Technologies Limited,0.9530292716133463,-1.5415549597855116,-0.9953550099535502,3.5738831615120197,-1.8880647336480185,-1.2649800266311435,-1.6371971185330716,2.0040080160320644,2.886597938144322,3.558718861209965,-0.21306818181818987,1.8076644974692695,-0.9312320916905323,0.7942238267147973,-2.050919377652055,2.0202020202020283,-3.076923076923081,-3.3783783783783785,-1.201602136181583,-1.0568031704095073
55,AHL,Abans Holdings Limited,1.8693887590702167,-1.178901312591144,-1.2837432513497355,1.497808085728197,-2.0748867159551607,-1.5265382808830437,-4.336104246236803,0.9525969607620879,0.6965855886719092,-2.4615727333481745,0.4362904127978496,9.292089497493581,0.036692759295493454,-0.35344302254722454,-0.8219509246947849,0.09679370840894792,-2.9359953024075165,0.4601226993865004,0.04721435316335897,0.11817537225242258
56,AHLADA,Ahlada Engineers Limited,-2.3079572855666513,-4.380764163372863,20.00000000000001,-0.11843663639953073,0.7157057654075591,1.3295729250604398,-1.4297061159650606,-0.3955696202531645,0.4370282081843555,1.0843373493975859,-0.2004008016032064,6.852248394004283,0.12864493996569956,0.6908462867012065,-2.113271344040575,-0.16877637130801926,-3.1862745098039262,-0.3257328990227944,-0.9677419354838732,0.5677210056772124
57,AHLEAST,Asian Hotels (East) Limited,-0.6287111421585788,0.2450980392156823,-0.45311955385150043,-1.408934707903788,0.1376462491397031,1.1486251305255868,-0.5882352941176432,-1.2640929279125346,-0.17053206002728513,-1.6437437101643855,-0.6995336442371639,1.693766937669377,4.64374335342076,-0.35323207347227126,-0.9793634137810265,-1.2093987560469939,-2.3616734143049936,-0.6369426751592471,0.23521505376343702,-0.7338225483655733
58,AHLUCONT,Ahluwalia Contracts (India) Limited,5.519807737033864,0.7380217892147327,0.1956258069564537,-0.5292858532788445,1.7341727045967525,2.837947882736149,2.086623992019279,-0.1618458729302252,1.0356394129978959,3.9804682390896886,0.013081015086758836,2.9399883298173166,3.1291950192102904,1.0430308699719448,-0.6505576208178439,1.610085462014255,-3.639838027207789,0.32408252693079737,-2.1702241671876354,0.17445761574592222
59,AIAENG,AIA Engineering Limited,-0.3349743005546716,-0.8977891270747959,-0.428236868517899,1.2300689543059211,1.1857111525386554,-2.564376535954696,-1.5567476596192351,0.26762290219240087,1.3102361363393573,-0.3155414131462251,-0.5047026096171726,-0.002649287341702672,0.27362325000663407,-0.5967942116242813,-0.2620593386623074,-0.2128805897580759,1.101368407067884,1.4830794121612512,-1.8967250410031167,-0.44769830401348365
60,AIRAN,Airan Limited,4.990019960079841,1.4170040485830018,-0.4032258064516186,-1.39165009940357,1.4112903225806364,-1.39165009940357,-0.19841269841270123,0.5988023952095751,-1.9569471624266144,0.9881422924901186,0.998003992015968,1.6227180527383454,-1.0040160642570282,1.0141987829614605,-2.5691699604743166,0.39682539682540247,-0.5917159763313693,-1.5533980582524218,-0.7707129094412304,-1.3307984790874579
61,AIROLAM,Airo Lam limited,-0.068894247330344,-2.5511916750587336,-0.6006006006006044,0.7394957983193239,-1.555261416280605,1.7851128326035741,-2.3676422229529908,3.189684424838831,-2.8354764259808847,-0.26307135810588994,-0.847733941962819,0.3271180896303566,-1.4824363519175063,0.0322372662798268,-1.7110266159695926,-1.374999999999993,2.105934907466504,-5.059073008179353,-1.6095380029806192,-4.606198464600509
62,AJANTPHARM,Ajanta Pharma Limited,-0.9265578788442882,-0.7064380326522155,0.4994530782407657,0.857600799317246,0.9731388456849843,-0.8337154529159199,0.16493037432932933,0.5837760651813123,-0.5928399958250629,0.01461438890976279,-1.7779144878498885,2.4367188320554565,0.11987885925800912,-1.338368642748947,1.7717616252059076,-1.2635529608006748,-0.6854279265287602,1.2878327075948686,6.707699194270362,0.8373016768602397
63,AJMERA,Ajmera Realty & Infra India Limited,-2.143543499149974,-2.6130146847106217,-1.2229806598407313,-1.076176408525002,-2.3557692307692277,-1.6282683602459234,-3.9582116669911107,0.3777763303588845,-1.5265217112436633,-0.28779739063699156,1.4995131450827595,1.4020537124802497,-3.044227455485356,-0.0637795777791951,-4.1860180884869225,0.6829508398449601,-2.2493534612377513,3.35032322227748,-1.4939995101641006,-1.7151110308719983
64,AJOONI,Ajooni Biotech Limited,0.0,0.8196721311475527,0.0,0.0,-2.4000000000000057,-3.8461538461538463,0.0,0.7751937984496096,0.0,0.0,0.0,-1.526717557251903,-1.5037593984962485,1.5267175572519165,-5.0724637681159495,9.523809523809533,-3.816793893129771,0.7692307692307665,2.362204724409455,-3.0534351145038197
65,AJRINFRA,AJR INFRA AND TOLLING LIMITED,,,,,,,,,,,,,,,,,,,,
66,AKASH,Akash Infra-Projects Limited,-0.5772005772005648,-4.545454545454542,-2.288021534320327,-1.849405548216652,-1.3037809647979137,3.2301480484522282,3.0513176144244145,-1.5027322404371701,1.1049723756906038,-2.6881720430107525,2.6206896551724217,0.276625172890737,-0.9589041095890449,1.9553072625698404,-2.717391304347826,-0.8086253369272353,-2.368421052631575,-1.5544041450777237,-0.5154639175257623,-1.8963337547408345
67,AKG,Akg Exim Limited,-0.4405286343612241,-3.813559322033907,11.58392434988181,4.702970297029699,3.3248081841432153,2.088772845953014,-2.0460358056266092,0.5141388174807271,2.638522427440633,-2.820512820512824,-0.5102040816326603,-0.2544529262086369,0.769230769230762,-1.2658227848101267,-1.0025062656641568,-0.7462686567164285,-1.4705882352941038,0.24570024570023172,-0.9732360097323567,-3.7470725995316188
68,AKI,AKI India Limited,-4.873294346978558,4.907975460122697,4.93562231759656,4.954954954954961,4.964539007092203,3.6764705882352944,-2.625298329355612,0.4796163069544262,0.7246376811594306,2.4752475247524752,0.24813895781638073,-0.24752475247525105,0.24813895781638073,2.544529262086514,-2.481389578163772,3.865979381443299,1.041666666666663,0.5235602094240727,-1.2919896640826873,-1.7766497461928827
69,AKSHAR,Akshar Spintex Limited,,,,,,,,,,,,,,,,,,,,
70,AKSHARCHEM,AksharChem India Limited,-0.41006523765145303,-1.087758112094391,-2.0761870373713665,1.0766423357664192,-1.721664275466288,4.989644134814536,-0.4125257828614161,-0.48516514275051736,0.14950476546439068,-0.1492815823847648,1.8434055492208155,1.6811594202898639,-1.1650114591291105,-1.7636022514071252,-0.7263922518159764,-0.6844247132815474,-0.49696300386525527,-0.8214676889375685,-1.5810276679842017,0.10791366906475229
71,AKSHOPTFBR,Aksh Optifibre Limited,,,,,,,,,,,,,,,,,,,,
72,AKZOINDIA,Akzo Nobel India Limited,0.727179568027758,-1.0973161556902602,-0.27018621467170517,0.2904653293565032,-0.0506595483506491,0.16784745398833587,-2.0755690614070366,0.10522690747685008,2.1358085002442637,0.18794416492101185,1.216684831071032,0.31407160037370907,0.8237133237133129,1.21713729308666,-1.5792521013436513,0.21408563425369784,1.3710855103034312,-1.962577797220193,-0.3270175994926272,2.9777333306120894
