,SYMBOL,NAME OF COMPANY,cm26MAY2023bhav.csv,cm25MAY2023bhav.csv,cm24MAY2023bhav.csv,cm23MAY2023bhav.csv,cm22MAY2023bhav.csv,cm19MAY2023bhav.csv,cm18MAY2023bhav.csv,cm17MAY2023bhav.csv,cm16MAY2023bhav.csv,cm15MAY2023bhav.csv,cm12MAY2023bhav.csv,cm11MAY2023bhav.csv,cm10MAY2023bhav.csv,cm09MAY2023bhav.csv,cm08MAY2023bhav.csv,cm05MAY2023bhav.csv,cm04MAY2023bhav.csv,cm03MAY2023bhav.csv,cm02MAY2023bhav.csv
0,20MICRONS,20 Microns Limited,-4.547777210015318,6.5323897659227,4.672364672364666,4.464285714285714,0.5385996409335762,0.6626506024096351,-0.9546539379474906,1.9464720194647134,-0.06079027355622755,-3.8573933372296874,2.7627627627627596,0.6042296072507553,0.36385688295936586,-2.2525192649673875,-0.7647058823529479,-0.23474178403756202,0.2942907592701589,0.5920663114268798,1.0771992818671523
1,21STCENMGM,21st Century Management Services Limited,0.0,-0.8064516129032372,0.26954177897574505,-0.8021390374331475,1.0810810810810774,1.36986301369863,0.0,-1.6172506738544514,-1.5915119363395265,0.8021390374331664,1.3550135501355014,-1.0723860589812295,-0.7978723404255433,1.0752688172042972,-0.2680965147452931,1.6348773841961695,-0.5420054200541891,-1.861702127659582,1.0752688172042972
2,360ONE,360 ONE WAM LIMITED,0.1082381238725168,0.9101941747572815,-0.8304248405343576,2.7832756061355766,0.2231589387552634,0.27349577324714636,-0.899347049402497,0.7947348814106657,-1.8285992929416068,0.2689157804669272,1.5264333581533964,-0.7635467980295623,1.1585897595614743,-1.2304663467454164,-1.8241121043730262,-1.511005353955984,0.7672940894377146,-0.29882859191967487,-0.36917946885792813
3,3IINFOLTD,3i Infotech Limited,0.8012820512820514,0.9708737864077693,-0.48309178743962033,-1.1146496815286557,-2.0280811232449256,0.3129890453834049,-0.9302325581395371,0.6240249609984488,-1.5360983102918588,-0.610687022900772,0.3062787136294071,2.0312499999999956,-3.1770045385779038,0.0,-8.066759388038957,-0.9641873278236759,3.566333808844508,4.315476190476178,2.28310502283105
4,3MINDIA,3M India Limited,1.0620961061344918,-1.3223160916108585,0.916777315787405,-0.9944762747256167,1.6408148244179614,2.347908155294523,0.21704861073875262,0.05794177924182108,0.28321235115748744,-1.1157408195576952,-0.4478566858605277,-0.2864494213975152,-1.0797222436991913,0.5961577673933622,1.7021877024314311,-0.6051861563666793,2.2319013740292215,2.7970075926753015,-0.7016081106252416
5,3PLAND,3P Land Holdings Limited,2.5171624713958676,3.3096926713948127,-1.8561484918793603,-2.9279279279279216,-2.2026431718061676,-1.0893246187363834,0.879120879120876,-0.2192982456140382,-0.8695652173913012,-1.2875536480686725,7.373271889400929,-2.0316027088036086,-1.1160714285714286,-2.3965141612200465,-1.92307692307692,-0.847457627118656,0.0,-1.871101871101868,0.6276150627615152
6,4THDIM,Fourth Dimension Solutions Limited,,,,,,,,,,,,,,,,,,,
7,5PAISA,5Paisa Capital Limited,10.331509494689419,-0.016090104585683464,0.4363283775048555,-0.6741573033707938,-0.6221087892805833,0.15976993129892955,0.7890499194846985,0.08058017727639001,0.1452550032278853,-1.1959815021527667,-0.22275258552107835,0.06368412673140858,0.15946420028703556,-0.9007585335018856,1.1185682326621924,1.3605442176870712,0.6685145931844159,-0.3898002273834807,-0.032472804026616627
8,63MOONS,63 moons technologies limited,-0.5489478499542405,-8.967240421987787,0.8963585434173638,1.6804329250925596,5.912518853695331,-1.0447761194029852,-1.499558953249051,-0.6136762127410772,-1.2409812409812442,-0.9717062017719285,-0.5117998294000601,-0.7618510158013512,3.323615160349848,-0.8956948858711421,1.110137306456328,-1.6944284893739165,1.7533606078316772,0.9141846063108127,-0.4988262910798088
9,A2ZINFRA,A2Z Infra Engineering Limited,-2.272727272727265,-0.7518796992481309,0.7575757575757683,0.0,-4.347826086956532,0.7299270072992805,2.2388059701492455,1.5151515151515234,0.0,-0.7518796992481309,0.7575757575757683,0.7633587786259515,1.5503875968992191,0.7812499999999972,-3.0303030303030196,0.0,0.0,2.325581395348829,-0.7692307692307665
10,AAATECH,AAA Technologies Limited,-3.1276415891800533,1.7196904557179709,2.8293545534924873,-1.908065915004339,-4.394693200663348,-1.6313213703099512,-2.1548284118116543,-1.4162077104641992,5.477178423236509,5.609114811568804,-0.8688097306689836,-0.5185825410544586,-3.098827470686769,4.645048203330422,6.04089219330855,-1.3748854262144823,-4.298245614035093,-4.602510460251046,2.575107296137339
11,AAKASH,Aakash Exploration Services Limited,0.7874015748031609,-0.7812500000000111,0.0,0.0,-0.7751937984496096,-0.7692307692307665,-0.7633587786259515,-0.7575757575757549,1.538461538461533,-1.5151515151515098,0.7633587786259515,0.0,0.0,0.0,0.7692307692307665,0.7751937984496096,-0.7692307692307665,0.0,1.5624999999999944
12,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,2.4911032028469724,0.7168458781362109,-0.8880994671403198,-0.17730496453900962,0.7142857142857117,-3.2815198618307404,3.024911032028462,-1.7482517482517481,-3.050847457627114,0.3401360544217735,4.070796460176986,0.7130124777183575,-0.5319148936170163,0.7142857142857117,-0.5328596802841868,-1.7452006980802792,3.0575539568345245,-1.24333925399644,2.925045703839112
13,AARON,Aaron Industries Limited,-0.13224597751817632,1.4988814317673353,2.7822487928259423,0.29981549815497105,-2.517985611510789,-5.301256120928247,-0.402883799830372,-8.8695652173913,9.292502639915522,9.988385598141695,0.6546644844517211,3.3591106814886365,-5.654354765161881,-0.09111617312072375,0.7805325987144116,-0.2747252747252721,-1.086956521739133,-0.1582636219760318,-0.11291779584462511
14,AARTIDRUGS,Aarti Drugs Limited,0.37024570851565897,-0.1120699316373417,-1.403314917127077,-2.583423035522067,1.0991402764174583,-1.5956307560505436,0.18238386439222526,1.6466739367502752,-0.1198126565733605,-0.6815231501514447,2.6312867769512525,-0.14412416851440737,3.085714285714286,-1.1746103456065031,-0.6842400448682022,-1.6980924026904816,-1.3917581820158822,0.4477937964176521,8.779850302958296
15,AARTIIND,Aarti Industries Limited,1.0077059869590923,-1.1040547142159212,0.9070294784580544,0.3462603878116344,2.162927026480693,-0.19166750731362628,-1.4416384967190297,-0.5635195254572462,0.17827077349707382,0.4676616915422931,-1.2187930017692135,0.28585510103499034,-8.964465183058156,0.38735249076661404,1.9375573921028382,-1.403349932095971,0.09969186151893321,-0.7912245998921016,-1.0938194753223613
16,AARTIPHARM,Aarti Pharmalabs Limited,-2.0754452390969105,0.5215675218494567,0.8100042631803228,3.2575201760821786,-3.347042972627999,-0.7041261794113505,-1.6345754259592677,-1.5277588323557558,-3.7673930165397653,-6.790652147314328,7.130685542010745,-1.0762448132780171,-4.0318566450970605,-0.7901234567901207,2.376137512639023,0.738477209065453,0.5762581636573185,1.061213925197351,6.0090547400192165
17,AARTISURF,Aarti Surfactants Limited,-1.389870435806835,3.092366226827495,0.36561585960350995,-0.3562176165803182,-0.0566388866413177,-1.5062161300605565,-0.015936254980083307,-2.6528079429103353,0.5616224648985995,-0.896722325293747,-0.1774828304653277,2.216437923962781,-0.4397675514371082,0.11006289308176816,-0.4227336777830038,0.24327081534961442,-0.8789670192906002,-3.4762369547263443,-2.8802683389237274
18,AARVEEDEN,Aarvee Denims & Exports Limited,0.9828009828009793,-0.24509803921567236,-0.24449877750611593,0.2450980392156898,-2.625298329355612,0.7211538461538393,0.24096385542169016,-0.7177033492822898,-2.3364485981308416,-0.23310023310023645,-0.9237875288683571,1.1682242990654208,0.0,-0.23310023310023645,-0.23255813953488702,-1.8264840182648339,1.3888888888888755,-3.999999999999994,0.896860986547082
19,AARVI,Aarvi Encon Limited,-0.5863956215793589,0.19584802193497844,0.2749410840534238,-0.6632852126414425,-0.349922239502324,1.8210609659540755,-1.520467836257312,0.0,-0.6199147617202723,1.454402515723277,-0.43052837573385294,0.7889546351084813,-0.07883326763893915,2.051488334674173,-1.6224772457459415,-0.8630835621812543,0.23594180102241222,0.11811023622047691,-0.1179709005112117
20,AAVAS,Aavas Financiers Limited,-2.5182546749777317,1.3318414783801376,-0.03968683479452716,-0.11531947097193675,-0.36265709156193565,-0.2935700988113926,-1.2375362421328053,-0.3593573844419487,-0.5012794896063284,-2.391706015191956,0.08218615163345289,-2.442120736311107,0.4530505403047184,0.8733920108327752,2.6978167153386146,2.772616835786762,-2.873403664630751,2.9768073473180046,0.8614475201845476
21,ABAN,Aban Offshore Limited,-1.7587939698492359,-3.515151515151522,7.421875000000004,0.130378096479784,-0.3896103896103859,0.5221932114882581,-0.5194805194805269,-0.259067357512957,1.0471204188481638,-0.7792207792207718,-0.9009009009009046,-0.639386189258312,-0.25510204081633014,-1.8773466833541925,1.2674271229404308,-0.12658227848100545,-0.12642225031604845,0.7643312101910755,-0.6329113924050633
22,ABB,ABB India Limited,1.5931201562678416,1.2925108886975891,-0.539262666922239,0.5021576081372696,-0.039797162847427486,-0.07055805003207184,-0.5460716017249762,0.21480629075566016,1.4278488892347245,-2.209230066834926,2.1266950744084334,1.1794152721173126,0.22064328023008983,0.11702519328880957,2.2520402812697475,2.0162672994362683,5.552177438035673,0.3326409366239071,0.7080267411752739
23,ABBOTINDIA,Abbott India Limited,0.2772321653411685,1.7275267815556656,-0.1771425648941494,0.6316350927099953,2.2712210714191614,-0.3438154936327304,-1.15458037755415,0.10049919317548796,-0.15922366685509362,-0.006594628204289594,-0.032962272324876155,-0.7227338600345872,-2.4547067165846577,-2.411531204386065,-0.7929079767601963,0.28934557425244367,0.08064784145166437,0.8373603933895959,0.3704492706499615
24,ABCAPITAL,Aditya Birla Capital Limited,0.212249848392962,0.09104704097117189,-1.199400299850075,0.33092659446450745,1.4032946918852853,-0.5461165048543724,0.15192950470981462,-0.30293850348379275,-0.3922751961375844,1.5007656967840666,-0.42695943885330206,-4.0667056758338305,0.0,-1.9506597819850864,2.1388807500732527,-1.5575425439861486,2.3922031896042424,0.8038106579339226,0.4485645933014354
25,ABFRL,Aditya Birla Fashion and Retail Limited,-1.004772670183371,0.5049229992426155,1.8251928020565613,2.4493020805899426,-0.5239717055279015,-1.471347444501804,-0.6921302230197501,-1.564471360080744,-2.437223042836036,2.214393558127834,-0.37603409375783403,0.25131942699170645,-2.7377169396235748,-0.6797766448166921,-3.8515406162464987,-4.7788397421649265,0.08898776418241985,0.2676778942672292,0.6737031214911295
26,ABMINTLLTD,ABM International Limited,4.972875226039783,4.83412322274881,1.4423076923076923,2.5641025641025585,,,,,,,,,,,,,,,
27,ABSLAMC,Aditya Birla Sun Life AMC Limited,0.7684500507466948,-0.7625899280575474,1.297186998979737,-0.23265958993747604,-1.4191513761467858,-1.5384615384615352,-1.047486033519553,-0.9955752212389443,-0.37195205951232013,2.6297186483811714,-1.2840195394277802,-0.3338433718180522,-0.937026319415746,2.442123094297017,-0.028224668360153186,0.6963194543129141,0.04264998578334777,3.624042427813793,0.36965843560550055
28,ACC,ACC Limited,0.3852318420830587,-0.12637609525949225,-2.1462529885404904,0.3336274401676384,4.878401434313648,0.9693713685071043,-2.5993231521770066,-1.4213624894869588,-0.9111617312072943,0.10567296996663465,0.6634381210984469,1.9986865773919993,-0.4632524299437199,-0.4160416607703923,0.11333692233587396,-0.09341561456150504,1.3019041064464354,-1.1648669330839316,0.07374422100576804
29,ACCELYA,Accelya Solutions India Limited,2.4403640929064587,0.6317119393556537,0.1383782074091646,-0.7962033260119128,0.22406541137622615,-0.5123191239734027,-0.0703454744411514,1.672825525489743,-0.655271779891855,0.11460638634208388,-0.8114146838618564,0.03921414846476609,-0.6506155524388448,-0.5424674519528828,-0.09290802105913737,-10.482725162005753,2.2645120136083223,0.5200911940723983,-0.05696382796925248
30,ACCURACY,Accuracy Shipping Limited,-2.9045643153527085,0.41666666666667257,8.10810810810811,-0.8928571428571397,-2.183406113537118,-4.1841004184100425,0.4201680672268818,-0.8333333333333304,-7.335907335907331,-0.7662835249042255,4.400000000000006,-3.8461538461538463,-1.5151515151515098,-0.7518796992481309,-0.37453183520598454,-2.197802197802203,-3.1914893617021227,-5.369127516778528,-0.33444816053510995
31,ACE,Action Construction Equipment Limited,0.9379430690369749,0.7582417582417557,-1.2479652740097666,-0.6361871899935279,0.11875202418223282,1.3790084272737122,1.8163583686204667,-1.0256975846476308,-0.80953943769828,3.218157181571816,0.6134969325153349,1.440590065690907,-1.3192312066416365,-1.863839285714291,0.7194244604316521,0.3723344240099366,0.7846258812826902,5.380467345715995,-0.02396070444471612
32,ACEINTEG,Ace Integrated Solutions Limited,,,,,,,,,,,,,,,,,,,
