,SYMBOL,NAME OF COMPANY,cm28MAR2024bhav.csv,cm27MAR2024bhav.csv,cm26MAR2024bhav.csv,cm22MAR2024bhav.csv,cm21MAR2024bhav.csv,cm20MAR2024bhav.csv,cm19MAR2024bhav.csv,cm18MAR2024bhav.csv,cm15MAR2024bhav.csv,cm14MAR2024bhav.csv,cm13MAR2024bhav.csv,cm12MAR2024bhav.csv,cm11MAR2024bhav.csv,cm07MAR2024bhav.csv,cm06MAR2024bhav.csv,cm05MAR2024bhav.csv,cm04MAR2024bhav.csv,cm02MAR2024bhav.csv,cm01MAR2024bhav.csv
0,20MICRONS,20 Microns Limited,0.4895104895104816,0.0,-1.4133057566356506,0.24187975120941446,-0.7544581618655848,0.829875518672211,-4.047777040477767,-0.2647253474520223,1.8194070080862454,8.242159008023348,-5.186721991701245,-0.06910850034553857,-2.6899798251513114,-5.557319784058431,8.399311531841644,0.5886426592797744,-3.5081857667891745,0.3352329869259135,-0.23411371237457815
1,21STCENMGM,21st Century Management Services Limited,,,,,,,,,,,,,,,,,,,
2,360ONE,360 ONE WAM LIMITED,1.1452953065349167,2.7141319391050427,-2.3353608170008364,-1.1211761211761144,-0.05194805194805532,-2.7216286456829373,0.42775320814906775,-0.6768920573198021,-0.33730443519449155,-0.12901376146788665,-1.5315124567718288,-0.3165892781764457,4.545454545454559,-2.3626570915619456,-3.426035092586177,-0.8730922590402735,0.06191098576046389,-0.6628399617329538,1.7734195702065512
3,3IINFOLTD,3i Infotech Limited,0.2538071065989884,0.5102040816326422,-6.332138590203103,0.6009615384615384,4.0000000000000036,-0.7444168734491244,-1.5873015873016012,0.12224938875306667,-4.439252336448595,9.603072983354673,-9.606481481481493,0.6993006993007093,-6.229508196721315,-0.5434782608695652,-2.2316684378320875,-1.876955161626706,-2.6395939086294358,0.2034587995930853,0.9240246406570753
4,3MINDIA,3M India Limited,-0.8951520408195685,3.2405456069196266,-0.7851043334504888,2.260122964799459,0.03428881502182757,1.2131514308144817,0.5515633840514259,-0.26474558574328017,-1.7877321156268122,-0.37491879239119114,-1.934462053224054,2.4628054421904375,-1.242431649035207,0.5172521822864576,0.6908368240433106,-1.7626239561586592,-3.7116374612487735,0.3889406530482327,-0.8233875847662442
5,3PLAND,3P Land Holdings Limited,,,,,,,,,,,,,,,,,,,
6,4THDIM,Fourth Dimension Solutions Limited,,,,,,,,,,,,,,,,,,,
7,5PAISA,5Paisa Capital Limited,3.008362227207832,2.99338304799916,-2.4187762631956566,0.08205969843061527,-1.405744336569577,-0.3426728482160946,-3.444920202413378,0.7352220370551795,6.127756970453597,1.7250502698698347,-7.271835132482829,-0.9910610182666192,-2.315869400151848,0.2092448164352119,-3.5324341682723186,-2.013845185651341,-0.34939974914890615,0.09864586135773801,-0.46416138534321577
8,63MOONS,63 moons technologies limited,0.0,-3.0857142857142796,-2.2831616825908894,-1.0315608498096496,3.1673634866337266,1.4003083247687536,-3.6991216132624003,2.680386178861777,,,,,,,,,,,
9,A2ZINFRA,A2Z Infra Engineering Limited,,,,,,,,,,,,,,,,,,,
10,AAATECH,AAA Technologies Limited,,,,,,,,,,,,,,,,,,,
11,AAKASH,Aakash Exploration Services Limited,,,,,,,,,,,,,,,,,,,
12,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,,,,,,,,,,,,,,,,,,,
13,AARON,Aaron Industries Limited,2.4155538098978813,0.17706079087152807,-2.9591447117220206,1.1782885841220607,0.8571985193843935,-0.34944670937683325,-3.6475869809203143,1.1350737797956867,-1.8384401114206088,5.858069589148813,-2.417034337233832,0.3851338340073176,-7.647163435888317,3.174311926605496,0.0,-6.56608949082804,0.13733905579398362,3.8509538242110937,11.466613672496024
14,AARTIDRUGS,Aarti Drugs Limited,-1.4745916515426496,-0.5415162454873594,-2.721685689201061,1.810055865921793,2.238976467900391,-1.838977349181428,-1.5564631857820976,0.04417448923246574,-1.297144102899496,1.5384615384615359,-1.633097441480675,-1.0983094648433342,-2.4679689140936776,-1.121495327102799,-1.8748726309353962,-1.3073209975864843,-1.6030081139916927,0.4972155926809865,1.0450160771704158
15,AARTIIND,Aarti Industries Limited,1.1090011393847254,0.26656511805026656,0.18312223409126285,1.0485736314572018,2.109903952133519,-0.10224144710970935,-1.4875648872704768,1.6459284926760192,-1.7030500077411366,4.194224874979835,-4.166344593027757,-1.2216538138505,-1.5855124737000232,1.81317420243287,-1.2838909447926894,-0.00755172934603054,-1.9546868058640503,0.30449313033790637,2.637396142998697
16,AARTIPHARM,Aarti Pharmalabs Limited,-0.11482374555057985,-2.1680521231184082,-3.3546846162197346,-1.2860357946629515,1.722446309822312,1.899577871584082,1.4767219028294467,-0.13508949679161678,1.3925350987330136,5.110977804439115,-7.099866250557294,-2.74254742547425,1.1735029611757013,-0.021929824561408493,-1.2880181837861215,-4.0602284527518195,-2.034587995930824,-0.3951768162934418,1.0339885339885364
17,AARTISURF,Aarti Surfactants Limited,-0.7096658282429115,-0.9960868018498794,-3.889221300965894,0.5414231694740618,1.9271198318149967,0.7146007940008742,-2.9288344609060584,-1.426641904440306,1.0492194830674704,1.9036856745479713,-4.7208878582077185,-3.2609566541142394,-2.53026161655604,-0.15594541910331383,-3.17831798278725,-2.8529519618628596,0.4641909814323574,1.1778738631280716,-0.029810702042022925
18,AARVEEDEN,Aarvee Denims & Exports Limited,1.059322033898305,-3.869653767820771,-3.5363457760314283,4.08997955010225,1.6632016632016573,-1.434426229508188,-1.2145748987854281,1.6460905349794182,-2.9940119760479043,3.512396694214882,-9.869646182495352,-6.282722513088995,-4.340567612687816,-1.6420361247947455,-2.090032154340843,-4.601226993865031,-3.976435935198826,2.1052631578947456,3.10077519379845
19,AARVI,Aarvi Encon Limited,0.6331785563528914,-3.4243783122706914,-2.3098367184388624,0.43999999999999767,0.9693053311793239,-0.8807045636509275,-0.9516256938937262,0.1986491855383393,2.442002442002442,1.570897064902845,-1.9854132901134545,-2.1799445105033692,-2.398452611218564,-3.0018761726078798,-1.7692591227423555,-1.0936930368209987,-1.0818608005769923,1.3523391812865455,1.7478616586091653
20,AAVAS,Aavas Financiers Limited,-0.5856128154752909,-0.13206052145040184,-2.2822800678415915,0.5114141713607963,-0.15171137835337314,-1.4405543398978848,-0.5296379598055543,1.0150610135952147,-1.0479367611864563,2.929869742096816,-2.857039266161478,-0.7949068412344403,-1.745829799264917,1.9822677142651193,2.1500625874383363,-5.140741775511639,-1.557396775191657,1.2144199317976072,-1.237198432881985
21,ABAN,Aban Offshore Limited,,,,,,,,,,,,,,,,,,,
22,ABB,ABB India Limited,1.297905037941825,5.894802522850689,-0.630090156517067,1.7476853825299665,2.2882257530041654,1.8672494048253465,-2.395630120952003,2.674239524263112,-0.15732214598072056,0.5029255437938208,-2.1117523609653728,-2.111669391493411,1.2234111683923297,1.2287964635921937,0.34941954108979206,0.875425060596109,2.400196379703794,0.17668970919059387,0.82461730594405
23,ABBOTINDIA,Abbott India Limited,1.5340093332160287,0.03745171070051552,-1.3523798264313476,-2.190382409005091,-0.05615989136401459,-2.1303218281109193,-1.0930232151628396,0.7034133856258036,0.3400086900922351,3.3068814445687176,1.5123899280202417,-0.8661546004249007,-0.7486800595590714,0.4152407444686446,-0.17884251081001856,-0.8532565384336712,-2.043683989220053,-0.12297703660782101,-0.7650997742155548
24,ABCAPITAL,Aditya Birla Capital Limited,-0.08544574195386252,-0.8752117447769525,1.1710939731505186,0.9224560392043949,2.602780242531782,-0.5588235294117581,-1.677270098322733,-0.5178365937859641,0.43340075122796873,0.9626604434072378,-6.695699510070758,2.1406727828746144,-1.2355848434925865,0.6355346780878728,-5.755208333333339,0.5498821681068402,2.2489959839357367,-0.1870657402458548,1.8785733732643553
25,ABFRL,Aditya Birla Fashion and Retail Limited,0.2927543303244805,-0.9903381642512133,0.8035062089116172,-0.48461352071722796,2.077665100173133,-2.201257861635212,-0.6966130194571305,0.3858210754762534,3.1592039800994995,0.3244322435737488,-6.093273962971643,-3.176764238711141,-2.24046140195209,0.759946356727768,-2.31441048034935,-0.43478260869565216,-0.6479481641468683,0.7616974972796519,2.0204262877442325
26,ABMINTLLTD,ABM International Limited,-2.7178257394084664,-4.866920152091259,2.975724353954579,9.991386735572789,9.943181818181818,9.999999999999993,-7.246376811594203,2.88270377733599,5.783385909568875,5.549389567147614,-7.494866529774138,-5.528612997090193,-7.284172661870511,-0.6255585344057218,,0.7200720072007304,-3.8927335640138407,1.4925373134328257,1.424755120213721
27,ABSLAMC,Aditya Birla Sun Life AMC Limited,0.7751937984496124,-0.8672741244922579,-0.07678806494076848,0.18683371799099302,-0.16458196181698487,-1.2139605462822507,-2.7921188494363083,-0.8979847551425313,-1.6331142152834817,3.190249072602016,-6.574908406772946,-3.937981546656519,1.8109626186325827,-0.36665380162101324,-0.317399249783587,-0.13447315339543403,0.09614460148062688,-0.7443458345262125,-0.5126744517231429
28,ACC,ACC Limited,1.53212990505684,0.1673469387755065,0.2762713598690269,0.1804128995223196,1.7162280518830584,-0.23716401764168563,-1.5625319981159544,-2.4531053357038552,0.8400145038475448,3.8926792516010216,-6.734072454715803,-3.039479162723804,0.1174776413521263,-0.12112036336108319,-1.0023419203747073,-0.99790403056777,-0.2553144252650308,0.26340685228812866,2.5158787509983505
29,ACCELYA,Accelya Solutions India Limited,-2.472647067359312,2.8045469463257455,-3.261465639160678,-0.5767906336088259,3.112794413540072,3.28850855745721,-2.619047619047619,0.6982947223304516,-2.123727670059549,5.2191358024691334,-4.990909624068964,-2.24731984177034,-3.4885329349600225,-0.05529902950203225,-1.1182195975503086,-1.0844579062660549,-2.169484350609837,3.0312116668938205,0.16382252559726962
30,ACCURACY,Accuracy Shipping Limited,,,,,,,,,,,,,,,,,,,
31,ACE,Action Construction Equipment Limited,1.2598481084534032,1.1850043091065785,-0.05742176284811617,-1.0757269144743753,10.341990833235398,-0.3707751151354305,0.490253755343766,2.7193618564176942,-2.540343162275718,18.07603152526658,-14.74308300395257,-2.0670434311372645,-6.625221382874896,-0.03974275597949142,-1.340272331931272,0.7722978555264197,-6.410946009547497,4.85019386676066,12.209785231183
32,ACEINTEG,Ace Integrated Solutions Limited,-3.9001560062402385,-2.8787878787878873,-4.899135446685887,1.908957415565362,-1.4471780028943562,4.223227752639513,4.905063291139231,4.118616144975288,2.0168067226890805,-3.5656401944894696,-4.341085271317826,-5.007363770250376,-3.9603960396039564,2.6124818577648723,-4.9655172413793025,-0.4120879120879082,-2.933333333333337,2.0408163265306123,-0.2713704206241558
33,ACI,Archean Chemical Industries Limited,2.3796770984773055,2.6872004400094323,-0.3757338551859064,2.701181767023065,2.6574234546504947,-0.05773672055427627,-1.3346354166666556,2.9835735836406223,1.3936097892590154,-3.1121356825292246,-4.983180786982715,-1.6238263814068135,-5.559997092811978,-1.812602583315483,-0.6522509748316232,-1.9123783031988872,-3.0997304582210243,1.4631478189525566,-3.4459994718774785
34,ACL,Andhra Cements Limited,-3.115264797507788,-2.727272727272727,-2.3090586145648344,1.137724550898207,-0.41741204531901527,-0.237953599048189,-3.0565167243368,0.9313154831199035,3.059388122375539,-0.05995203836931818,0.3610108303249235,-3.596287703016251,-2.818489289740699,2.840579710144931,-6.554712892741059,-4.05405405405406,-2.0865139949109386,1.2886597938144329,0.15487867836861713
35,ADANIENT,Adani Enterprises Limited,2.4022292687614106,0.390681522210971,0.07240081088908196,1.3435512799608615,0.4932081469465396,-0.040947358076456906,-1.897646019121079,-0.6528957282421244,1.449416184877488,6.2366664372720395,-6.927141713370702,-2.6454861490015094,-0.5950628380158458,-0.22882233800768834,-2.3034861941876628,-0.2095172060353096,-0.48301207530187984,0.4369114877589454,1.0150970962439858
36,ADANIGREEN,Adani Green Energy Limited,0.6941015089163287,-1.9634211941904252,0.39152153368435266,-0.1940334707737036,0.41131105398457096,1.4383354835167876,-2.585699770041186,-1.7187007253232325,0.3851632986862214,9.87246376811594,-9.071741078488214,-1.71993990571414,0.062205173396923205,0.9735671290238109,-1.8948341378247964,0.345236254959553,-1.5547721104826573,0.09139143459165569,3.9312946887944915
37,ADANIPORTS,Adani Ports and Special Economic Zone Limited,1.4401270033262743,1.4261616316515802,1.7634207240948923,1.5168917580894183,1.3690380600610208,0.33838221076378067,-2.005368703615969,-1.2782540919719478,1.1949363095003425,4.8199743706337035,-7.050641666026282,-1.9330042578846292,0.11316911237692859,0.049064009661842614,-1.0087424344317417,-0.3202740950394723,0.3213031457819588,1.225323349217158,0.12116622491479812
38,ADANIPOWER,Adani Power Limited,3.3394637498790054,-1.0440613026820011,-1.704170982016751,1.2970910824987991,1.8257744974264305,-0.6464685449633389,-2.1156025689459637,-0.1885369532428356,,,,,,,,,,,
39,ADANITRANS,Adani Transmission Limited,,,,,,,,,,,,,,,,,,,
