,SYMBOL,NAME OF COMPANY,cm01SEP2023bhav.csv
472,EIMCOELECO,Eimco Elecon (India) Limited,
473,EKC,Everest Kanto Cylinder Limited,2.031993082576735
474,ELDEHSG,Eldeco Housing And Industries Limited,-3.1878860330743177
475,ELECON,Elecon Engineering Company Limited,1.9762174405436064
476,ELECTCAST,Electrosteel Castings Limited,-0.14556040756915362
477,ELECTHERM,Electrotherm (India) Limited,
478,ELGIEQUIP,Elgi Equipments Limited,0.5604809945990014
479,ELGIRUBCO,Elgi Rubber Company Limited,-1.282051282051293
480,ELIN,Elin Electronics Limited,12.357052096569243
481,EMAMILTD,Emami Limited,2.106567534076841
482,EMAMIPAP,Emami Paper Mills Limited,0.6079027355623187
483,EMAMIREAL,Emami Realty Limited,1.2610340479192939
484,EMIL,Electronics Mart India Limited,
485,EMKAY,Emkay Global Financial Services Limited,1.0869565217391175
486,EMMBI,Emmbi Industries Limited,-0.44918585064569505
487,EMUDHRA,eMudhra Limited,-0.1503457953292573
488,ENDURANCE,Endurance Technologies Limited,-0.04517119884361731
489,ENERGYDEV,Energy Development Company Limited,-0.28248587570621875
490,ENGINERSIN,Engineers India Limited,2.2359040829552743
491,ENIL,Entertainment Network (India) Limited,5.0386294927779645
492,EPL,EPL Limited,-0.2545824847250509
493,EQUIPPP,Equippp Social Impact Technologies Limited,
494,EQUITASBNK,Equitas Small Finance Bank Limited,-1.8784530386740363
495,ERIS,Eris Lifesciences Limited,0.2901234567901263
496,EROSMEDIA,Eros International Media Limited,0.27700831024931144
497,ESABINDIA,Esab India Limited,-0.3138239447669857
498,ESCORTS,Escorts Kubota Limited,-0.8024056342486321
499,ESSARSHPNG,Essar Shipping Limited,
500,ESSENTIA,Integra Essentia Limited,
501,ESTER,Ester Industries Limited,-0.05219206680584255
502,ETHOSLTD,Ethos Limited,-0.1990169767512096
503,EUROTEXIND,Eurotex Industries and Exports Limited,
504,EVEREADY,Eveready Industries India Limited,-0.7206994328922522
505,EVERESTIND,Everest Industries Limited,2.290882962086302
506,EXCEL,Excel Realty N Infra Limited,
507,EXCELINDUS,Excel Industries Limited,-0.8007117437722396
508,EXIDEIND,Exide Industries Limited,-0.39355322338831006
509,EXPLEOSOL,Expleo Solutions Limited,-0.473255558001324
510,EXXARO,Exxaro Tiles Limited,10.540436949022615
511,FACT,Fertilizers and Chemicals Travancore Limited,0.765663754987601
512,FAIRCHEMOR,Fairchem Organics Limited,-1.784718349135523
513,FAZE3Q,Faze Three Limited,1.0340865568747635
514,FCL,Fineotex Chemical Limited,0.03194377894903878
515,FCONSUMER,Future Consumer Limited,
516,FCSSOFT,FCS Software Solutions Limited,-2.1276595744680966
517,FDC,FDC Limited,-0.039416633819480774
518,FEDERALBNK,The Federal Bank  Limited,-0.10420284821116865
519,FEL,Future Enterprises Limited,
520,FELDVR,Future Enterprises Limited,
521,FIBERWEB,Fiberweb (India) Limited,-0.9661835748792292
522,FIEMIND,Fiem Industries Limited,5.283474698668635
523,FILATEX,Filatex India Limited,3.276955602537007
524,FINCABLES,Finolex Cables Limited,-0.5728835136855465
525,FINEORG,Fine Organic Industries Limited,0.4619154371513401
526,FINOPB,Fino Payments Bank Limited,-1.236111111111108
527,FINPIPE,Finolex Industries Limited,3.5483197662283446
528,FIVESTAR,Five-Star Business Finance Limited,-4.884738457519751
529,FLEXITUFF,Flexituff Ventures International Limited,
530,FLFL,Future Lifestyle Fashions Limited,
531,FLUOROCHEM,Gujarat Fluorochemicals Limited,0.8845926606709208
532,FMGOETZE,Federal-Mogul Goetze (India) Limited.,-0.15087093677136507
533,FMNL,Future Market Networks Limited,9.756097560975602
534,FOCUS,Focus Lighting and Fixtures Limited,0.1365143340050794
535,FOODSIN,Foods & Inns Limited,1.183920704845818
536,FORCEMOT,FORCE MOTORS LTD,1.88379614790641
537,FORTIS,Fortis Healthcare Limited,-2.1860394994723356
538,FOSECOIND,Foseco India Limited,-0.49991121795310073
539,FRETAIL,Future Retail Limited,
540,FSC,Future Supply Chain Solutions Limited,
541,FSL,Firstsource Solutions Limited,2.8186274509804066
542,FUSION,Fusion Micro Finance Limited,-1.102737009123371
543,GABRIEL,Gabriel India Limited,0.42633822832781393
544,GAEL,Gujarat Ambuja Exports Limited,-0.8558387219475087
545,GAIL,GAIL (India) Limited,5.521739130434778
546,GAL,Gyscoal Alloys Limited,
547,GALAXYSURF,Galaxy Surfactants Limited,-0.5624883590985252
548,GALLANTT,Gallantt Ispat Limited,-0.8017103153393909
549,GANDHITUBE,Gandhi Special Tubes Limited,1.013631597343586
550,GANECOS,Ganesha Ecosphere Limited,0.7468760473021672
551,GANESHBE,Ganesh Benzoplast Limited,0.31976744186047174
552,GANESHHOUC,Ganesh Housing Corporation Limited,-1.8002522646485546
553,GANGAFORGE,Ganga Forging Limited,
554,GANGESSECU,Ganges Securities Limited,0.4776378636560982
555,GANGOTRI,Gangotri Textiles Limited,
556,GARFIBRES,Garware Technical Fibres Limited,-0.23476015337663353
557,GATEWAY,Gateway Distriparks Limited,0.05813953488371762
558,GATI,GATI Limited,-0.06795786612299987
559,GAYAHWS,Gayatri Highways Limited,
560,GAYAPROJ,Gayatri Projects Limited,
561,GEECEE,GeeCee Ventures Limited,2.897327707454293
562,GEEKAYWIRE,Geekay Wires Limited,
563,GENCON,Generic Engineering Construction and Projects Limited,
564,GENESYS,Genesys International Corporation Limited,-0.3018108651911338
565,GENUSPAPER,Genus Paper & Boards Limited,0.533333333333341
566,GENUSPOWER,Genus Power Infrastructures Limited,4.988399071925745
567,GEOJITFSL,Geojit Financial Services Limited,1.5803336259877059
568,GEPIL,GE Power India Limited,4.9504950495049505
569,GESHIP,The Great Eastern Shipping Company Limited,0.48397645519948274
570,GET&D,GE T&D India Limited,-4.414877532506794
571,GFLLIMITED,GFL Limited,-0.8264462809917389
572,GFSTEELS,Grand Foundry Limited,
573,GHCL,GHCL Limited,-2.2284794851166567
574,GICHSGFIN,GIC Housing Finance Limited,0.642099385817982
575,GICRE,General Insurance Corporation of India,0.8961397058823608
576,GILLANDERS,Gillanders Arbuthnot & Company Limited,2.272727272727281
577,GILLETTE,Gillette India Limited,-0.6789176778683664
578,GINNIFILA,Ginni Filaments Limited,
579,GIPCL,Gujarat Industries Power Company Limited,6.639004149377594
580,GISOLUTION,GI Engineering Solutions Limited,
581,GKWLIMITED,GKW Limited,
582,GLAND,Gland Pharma Limited,1.5303339171380093
583,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,0.6155998600909377
584,GLENMARK,Glenmark Pharmaceuticals Limited,-1.277955271565504
585,GLFL,Gujarat Lease Financing Limited,-3.896103896103894
586,GLOBAL,Global Education Limited,
587,GLOBALVECT,Global Vectra Helicorp Limited,
588,GLOBE,Globe Textiles (India) Limited,
589,GLOBUSSPR,Globus Spirits Limited,0.35423109361821503
590,GLS,Glenmark Life Sciences Limited,-0.6056792259891486
591,GMBREW,GM Breweries Limited,0.2598491198658767
592,GMDCLTD,Gujarat Mineral Development Corporation Limited,0.2211055276381955
593,GMMPFAUDLR,GMM Pfaudler Limited,5.832409314113731
594,GMRINFRA,GMR Airports Infrastructure Limited,1.9433198380566847
595,GMRP&UI,GMR Power and Urban Infra Limited,13.799999999999999
596,GNA,GNA Axles Limited,-46.7885881492319
597,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,2.2805578342903985
598,GOACARBON,Goa Carbon Limited,0.7400379506641322
599,GOCLCORP,GOCL Corporation Limited,0.6648781056806305
600,GOCOLORS,Go Fashion (India) Limited,0.5576208178438662
601,GODFRYPHLP,Godfrey Phillips India Limited,-0.8785589773387608
602,GODHA,Godha Cabcon & Insulation Limited,
603,GODREJAGRO,Godrej Agrovet Limited,0.1980404419428786
604,GODREJCP,Godrej Consumer Products Limited,0.0198975277321838
605,GODREJIND,Godrej Industries Limited,-0.12090773809523388
606,GODREJPROP,Godrej Properties Limited,-0.13063555717583325
607,GOENKA,Goenka Diamond and Jewels Limited,
608,GOKEX,Gokaldas Exports Limited,-2.3993416054697305
609,GOKUL,Gokul Refoils and Solvent Limited,-0.16207455429497797
610,GOKULAGRO,Gokul Agro Resources Limited,1.6445865692096822
611,GOLDENTOBC,Golden Tobacco Limited,
612,GOLDIAM,Goldiam International Limited,0.15879317189361083
613,GOLDTECH,Goldstone Technologies Limited,
614,GOODLUCK,Goodluck India Limited,0.8991706678306377
615,GOODYEAR,Goodyear India Limited,-0.7414712542917737
616,GOYALALUM,Goyal Aluminiums Limited,
617,GPIL,Godawari Power And Ispat limited,0.36331341837558534
618,GPPL,Gujarat Pipavav Port Limited,0.038491147036168544
619,GPTINFRA,GPT Infraprojects Limited,
620,GRANULES,Granules India Limited,1.5793010752688135
621,GRAPHITE,Graphite India Limited,0.5591897024688824
622,GRASIM,Grasim Industries Limited,1.1474357184734334
623,GRAUWEIL,Grauer & Weil (India) Limited,1.4016967908520672
624,GRAVITA,Gravita India Limited,0.2173774055367362
625,GREAVESCOT,Greaves Cotton Limited,-1.1956160743938964
626,GREENLAM,Greenlam Industries Limited,0.8868675383740711
627,GREENPANEL,Greenpanel Industries Limited,0.9125777013622506
628,GREENPLY,Greenply Industries Limited,1.270136307311018
629,GREENPOWER,Orient Green Power Company Limited,
630,GRINDWELL,Grindwell Norton Limited,-1.1005667589297363
631,GRINFRA,G R Infraprojects Limited,0.5758005994636342
632,GRMOVER,GRM Overseas Limited,0.7129147244310454
633,GROBTEA,The Grob Tea Company Limited,0.3820598006644569
634,GRPLTD,GRP Limited,
635,GRSE,Garden Reach Shipbuilders & Engineers Limited,-0.19575457270447455
636,GRWRHITECH,Garware Hi-Tech Films Limited,6.937240663900416
637,GSFC,Gujarat State Fertilizers & Chemicals Limited,1.3120365088419754
638,GSLSU,Global Surfaces Limited,0.7845334827682857
639,GSPL,Gujarat State Petronet Limited,0.4345464421510214
640,GSS,GSS Infotech Limited,-0.4547751389590731
641,GTL,GTL Limited,4.827586206896547
642,GTLINFRA,GTL Infrastructure Limited,7.1428571428571495
643,GTPL,GTPL Hathway Limited,0.9514435695537983
644,GUFICBIO,Gufic Biosciences Limited,4.49256625727215
645,GUJALKALI,Gujarat Alkalies and Chemicals Limited,4.901469007524192
646,GUJAPOLLO,Gujarat Apollo Industries Limited,
647,GUJGASLTD,Gujarat Gas Limited,1.9250027817959223
648,GUJRAFFIA,Gujarat Raffia Industries Limited,
649,GULFOILLUB,Gulf Oil Lubricants India Limited,1.0622678987822742
650,GULFPETRO,GP Petroleums Limited,-2.449414270500544
651,GULPOLY,Gulshan Polyols Limited,0.5657388549445576
652,GVKPIL,GVK Power & Infrastructure Limited,4.1666666666666705
653,HAL,Hindustan Aeronautics Limited,1.06273876368484
654,HAPPSTMNDS,Happiest Minds Technologies Limited,-0.38244007541071423
655,HARDWYN,Hardwyn India Limited,-0.3841229193341833
656,HARIOMPIPE,Hariom Pipe Industries Limited,-0.6070161608198695
657,HARRMALAYA,Harrisons  Malayalam Limited,-0.3619254433586681
658,HARSHA,Harsha Engineers International Limited,-1.7588215895350114
659,HATHWAY,Hathway Cable & Datacom Limited,2.4242424242424154
660,HATSUN,Hatsun Agro Product Limited,-1.5548145060441927
661,HAVELLS,Havells India Limited,-0.4911343035643317
662,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,
663,HBLPOWER,HBL Power Systems Limited,2.2934924482565857
664,HBSL,HB Stockholdings Limited,-0.6029285099052443
665,HCC,Hindustan Construction Company Limited,0.3460207612456797
666,HCG,Healthcare Global Enterprises Limited,-0.15669515669515993
667,HCL-INSYS,HCL Infosystems Limited,
668,HCLTECH,HCL Technologies Limited,1.1645267243953301
669,HDFC,Housing Development Finance Corporation Limited,
670,HDFCAMC,HDFC Asset Management Company Limited,-3.682354805482918
671,HDFCBANK,HDFC Bank Limited,0.20681536160870534
672,HDFCLIFE,HDFC Life Insurance Company Limited,-0.5273361768127146
673,HDIL,Housing Development and Infrastructure Limited,
674,HEADSUP,Heads UP Ventures Limited,2.0491803278688527
675,HECPROJECT,HEC Infra Projects Limited,4.317386231038509
676,HEG,HEG Limited,-0.359681425023548
677,HEIDELBERG,HeidelbergCement India Limited,2.752538749331911
678,HEMIPROP,Hemisphere Properties India Limited,0.4670912951167704
679,HERANBA,Heranba Industries Limited,1.1173955028279794
680,HERCULES,Hercules Hoists Limited,-0.6367624168671289
681,HERITGFOOD,Heritage Foods Limited,2.113659022931211
682,HEROMOTOCO,Hero MotoCorp Limited,0.39266791268712675
683,HESTERBIO,Hester Biosciences Limited,0.00290816029779297
684,HEUBACHIND,Heubach Colorants India Limited,0.5229327813487382
685,HEXATRADEX,Hexa Tradex Limited,0.13740982480246555
686,HFCL,HFCL Limited,-1.7716535433070977
687,HGINFRA,H.G. Infra Engineering Limited,-0.880678767049731
688,HGS,Hinduja Global Solutions Limited,-0.19352917824533997
689,HIKAL,Hikal Limited,4.206081081081077
690,HIL,HIL Limited,-0.5299971755636351
691,HILTON,Hilton Metal Forging Limited,
692,HIMATSEIDE,Himatsingka Seide Limited,0.23769100169778898
693,HINDALCO,Hindalco Industries Limited,2.913993693595733
694,HINDCOMPOS,Hindustan Composites Limited,3.259404484744519
695,HINDCON,Hindcon Chemicals Limited,
696,HINDCOPPER,Hindustan Copper Limited,5.459135373934999
697,HINDMOTORS,Hindustan Motors Limited,0.33898305084746244
698,HINDNATGLS,Hindusthan National Glass & Industries Limited,
699,HINDOILEXP,Hindustan Oil Exploration Company Limited,0.7281553398058184
700,HINDPETRO,Hindustan Petroleum Corporation Limited,0.8665860540104819
701,HINDUNILVR,Hindustan Unilever Limited,-0.00997984072174208
702,HINDWAREAP,Hindware Home Innovation Limited,0.9387267451783581
703,HINDZINC,Hindustan Zinc Limited,0.48719157630049076
704,HIRECT,Hind Rectifiers Limited,
705,HISARMETAL,Hisar Metal Industries Limited,
706,HITECH,Hi-Tech Pipes Limited,-0.06476683937823466
707,HITECHCORP,Hitech Corporation Limited,
708,HITECHGEAR,The Hi-Tech Gears Limited,2.736189984512138
709,HLEGLAS,HLE Glascoat Limited,0.13720950175800845
710,HLVLTD,HLV LIMITED,14.779874213836475
711,HMT,HMT Limited,
712,HMVL,Hindustan Media Ventures Limited,
713,HNDFDS,Hindustan Foods Limited,0.08199708454811325
714,HOMEFIRST,Home First Finance Company India Limited,3.482169613425227
715,HONAUT,Honeywell Automation India Limited,-0.6207795942356504
716,HONDAPOWER,Honda India Power Products Limited,-0.0530393438275498
717,HOVS,HOV Services Limited,
718,HPAL,HP Adhesives Limited,1.9094223757436062
719,HPIL,Hindprakash Industries Limited,2.338060559601389
720,HPL,HPL Electric & Power Limited,4.983089064261561
721,HSCL,Himadri Speciality Chemical Limited,3.9652483849409697
722,HTMEDIA,HT Media Limited,-2.23577235772358
723,HUBTOWN,Hubtown Limited,
724,HUDCO,Housing & Urban Development Corporation Limited,2.002670226969292
725,HUHTAMAKI,Huhtamaki India Limited,-1.255946717411993
726,HYBRIDFIN,Hybrid Financial Services Limited,
727,IBREALEST,Indiabulls Real Estate Limited,1.5009380863039434
728,IBULHSGFIN,Indiabulls Housing Finance Limited,-0.6051437216338966
729,ICDSLTD,ICDS Limited,
730,ICEMAKE,Ice Make Refrigeration Limited,-1.0178373475763287
731,ICICIBANK,ICICI Bank Limited,1.0378096479791443
732,ICICIGI,ICICI Lombard General Insurance Company Limited,2.1047423308213338
733,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,-0.37240645504522485
734,ICIL,Indo Count Industries Limited,0.509580105992662
735,ICRA,ICRA Limited,-2.422890546881009
736,IDBI,IDBI Bank Limited,0.4180602006688963
737,IDEA,Vodafone Idea Limited,10.497237569060765
738,IDFC,IDFC Limited,1.4373716632443532
739,IDFCFIRSTB,IDFC First Bank Limited,0.05356186395287774
740,IEL,Indiabulls Enterprises Limited,
741,IEX,Indian Energy Exchange Limited,4.397781299524562
742,IFBAGRO,IFB Agro Industries Limited,-0.13484877672896273
743,IFBIND,IFB Industries Limited,1.53838020723198
744,IFCI,IFCI Limited,4.262295081967215
745,IFGLEXPOR,IFGL Refractories Limited,-1.992566590956026
746,IGARASHI,Igarashi Motors India Limited,0.8896182414924819
747,IGL,Indraprastha Gas Limited,-0.13897797733589423
748,IGPL,IG Petrochemicals Limited,-0.029821073558643593
749,IIFL,IIFL Finance Limited,-1.8955002472391624
750,IIFLSEC,IIFL Securities Limited,-0.18656716417911154
751,IITL,Industrial Investment Trust Limited,
752,IL&FSENGG,IL&FS Engineering and Construction Company Limited,
753,IL&FSTRANS,IL&FS Transportation Networks Limited,
754,IMAGICAA,Imagicaaworld Entertainment Limited,-0.9606986899563269
755,IMFA,Indian Metals & Ferro Alloys Limited,3.0557377049180268
756,IMPAL,India Motor Parts and Accessories Limited,2.6175687666370866
757,IMPEXFERRO,Impex Ferro Tech Limited,
758,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,6.4864864864864895
759,INDBANK,Indbank Merchant Banking Services Limited,-0.9345794392523387
760,INDHOTEL,The Indian Hotels Company Limited,0.7959135186505163
761,INDIACEM,The India Cements Limited,10.408292786122274
762,INDIAGLYCO,India Glycols Limited,1.947019867549675
763,INDIAMART,Indiamart Intermesh Limited,1.6595612616585722
764,INDIANB,Indian Bank,-0.4093490030370935
765,INDIANCARD,Indian Card Clothing Company Limited,0.7361671811921078
766,INDIANHUME,Indian Hume Pipe Company Limited,3.479521565784713
767,INDIGO,InterGlobe Aviation Limited,0.16016427104723166
768,INDIGOPNTS,Indigo Paints Limited,0.8214990766095708
769,INDLMETER,IMP Powers Limited,
770,INDNIPPON,India Nippon Electricals Limited,-1.0631644777986171
771,INDOAMIN,Indo Amines Limited,-1.9867549668874103
772,INDOBORAX,Indo Borax & Chemicals Limited,
773,INDOCO,Indoco Remedies Limited,-1.7021276595744608
774,INDORAMA,Indo Rama Synthetics (India) Limited,1.5640273704789918
775,INDOSTAR,IndoStar Capital Finance Limited,
776,INDOTECH,Indo Tech Transformers Limited,
777,INDOTHAI,Indo Thai Securities Limited,
778,INDOWIND,Indowind Energy Limited,
779,INDRAMEDCO,Indraprastha Medical Corporation Limited,
780,INDSWFTLAB,Ind-Swift Laboratories Limited,-1.3326987148976597
781,INDSWFTLTD,Ind-Swift Limited,
782,INDTERRAIN,Indian Terrain Fashions Limited,-1.3489208633093526
783,INDUSINDBK,IndusInd Bank Limited,2.7863440119000007
784,INDUSTOWER,Indus Towers Limited,3.710045662100457
785,INFIBEAM,Infibeam Avenues Limited,1.0273972602739752
786,INFOBEAN,InfoBeans Technologies Limited,0.5809128630705418
787,INFOMEDIA,Infomedia Press Limited,0.0
788,INFY,Infosys Limited,0.5851823469991894
789,INGERRAND,Ingersoll Rand (India) Limited,-0.9815646015499996
790,INOXGREEN,Inox Green Energy Services Limited,0.1458789204960008
791,INOXWIND,Inox Wind Limited,0.9801519235481498
792,INSECTICID,Insecticides (India) Limited,2.950152594099695
793,INSPIRISYS,Inspirisys Solutions Limited,
794,INTELLECT,Intellect Design Arena Limited,-0.26530612244898577
795,INTENTECH,Intense Technologies Limited,0.5066497783407111
796,INTLCONV,International Conveyors Limited,-0.8225616921268962
797,INVENTURE,Inventure Growth & Securities Limited,2.499999999999991
798,IOB,Indian Overseas Bank,-1.6339869281045754
799,IOC,Indian Oil Corporation Limited,-0.056116722783386266
800,IOLCP,IOL Chemicals and Pharmaceuticals Limited,-0.6678949792722196
801,IONEXCHANG,ION Exchange (India) Limited,0.2734409455764231
802,IPCALAB,IPCA Laboratories Limited,-0.7613486747953622
803,IPL,India Pesticides Limited,6.5959741193386145
804,IRB,IRB Infrastructure Developers Limited,7.4204946996466346
805,IRCON,Ircon International Limited,4.122807017543862
806,IRCTC,Indian Railway Catering And Tourism Corporation Limited,2.433035714285718
807,IRFC,Indian Railway Finance Corporation Limited,11.055776892430274
808,IRIS,Iris Business Services Limited,
809,IRISDOREME,Iris Clothings Limited,-0.2640264026402678
810,ISEC,ICICI Securities Limited,-0.024005761382728218
811,ISFT,Intrasoft Technologies Limited,0.5462348809988207
812,ISGEC,Isgec Heavy Engineering Limited,-0.11507479861911221
813,ISMTLTD,ISMT Limited,1.6321406151914588
814,ITC,ITC Limited,0.307027518762798
815,ITDC,India Tourism Development Corporation Limited,0.7628652702353216
816,ITDCEM,ITD Cementation India Limited,7.821486082355649
817,ITI,ITI Limited,0.45890696704214545
818,IVC,IL&FS Investment Managers Limited,
819,IVP,IVP Limited,2.4118738404452724
820,IWEL,Inox Wind Energy Limited,1.324453895946425
821,IZMO,IZMO Limited,
822,J&KBANK,The Jammu & Kashmir Bank Limited,-0.8918617614269757
823,JAGRAN,Jagran Prakashan Limited,0.09276437847867211
824,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,-4.338468509288622
825,JAIBALAJI,Jai Balaji Industries Limited,
826,JAICORPLTD,Jai Corp Limited,-0.6577595066803676
827,JAIPURKURT,Nandani Creation Limited,-0.8714596949891037
828,JAMNAAUTO,Jamna Auto Industries Limited,1.927105152911614
829,JASH,Jash Engineering Limited,0.989595689158514
830,JAYAGROGN,Jayant Agro Organics Limited,-0.1950268161872285
831,JAYBARMARU,Jay Bharat Maruti Limited,-1.755291688177602
832,JAYNECOIND,Jayaswal Neco Industries Limited,7.014681892332786
833,JAYSREETEA,Jayshree Tea & Industries Limited,0.1033591731266091
834,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,0.9987357774968427
835,JBFIND,JBF Industries Limited,
836,JBMA,JBM Auto Limited,
837,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,4.0770146883683935
838,JETAIRWAYS,Jet Airways (India) Limited,
839,JETFREIGHT,Jet Freight Logistics Limited,
840,JHS,JHS Svendgaard Laboratories Limited,
841,JINDALPHOT,Jindal Photo Limited,2.3661270236612575
842,JINDALPOLY,Jindal Poly Films Limited,-0.02934487565107942
843,JINDALSAW,Jindal Saw Limited,2.998286693318104
844,JINDALSTEL,Jindal Steel & Power Limited,2.4251278305332393
845,JINDRILL,Jindal Drilling And Industries Limited,1.731123388581948
846,JINDWORLD,Jindal Worldwide Limited,-0.7785577536694349
847,JISLDVREQS,Jain Irrigation Systems Limited,
848,JISLJALEQS,Jain Irrigation Systems Limited,-0.9538950715421327
849,JITFINFRA,JITF Infralogistics Limited,
850,JKCEMENT,JK Cement Limited,1.374518311739545
851,JKIL,J.Kumar Infraprojects Limited,2.066115702479339
852,JKLAKSHMI,JK Lakshmi Cement Limited,-0.9939915436540216
853,JKPAPER,JK Paper Limited,0.808773132282382
854,JKTYRE,JK Tyre & Industries Limited,-1.272593139063093
855,JMA,Jullundur Motor Agency (Delhi) Limited,1.272264631043257
856,JMFINANCIL,JM Financial Limited,10.102301790281318
857,JOCIL,Jocil Limited,-0.7238883143743566
858,JPASSOCIAT,Jaiprakash Associates Limited,6.6350710900473855
859,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,0.9553478712357264
860,JPPOWER,Jaiprakash Power Ventures Limited,2.499999999999991
861,JSL,Jindal Stainless Limited,1.99076110866695
862,JSWENERGY,JSW Energy Limited,0.9403048867360055
863,JSWHL,JSW Holdings Limited,1.8173209172284603
864,JSWISPL,JSW Ispat Special Products Limited,
865,JSWSTEEL,JSW Steel Limited,3.4310267427691916
866,JTEKTINDIA,Jtekt India Limited,-0.6595822645657584
867,JTLIND,JTL INDUSTRIES LIMITED,2.452483139178418
868,JUBLFOOD,Jubilant Foodworks Limited,-1.1717605702568
869,JUBLINDS,Jubilant Industries Limited,1.8568411854656668
870,JUBLINGREA,Jubilant Ingrevia Limited,0.5727043292564418
871,JUBLPHARMA,Jubilant Pharmova Limited,0.2774517127307675
872,JUSTDIAL,Just Dial Limited,0.3999475478625694
873,JWL,Jupiter Wagons Limited,4.994903160040768
874,JYOTHYLAB,Jyothy Labs Limited,4.937562796038463
875,JYOTISTRUC,Jyoti Structures Limited,
876,KABRAEXTRU,Kabra Extrusion Technik Limited,-0.609824957651042
877,KAJARIACER,Kajaria Ceramics Limited,-0.7989121196668366
878,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,3.4545870510180654
879,KALPATPOWR,Kalpataru Power Transmission Limited,
880,KALYANI,Kalyani Commercials Limited,
881,KALYANIFRG,Kalyani Forge Limited,
882,KALYANKJIL,Kalyan Jewellers India Limited,-2.501985702938845
883,KAMATHOTEL,Kamat Hotels (I) Limited,
884,KAMDHENU,Kamdhenu Limited,2.433665708974138
885,KAMOPAINTS,Kamdhenu Ventures Limited,
886,KANANIIND,Kanani Industries Limited,
887,KANORICHEM,Kanoria Chemicals & Industries Limited,0.6617038875103368
888,KANPRPLA,Kanpur Plastipack Limited,-0.1233045622688086
889,KANSAINER,Kansai Nerolac Paints Limited,2.20952953554788
890,KAPSTON,Kapston Services Limited,-0.1269438273564056
891,KARMAENG,Karma Energy Limited,
892,KARURVYSYA,Karur Vysya Bank Limited,0.1645413410119316
893,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,
894,KAVVERITEL,Kavveri Telecom Products Limited,
895,KAYA,Kaya Limited,-0.12185215272136167
896,KAYNES,Kaynes Technology India Limited,-1.1592404120640392
897,KBCGLOBAL,KBC Global Limited,
898,KCP,KCP Limited,1.3590530469092479
899,KCPSUGIND,KCP Sugar and Industries Corporation Limited,2.51968503937007
900,KDDL,KDDL Limited,-0.00792602377807614
901,KEC,KEC International Limited,-0.2233971256236503
902,KECL,Kirloskar Electric Company Limited,0.17985611510791621
903,KEEPLEARN,DSJ Keep Learning Limited,
904,KEERTI,Keerti Knowledge and Skills Limited,
905,KEI,KEI Industries Limited,-0.9639889196675867
906,KELLTONTEC,Kellton Tech Solutions Limited,-0.7158590308369951
907,KENNAMET,Kennametal India Limited,-0.05665521759144185
908,KERNEX,Kernex Microsystems (India) Limited,
909,KESORAMIND,Kesoram Industries Limited,
910,KEYFINSERV,Keynote Financial Services Limited,1.7764298093587496
911,KFINTECH,Kfin Technologies Limited,-1.0041280821153633
912,KHADIM,Khadim India Limited,-2.567735080573756
913,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,0.1455604075691329
914,KHAITANLTD,Khaitan (India) Limited,
915,KHANDSE,Khandwala Securities Limited,
916,KICL,Kalyani Investment Company Limited,-1.2250135332918872
917,KILITCH,Kilitch Drugs (India) Limited,
918,KIMS,Krishna Institute of Medical Sciences Limited,-3.240254216083671
919,KINGFA,Kingfa Science & Technology (India) Limited,-0.18381584993940914
920,KIOCL,KIOCL Limited,-0.17921146953404002
921,KIRIINDUS,Kiri Industries Limited,-0.2344454463480531
922,KIRLFER,Kirloskar Ferrous Industries Ltd,1.2468300929839464
923,KIRLOSBROS,Kirloskar Brothers Limited,-2.306967984934089
924,KIRLOSENG,Kirloskar Oil Engines Limited,1.6015705724323208
925,KIRLOSIND,Kirloskar Industries Limited,-1.535029994042756
926,KIRLPNU,Kirloskar Pneumatic Company Limited,-3.013358185771976
927,KITEX,Kitex Garments Limited,-0.4765487835465205
928,KKCL,Kewal Kiran Clothing Limited,-2.0513566596348327
929,KMSUGAR,K.M.Sugar Mills Limited,1.6181229773462786
930,KNRCON,KNR Constructions Limited,-0.45355587808417996
931,KOHINOOR,Kohinoor Foods Limited,
932,KOKUYOCMLN,Kokuyo Camlin Limited,
933,KOLTEPATIL,Kolte - Patil Developers Limited,0.14374170720920704
934,KOPRAN,Kopran Limited,-1.111810362911687
935,KOTAKBANK,Kotak Mahindra Bank Limited,0.7022032693674433
936,KOTARISUG,Kothari Sugars And Chemicals Limited,
937,KOTHARIPET,Kothari Petrochemicals Limited,4.5286125977768625
938,KOTHARIPRO,Kothari Products Limited,-1.266794625719774
939,KOVAI,Kovai Medical Center and Hospital Limited,0.8178160381772213
940,KPIGREEN,KPI Green Energy Limited,-2.3097142217996733
