,SYMBOL,NAME OF COMPANY,cm26JUN2024bhav.csv,cm25JUN2024bhav.csv,cm24JUN2024bhav.csv,cm21JUN2024bhav.csv,cm20JUN2024bhav.csv,cm19JUN2024bhav.csv,cm18JUN2024bhav.csv,cm14JUN2024bhav.csv,cm13JUN2024bhav.csv,cm12JUN2024bhav.csv,cm11JUN2024bhav.csv,cm10JUN2024bhav.csv,cm07JUN2024bhav.csv,cm06JUN2024bhav.csv,cm05JUN2024bhav.csv,cm04JUN2024bhav.csv,cm03JUN2024bhav.csv
358,CONTROLPR,Control Print Limited,861.5,853.0,830.5,841.0,811.0,815.45,824.8,835.0,840.0,842.0,835.0,840.0,832.0,877.05,863.2,855.0,862.5
359,CORALFINAC,Coral India Finance & Housing Limited,50.25,54.65,46.8,47.0,46.55,46.44,46.26,47.2,47.75,47.01,47.19,43.85,46.15,46.5,44.5,41.75,48.5
360,CORDSCABLE,Cords Cable Industries Limited,254.0,261.0,272.08,253.5,248.85,245.2,247.29,245.0,252.6,250.0,247.5,235.8,243.95,215.65,195.55,190.05,211.0
361,COROMANDEL,Coromandel International Limited,1555.8,1523.8,1532.8,1545.0,1637.3,1571.2,1533.95,1505.5,1495.0,1475.0,1464.6,1436.05,1398.9,1393.0,1375.0,1293.0,1340.25
362,COSMOFIRST,COSMO FIRST LIMITED,771.4,785.65,777.0,788.0,784.75,706.15,704.0,682.0,675.0,661.0,640.05,620.0,598.0,584.8,556.9,538.95,576.0
363,COUNCODOS,Country Condo's Limited,5.94,6.17,5.64,5.6,5.59,5.59,5.53,5.69,5.84,5.99,5.76,5.84,6.05,5.75,5.6,5.45,5.7
364,CRAFTSMAN,Craftsman Automation Limited,5499.0,5420.05,4816.45,4850.0,4850.0,4900.0,4770.0,4700.0,4435.0,4395.0,4421.0,4441.7,4374.6,4303.0,4200.0,4164.0,4316.25
365,CREATIVE,Creative Newtech Limited,753.0,748.0,787.35,778.5,759.0,753.0,748.05,779.0,766.15,728.5,709.0,730.0,702.95,681.0,688.0,640.0,714.0
366,CREATIVEYE,Creative Eye Limited,,,,,,,,,,,,,,,,,
367,CREDITACC,CREDITACCESS GRAMEEN LIMITED,1362.65,1350.0,1409.4,1466.4,1481.85,1466.0,1489.0,1470.0,1477.4,1478.05,1492.65,1491.0,1498.0,1490.1,1404.7,1260.0,1322.0
368,CREST,Crest Ventures Limited,395.0,397.0,398.75,403.0,412.05,416.7,418.4,419.0,434.0,447.0,384.55,389.0,377.05,362.0,352.0,354.0,362.75
369,CRISIL,CRISIL Limited,4157.1,4190.0,4206.0,4206.0,4158.0,4098.0,4101.95,4108.0,4150.0,4120.0,4116.95,4115.0,4080.0,4050.0,4194.7,4064.1,4050.0
370,CROMPTON,Crompton Greaves Consumer Electricals Limited,429.5,429.2,433.0,425.9,427.65,424.65,430.05,425.1,424.7,421.9,410.8,411.0,397.35,399.5,404.0,376.55,396.3
371,CROWN,Crown Lifters Limited,,,,,,,,,,,,,,,,,
372,CSBBANK,CSB Bank Limited,356.0,356.65,347.0,349.0,352.0,352.3,348.0,340.15,345.5,351.0,351.7,345.6,345.0,341.9,334.0,330.0,345.45
373,CSLFINANCE,CSL Finance Limited,447.0,467.0,465.0,464.0,464.25,462.2,458.55,458.0,467.9,459.2,423.0,417.1,422.9,418.4,402.0,411.1,415.8
374,CTE,Cambridge Technology Enterprises Limited,118.06,110.7,117.91,,,,,,,,,,,,,,
375,CUB,City Union Bank Limited,167.14,168.0,162.07,163.05,166.5,157.35,157.25,151.7,148.55,149.5,149.83,147.76,147.05,145.95,144.0,136.95,147.3
376,CUBEXTUB,Cubex Tubings Limited,,,,,,,,,,,,,,,,,
377,CUMMINSIND,Cummins India Limited,4009.95,4010.8,4036.9,3895.0,3851.6,3795.0,3829.0,3817.0,3709.0,3675.0,3575.0,3544.0,3591.95,3525.95,3369.1,3282.95,3723.0
378,CUPID,Cupid Limited,,,,,,,,,,,,,,,,,
379,CYBERMEDIA,Cyber Media (India) Limited,,,,,,,,,,,,,,,,,
380,CYBERTECH,Cybertech Systems And Software Limited,172.8,173.45,172.0,160.65,157.25,157.5,159.88,150.45,152.05,155.95,152.26,152.6,153.1,144.9,141.8,136.15,147.5
381,CYIENT,Cyient Limited,1835.05,1869.9,1883.0,1875.0,1876.0,1884.2,1919.3,1890.0,1900.0,1880.9,1866.0,1887.1,1917.0,1808.0,1796.0,1705.1,1729.9
382,DAAWAT,LT Foods Limited,,,,,,,,,,,,,,,,,
383,DABUR,Dabur India Limited,602.75,594.0,601.4,591.95,600.9,597.55,599.85,609.0,608.3,620.45,615.5,619.05,612.05,598.15,599.8,580.0,545.5
384,DALBHARAT,Dalmia Bharat Limited,1819.95,1819.5,1824.3,1816.95,1862.0,1854.5,1885.5,1886.9,1902.9,1899.5,1890.0,1875.0,1807.0,1779.8,1733.0,1705.0,1859.0
385,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,419.6,427.9,425.0,433.0,434.9,432.5,423.1,425.85,431.6,404.2,403.0,386.55,384.05,375.0,382.8,353.0,381.3
386,DAMODARIND,Damodar Industries Limited,51.6,50.41,50.0,50.0,50.84,48.5,50.48,48.96,49.7,48.52,49.2,48.0,47.8,47.6,46.5,43.0,49.95
387,DANGEE,Dangee Dums Limited,7.93,8.0,8.0,8.02,7.85,8.08,8.1,8.18,8.18,8.12,8.05,8.02,8.0,7.9,7.6,7.9,8.05
388,DATAMATICS,Datamatics Global Services Limited,603.8,609.0,611.2,619.9,610.9,608.0,578.0,595.5,602.4,605.0,600.5,613.5,549.8,534.0,525.9,488.0,519.85
389,DATAPATTNS,Data Patterns (India) Limited,2991.0,2967.0,2988.2,2930.0,2954.9,2992.95,3090.0,2933.0,2720.0,2730.0,2670.0,2644.0,2638.0,2629.8,2485.0,2660.0,2974.95
390,DBCORP,D.B.Corp Limited,316.95,304.0,306.0,303.0,311.5,313.3,317.0,318.0,323.75,306.0,305.8,306.0,296.55,285.6,274.55,278.6,291.7
391,DBL,Dilip Buildcon Limited,543.3,536.05,548.0,537.1,547.5,525.25,490.95,503.05,498.0,456.15,452.7,452.75,436.95,427.95,409.0,380.0,427.0
392,DBOL,Dhampur Bio Organics Limited,148.0,150.44,151.09,152.79,156.95,153.4,152.51,150.01,154.0,156.0,137.25,130.5,125.25,120.5,119.4,115.45,121.5
393,DBREALTY,D B Realty Limited,192.7,193.38,196.5,200.62,198.7,192.89,199.65,202.3,202.02,206.5,197.61,192.99,197.25,191.6,177.0,163.2,203.7
394,DBSTOCKBRO,DB (International) Stock Brokers Limited,47.06,48.0,47.7,45.8,47.4,47.35,47.01,46.0,47.01,48.62,49.0,46.73,45.55,45.9,45.65,46.65,48.7
395,DCAL,Dishman Carbogen Amcis Limited,172.9,172.0,173.4,175.3,178.3,172.5,174.95,175.92,174.5,165.0,164.88,163.52,157.05,145.0,149.55,139.6,154.0
396,DCBBANK,DCB Bank Limited,140.25,141.28,141.02,140.99,143.86,137.5,138.65,136.7,137.1,134.35,132.0,133.45,132.0,130.1,129.05,122.75,131.7
397,DCI,Dc Infotech And Communication Limited,,,,,,,,,,,,,,,,,
398,DCM,DCM  Limited,77.0,77.0,76.61,77.5,77.0,74.82,77.4,77.69,76.6,76.0,76.75,74.11,73.6,74.2,71.75,70.5,73.6
399,DCMFINSERV,DCM Financial Services Limited,,,,,,,,,,,,,,,,,
400,DCMNVL,DCM Nouvelle Limited,226.89,218.32,223.61,218.0,218.5,207.5,206.43,206.9,203.0,207.0,203.5,203.0,198.5,195.25,192.65,187.7,197.9
401,DCMSHRIRAM,DCM Shriram Limited,1005.75,995.65,1006.7,1015.65,1044.85,1040.0,1018.0,1042.0,1056.0,996.0,989.0,994.0,995.0,934.5,922.55,905.0,980.0
402,DCMSRIND,DCM Shriram Industries Limited,219.0,228.0,225.1,229.35,228.5,231.05,235.34,236.64,227.78,223.0,216.5,211.0,210.3,203.8,202.5,199.9,219.95
403,DCW,DCW Limited,57.13,58.0,58.94,59.9,61.25,58.07,58.35,59.0,57.35,55.29,55.2,53.4,52.6,51.6,50.6,49.65,51.9
404,DCXINDIA,DCX Systems Limited,368.45,373.0,373.0,360.1,354.5,355.2,365.5,362.0,318.35,314.0,309.9,293.0,288.0,287.8,279.0,272.0,315.4
405,DECCANCE,Deccan Cements Limited,702.0,674.7,684.95,683.0,687.0,685.0,696.0,702.0,689.0,678.0,660.0,648.0,618.5,609.0,570.15,575.0,585.5
406,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,697.0,671.0,674.35,686.0,721.25,646.9,619.6,595.0,598.25,599.45,609.0,599.7,579.0,573.0,553.95,535.0,565.0
407,DEEPAKNTR,Deepak Nitrite Limited,2522.95,2467.75,2505.95,2545.0,2607.0,2483.75,2415.8,2416.6,2410.0,2357.0,2313.95,2302.2,2287.9,2280.5,2224.7,2136.4,2231.0
408,DEEPENR,DEEP ENERGY RESOURCES LIMITED,171.22,172.45,172.98,170.0,174.58,173.0,179.5,179.7,179.5,179.0,180.35,175.0,175.0,177.95,162.7,154.0,170.9
409,DEEPINDS,Deep Industries Limited,294.0,292.8,295.3,299.0,295.5,292.95,300.0,297.0,299.75,298.0,299.0,298.15,286.15,285.85,273.15,265.35,282.4
410,DELHIVERY,Delhivery Limited,398.5,395.05,393.7,397.05,400.45,400.95,398.95,405.9,393.45,388.9,386.95,390.05,386.05,383.0,379.0,361.15,390.1
411,DELPHIFX,DELPHI WORLD MONEY LIMITED,,,,,,,,,,,,,,186.3,180.0,175.9,186.85
412,DELTACORP,Delta Corp Limited,131.75,133.18,137.05,141.8,146.35,147.25,132.25,136.0,137.2,121.4,120.79,120.05,117.1,115.15,112.95,110.7,113.6
413,DELTAMAGNT,Delta Manufacturing Limited,97.0,97.0,99.4,99.49,98.0,98.5,98.95,100.0,98.22,99.05,100.0,98.5,97.2,95.0,91.9,91.55,96.45
414,DEN,Den Networks Limited,53.85,55.2,56.1,55.95,57.7,56.71,53.6,53.45,53.4,53.5,52.5,50.24,49.75,49.0,47.8,47.0,50.45
415,DENORA,De Nora India Limited,1714.95,1762.0,1725.0,1644.0,1685.0,1634.4,1664.0,1630.0,1651.8,1614.0,1640.0,1536.9,1540.0,1509.85,1475.0,1411.0,1540.05
416,DEVIT,Dev Information Technology Limited,115.3,118.49,116.52,117.29,116.0,117.0,118.9,120.0,120.99,120.5,119.1,118.95,115.65,110.6,103.55,103.0,113.9
417,DEVYANI,Devyani International Limited,166.34,167.42,170.2,171.4,168.19,170.99,174.52,178.9,180.0,180.0,178.55,177.5,172.0,170.45,162.0,149.25,152.55
418,DGCONTENT,Digicontent Limited,37.22,33.85,,,,,,,,,,,,,,,
419,DHAMPURSUG,Dhampur Sugar Mills Limited,227.5,229.5,233.66,238.0,241.65,242.5,240.91,245.45,249.0,236.0,235.0,222.85,223.0,212.75,209.05,199.0,219.0
420,DHANBANK,Dhanlaxmi Bank Limited,43.38,43.49,44.33,43.97,44.88,42.33,42.1,42.39,42.35,42.31,42.0,41.59,41.25,41.4,41.45,39.6,41.5
421,DHANI,Dhani Services Limited,52.0,52.0,48.4,49.99,50.0,48.14,49.65,49.81,47.52,46.52,45.1,45.9,43.0,42.0,41.4,40.4,46.3
422,DHANUKA,Dhanuka Agritech Limited,1642.75,1710.7,1670.35,1685.6,1692.9,1586.1,1545.0,1580.0,1613.2,1601.0,1639.0,1525.0,1379.45,1389.75,1325.0,1210.0,1293.95
423,DHARMAJ,Dharmaj Crop Guard Limited,256.0,261.0,267.0,272.05,272.0,264.45,265.0,259.5,258.15,256.0,245.59,244.0,231.15,232.0,227.0,215.0,215.5
424,DHARSUGAR,Dharani Sugars&Chemicals Limited,,,,,,,,,,,,,,,,,
425,DHRUV,Dhruv Consultancy Services Limited,,,,,,,,,,,,,,,,,
426,DHUNINV,Dhunseri Investments Limited,1224.9,1257.25,1286.0,1147.05,1157.0,1155.0,1154.0,1127.5,1140.0,1125.1,1136.5,1150.0,1145.35,1081.05,1070.0,1020.6,1105.0
427,DIAMONDYD,Prataap Snacks Limited,922.0,935.0,965.0,950.35,873.25,870.0,890.0,894.0,898.0,914.0,915.0,897.5,860.0,862.0,849.0,804.0,834.5
428,DICIND,DIC India Limited,535.0,556.85,555.0,551.55,557.5,522.0,510.5,499.65,472.0,479.9,468.0,462.25,467.9,462.0,450.0,448.0,466.6
429,DIGISPICE,DiGiSPICE Technologies Limited,39.2,39.35,37.75,35.5,36.35,36.37,38.0,33.6,34.41,34.95,29.27,28.9,29.35,28.0,26.25,26.3,27.65
430,DIGJAMLMTD,Digjam Limited,,,,,,,,,,,,,,,,,
431,DIL,Debock Industries Limited,7.88,7.89,7.87,7.94,7.98,7.75,7.78,7.9,8.25,7.76,7.78,7.54,7.45,7.35,7.25,7.35,7.45
432,DISHTV,Dish TV India Limited,15.74,15.89,16.09,16.16,15.98,16.12,16.3,16.56,16.59,17.1,15.28,14.93,14.95,14.75,14.25,14.0,15.2
433,DIVGIITTS,Divgi Torqtransfer Systems Limited,663.0,668.0,667.3,659.8,648.0,652.0,683.35,685.7,699.95,712.7,709.8,709.4,725.0,700.0,685.0,680.85,712.0
434,DIVISLAB,Divi's Laboratories Limited,4554.7,4541.55,4510.05,4520.0,4505.0,4480.0,4570.0,4585.0,4593.0,4445.05,4478.75,4544.1,4520.0,4482.05,4499.3,4327.2,4315.0
435,DIXON,Dixon Technologies (India) Limited,11391.8,11700.0,11610.0,11525.6,11496.0,11328.0,11547.0,11240.0,10858.55,10330.0,10134.95,10070.0,9994.05,9820.0,9465.65,8913.0,9885.55
436,DJML,DJ Mediaprint & Logistics Limited,,,,,,,,,,,,,,,,,
437,DLF,DLF Limited,826.5,826.0,839.2,855.2,874.3,861.0,878.95,877.25,872.0,858.05,855.7,845.8,843.15,830.0,792.0,766.5,869.5
438,DLINKINDIA,D-Link (India) Limited,471.0,478.8,482.8,438.0,443.4,440.5,445.9,465.95,467.0,476.5,469.0,448.0,440.0,420.6,411.0,382.0,415.35
439,DMART,Avenue Supermarts Limited,4812.0,4787.0,4833.0,4790.0,4866.9,4914.0,5035.0,4728.0,4655.0,4658.0,4699.0,4770.0,4743.0,4700.0,4855.0,4525.0,4346.0
440,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,313.95,316.0,316.0,318.6,327.0,313.1,320.8,321.05,324.2,319.0,324.0,321.0,319.0,311.0,314.0,299.0,323.7
441,DNAMEDIA,Diligent Media Corporation Limited,5.47,5.67,5.99,6.13,6.34,6.09,5.54,5.04,4.59,4.6,4.36,4.63,4.65,4.55,4.6,4.4,4.6
442,DODLA,Dodla Dairy Limited,1041.4,1017.0,1043.0,1025.0,1035.0,1048.95,1050.0,1045.0,1063.8,1037.0,1037.5,997.95,953.7,934.0,920.0,837.6,868.95
443,DOLATALGO,Dolat Algotech Limited,134.46,138.5,140.0,141.25,141.9,141.95,142.0,144.43,148.8,152.8,149.2,145.0,148.0,138.2,137.95,125.0,142.95
444,DOLLAR,Dollar Industries Limited,552.0,554.55,570.0,566.15,573.0,567.0,574.0,579.0,569.5,559.85,562.0,565.0,553.0,549.6,536.55,510.0,552.1
445,DONEAR,Donear Industries Limited,141.45,134.6,136.25,139.24,130.55,129.5,131.75,129.11,127.55,129.8,122.8,121.0,106.55,105.65,102.0,99.5,105.1
446,DPABHUSHAN,D. P. Abhushan Limited,1250.0,1239.95,1244.0,1229.45,1232.0,1209.0,1224.95,1250.0,1245.0,1257.0,1251.15,1264.0,1263.0,1284.0,1243.4,1194.95,1240.05
447,DPSCLTD,DPSC Limited,18.35,18.32,18.41,18.55,18.65,18.6,18.22,18.35,18.4,18.79,17.12,17.32,17.2,16.9,16.7,16.6,17.0
448,DPWIRES,D P Wires Limited,444.8,446.0,447.9,457.0,458.2,456.0,463.8,462.0,459.85,459.0,457.75,463.0,462.0,457.75,455.2,449.95,463.2
449,DRCSYSTEMS,DRC Systems India Limited,,,,,,30.9,32.4,28.7,26.11,21.77,21.79,21.74,20.95,21.1,20.45,19.4,20.75
450,DREAMFOLKS,Dreamfolks Services Limited,494.9,490.0,487.0,485.05,482.0,480.0,480.0,481.0,480.0,482.6,475.1,478.1,474.65,465.8,458.0,454.75,473.15
451,DREDGECORP,Dredging Corporation of India Limited,1140.0,1135.0,1143.9,1129.3,1186.3,1113.1,1122.9,1057.0,1074.8,1129.2,1048.9,953.55,860.0,883.0,843.6,888.0,934.7
452,DRREDDY,Dr. Reddy's Laboratories Limited,6069.95,6062.3,6090.0,5992.0,5980.95,5962.0,5988.0,6085.0,6090.0,6047.0,6050.95,6085.0,6050.85,5899.4,5817.5,5761.95,5790.2
453,DSSL,Dynacons Systems & Solutions Limited,1150.9,1152.0,1166.0,1123.0,1129.0,1146.0,1156.4,1190.0,1204.95,1190.6,1184.5,1195.1,1195.95,1165.0,1114.0,1085.0,1174.1
454,DTIL,Dhunseri Tea & Industries Limited,212.5,209.25,211.0,206.0,207.3,210.0,212.8,217.9,205.54,200.05,194.55,194.36,195.45,190.0,189.0,182.9,190.15
455,DUCON,Ducon Infratechnologies Limited,,,,,,,,,,,,,,,,,
456,DVL,Dhunseri Ventures Limited,377.4,384.0,379.3,360.1,355.0,348.1,347.35,349.8,345.7,343.5,345.9,350.0,352.0,328.85,312.0,316.8,330.4
457,DWARKESH,Dwarikesh Sugar Industries Limited,76.33,76.79,76.63,77.77,77.95,78.09,76.65,78.8,78.55,74.9,74.6,71.9,71.4,68.65,68.0,66.0,69.3
458,DYCL,Dynamic Cables Limited,594.05,600.9,624.0,611.0,591.05,602.5,587.0,612.0,625.7,638.1,609.0,569.0,577.0,556.0,545.0,520.0,566.0
459,DYNAMATECH,Dynamatic Technologies Limited,7402.0,7602.0,7630.0,7749.95,7731.2,7700.15,7875.0,7530.0,7635.0,7740.0,7841.95,7870.0,7678.0,7518.0,7028.5,6950.0,7719.05
460,DYNPRO,Dynemic Products Limited,276.05,279.0,286.0,280.15,282.15,285.0,266.0,270.45,270.0,264.0,265.55,263.0,277.35,272.0,264.65,255.8,264.95
461,E2E,E2E Networks Limited,,,,,,,,,,,,,,,,,
462,EASEMYTRIP,Easy Trip Planners Limited,41.75,42.5,42.7,42.77,42.9,42.91,43.34,42.26,42.38,42.45,42.13,41.92,41.8,41.35,40.55,40.2,42.2
463,EASTSILK,Eastern Silk Industries Limited,,,,,,,,,,,,,,,,,
464,ECLERX,eClerx Services Limited,2416.0,2377.0,2369.0,2398.0,2375.0,2377.6,2369.0,2380.0,2400.0,2395.8,2408.0,2394.4,2318.0,2222.0,2134.55,2164.95,2187.5
465,EDELWEISS,Edelweiss Financial Services Limited,67.19,67.02,68.01,69.01,69.55,69.11,70.3,70.04,69.9,69.24,69.28,70.96,69.35,69.25,66.15,69.5,73.6
466,EDUCOMP,Educomp Solutions Limited,,,,,,,,,,,,,,,,,
467,EICHERMOT,Eicher Motors Limited,4738.0,4785.0,4875.0,4830.3,4895.0,4865.0,4930.0,4929.0,4799.05,4845.0,4757.1,4779.8,4759.0,4711.0,4560.0,4548.95,4670.0
468,EIDPARRY,EID Parry India Limited,760.0,769.0,772.5,785.9,804.0,811.3,733.05,729.0,718.25,706.8,708.5,715.0,705.0,707.1,692.6,643.0,681.0
469,EIFFL,Euro India Fresh Foods Limited,134.85,132.7,133.5,133.0,133.85,135.0,135.5,135.0,133.3,134.95,135.9,132.0,136.45,133.2,132.5,129.0,131.15
470,EIHAHOTELS,EIH Associated Hotels Limited,923.0,928.0,933.1,935.5,923.6,914.8,927.25,901.0,846.1,864.0,834.4,830.0,719.0,699.0,677.4,699.4,720.5
471,EIHOTEL,EIH Limited,439.0,442.55,449.0,447.65,452.9,445.05,447.7,440.2,428.5,424.0,430.0,438.65,437.0,425.6,424.8,422.1,425.0
472,EIMCOELECO,Eimco Elecon (India) Limited,2622.65,2497.8,2378.9,2265.65,2157.8,2041.0,2069.6,,,,,,,,,,
473,EKC,Everest Kanto Cylinder Limited,127.75,127.98,127.99,129.0,128.89,129.0,135.0,136.4,139.0,136.2,138.7,135.19,126.7,121.5,123.0,119.9,124.0
474,ELDEHSG,Eldeco Housing And Industries Limited,1049.0,1065.0,1055.0,1098.5,1040.65,1043.65,1105.0,1085.0,1065.0,1043.0,1012.0,988.55,979.9,964.9,911.9,882.1,964.8
475,ELECON,Elecon Engineering Company Limited,1330.0,1332.0,1324.0,1313.9,1303.0,1303.0,1300.85,1319.3,1315.95,1329.0,1180.0,1153.6,1100.55,1050.0,1013.4,1039.6,1150.0
476,ELECTCAST,Electrosteel Castings Limited,176.5,177.6,180.5,177.48,177.95,166.36,170.16,172.0,169.69,166.5,167.8,167.4,164.4,160.55,156.9,143.75,165.5
477,ELECTHERM,Electrotherm (India) Limited,,,,,,,,,,,,,,,,,
478,ELGIEQUIP,Elgi Equipments Limited,724.15,747.95,764.9,739.95,741.0,701.0,695.0,684.0,658.8,604.75,610.0,611.0,601.0,610.0,592.5,566.0,604.5
479,ELGIRUBCO,Elgi Rubber Company Limited,,,,,,,,,,,,,,,,,
480,ELIN,Elin Electronics Limited,202.8,203.44,212.4,208.0,186.83,182.0,185.0,181.45,169.9,168.86,168.2,166.45,159.0,158.9,151.7,151.0,162.45
481,EMAMILTD,Emami Limited,706.9,715.0,722.0,699.3,703.4,719.5,737.95,708.0,710.0,716.0,712.0,729.0,717.0,706.0,695.0,630.0,633.3
482,EMAMIPAP,Emami Paper Mills Limited,120.2,119.35,122.8,121.4,122.0,120.32,123.15,119.71,116.5,114.62,114.0,110.95,110.8,108.75,104.9,104.9,110.45
483,EMAMIREAL,Emami Realty Limited,102.9,103.25,107.0,108.5,111.9,110.7,109.5,107.0,103.35,103.25,103.1,102.5,101.9,102.7,100.9,93.65,103.7
484,EMIL,Electronics Mart India Limited,240.9,226.35,227.95,231.45,238.0,238.95,239.5,239.0,239.35,241.8,234.25,219.5,212.35,213.0,212.0,197.8,206.0
485,EMKAY,Emkay Global Financial Services Limited,,,,,,,,,193.5,174.23,185.99,191.7,160.05,154.2,157.1,142.3,158.0
486,EMMBI,Emmbi Industries Limited,115.0,111.0,108.0,111.0,110.8,102.99,104.0,104.1,105.1,104.5,101.9,101.79,101.0,99.0,98.85,98.3,100.25
487,EMUDHRA,eMudhra Limited,871.55,894.0,855.0,864.0,878.0,850.1,878.0,859.0,862.0,881.7,865.0,793.0,783.35,796.7,757.45,743.7,765.85
488,ENDURANCE,Endurance Technologies Limited,2650.85,2680.0,2675.0,2650.0,2700.0,2602.0,2719.95,2699.0,2549.5,2505.0,2475.0,2469.0,2424.75,2421.0,2372.0,2204.0,2239.0
489,ENERGYDEV,Energy Development Company Limited,22.7,23.0,23.08,22.9,22.86,22.33,22.75,22.68,22.8,23.37,22.38,22.0,22.65,21.85,21.35,21.25,22.35
490,ENGINERSIN,Engineers India Limited,248.0,252.0,248.8,257.48,258.0,264.35,271.14,263.9,253.5,256.0,246.45,230.0,232.0,229.0,215.6,224.0,267.45
491,ENIL,Entertainment Network (India) Limited,244.0,241.94,252.7,241.25,226.98,224.05,225.0,230.88,220.6,228.0,225.95,219.0,224.4,219.95,210.0,207.5,217.5
492,EPL,EPL Limited,193.6,193.79,192.39,194.0,191.8,192.7,193.93,196.0,193.45,195.45,190.75,187.8,183.5,180.15,181.9,174.25,183.5
493,EQUIPPP,Equippp Social Impact Technologies Limited,,,,,,,,,,,,,,,,,
494,EQUITASBNK,Equitas Small Finance Bank Limited,103.3,104.21,102.55,104.15,106.27,105.2,102.17,101.8,100.05,97.65,98.0,97.4,97.3,96.6,93.65,91.45,96.2
495,ERIS,Eris Lifesciences Limited,1040.0,1012.0,1039.0,1032.05,1030.0,1038.0,1049.95,1012.0,1028.9,1012.0,1005.55,1015.0,996.0,979.9,925.0,871.0,917.3
496,EROSMEDIA,Eros International Media Limited,19.5,19.71,19.99,20.14,20.2,20.16,20.12,20.15,20.04,20.06,19.7,19.6,19.6,19.55,19.0,18.1,19.2
497,ESABINDIA,Esab India Limited,6198.0,6050.0,6100.0,6190.0,6180.0,6081.7,6270.0,5915.0,5686.0,5795.5,5809.0,5803.0,5630.15,5685.0,5544.0,5680.0,5830.0
498,ESCORTS,Escorts Kubota Limited,4257.9,4199.0,4250.0,4310.0,4192.35,4229.75,4294.25,4290.0,4245.0,4109.15,4126.0,4075.95,3989.0,4011.7,3890.0,3820.0,3912.0
499,ESSARSHPNG,Essar Shipping Limited,51.15,51.7,53.6,53.15,57.7,54.05,49.14,44.74,46.1,45.8,45.0,37.5,31.4,30.2,28.15,27.1,29.3
500,ESSENTIA,Integra Essentia Limited,,,,,,,,,,,,,,,,,
501,ESTER,Ester Industries Limited,116.0,116.1,114.0,114.99,119.5,115.01,118.3,118.5,116.1,113.0,113.85,111.96,111.8,111.2,107.45,100.9,112.5
502,ETHOSLTD,Ethos Limited,2765.9,2739.8,2781.0,2789.9,2640.1,2590.0,2655.0,2510.05,2560.0,2530.0,2555.0,2560.0,2618.15,2441.0,2450.0,2350.0,2454.5
503,EUROTEXIND,Eurotex Industries and Exports Limited,14.08,14.64,14.06,14.3,14.02,13.89,14.07,,,,,,,,,,
504,EVEREADY,Eveready Industries India Limited,352.8,356.0,345.8,347.45,348.95,337.0,337.4,339.0,335.9,335.0,340.0,337.85,333.7,330.0,320.25,305.85,333.2
505,EVERESTIND,Everest Industries Limited,1175.0,1164.1,1154.9,1107.4,1114.8,1108.5,1144.9,1095.9,1113.5,1086.2,1094.0,1080.6,1088.25,1066.0,1077.0,1058.9,1084.65
506,EXCEL,Excel Realty N Infra Limited,,,,,,,,,,,,,,,,,0.85
507,EXCELINDUS,Excel Industries Limited,1200.0,1188.0,1219.95,1209.6,1236.0,1238.55,1223.95,1200.8,1105.05,1105.0,1087.0,1027.0,1050.0,1050.0,1021.0,1000.0,1093.0
508,EXIDEIND,Exide Industries Limited,568.3,578.15,574.4,569.8,572.4,561.3,564.85,542.2,542.3,540.75,529.1,522.7,526.5,528.15,491.3,457.5,505.0
509,EXPLEOSOL,Expleo Solutions Limited,1261.0,1255.1,1278.0,1285.05,1265.05,1252.5,1260.0,1267.1,1269.0,1265.5,1224.8,1228.1,1232.3,1210.0,1194.5,1160.2,1207.0
510,EXXARO,Exxaro Tiles Limited,93.5,94.5,95.29,94.2,93.74,93.0,93.6,95.52,95.55,95.6,95.97,95.98,95.65,94.95,92.4,91.95,95.5
511,FACT,Fertilizers and Chemicals Travancore Limited,1010.0,1001.0,1021.0,1121.0,1090.35,905.0,860.0,778.0,771.0,771.0,774.0,805.0,700.0,696.0,652.05,634.9,699.5
512,FAIRCHEMOR,Fairchem Organics Limited,1351.0,1349.5,1386.0,1355.65,1398.05,1409.5,1392.0,1365.3,1377.0,1356.0,1309.0,1300.35,1268.9,1260.0,1239.55,1229.9,1255.45
513,FAZE3Q,Faze Three Limited,433.0,430.1,429.0,416.0,421.2,435.5,452.0,444.75,441.35,420.25,423.5,410.05,399.9,396.0,389.55,378.0,407.5
514,FCL,Fineotex Chemical Limited,393.5,389.95,391.1,390.5,377.4,360.0,356.3,359.5,358.0,359.7,366.6,367.5,358.0,352.1,346.1,332.0,351.95
515,FCONSUMER,Future Consumer Limited,,,,,,,,,,,,,,,,,
516,FCSSOFT,FCS Software Solutions Limited,4.1,4.13,4.29,4.27,3.91,3.84,3.87,3.87,3.88,3.9,3.85,3.89,3.95,3.75,3.65,3.7,3.9
517,FDC,FDC Limited,465.5,464.0,461.35,458.1,457.9,458.5,458.0,461.1,456.5,459.95,448.45,447.8,443.0,436.15,433.6,423.0,432.5
518,FEDERALBNK,The Federal Bank  Limited,176.89,175.89,176.65,176.58,178.9,176.0,175.0,174.15,172.7,173.51,167.2,164.65,164.85,164.9,166.1,155.0,165.3
519,FEL,Future Enterprises Limited,,,,,,,,,,,,,,,,,
